RAPL;ALL;PG1;PG2
0.02618408203125;0;0;0
14.32720947265625;0;0;0
14.0872802734375;0;0;0
13.9002685546875;0;0;0
14.2340087890625;0;0;0
60.51226806640625;0;0;0
62.37750244140625;0;0;0
61.7144775390625;0;0;0
61.81500244140625;0;0;0
61.79437255859375;0;0;0
61.85968017578125;0;0;0
61.9764404296875;0;0;0
62.00537109375;0;0;0
61.99554443359375;0;0;0
62.06640625;0;0;0
62.17266845703125;61.79697943643818;15.417470943762892;46.24978082243284
62.19207763671875;61.79869188538695;15.417879483545848;46.25243031251696
62.1783447265625;61.79771154704412;15.417529337141753;46.24943684393964
62.17291259765625;61.92339565500443;15.417355050675582;46.24971661732429
62.12298583984375;61.79459563438659;15.417289408052083;46.25033005162237
62.03924560546875;61.796399258049114;15.417804599697904;46.2507862294375
62.022705078125;61.79734823356516;15.41692781148137;46.249931107888706
62.04180908203125;61.79583029487533;15.417381739446176;46.250506661263245
62.03753662109375;61.796744725857934;15.417459421678245;46.249994628748546
61.99114990234375;61.787012470486864;15.417996513740679;46.249080818499905
62.0799560546875;61.815461927296724;15.419245293320039;46.25888455145125
62.1771240234375;61.78474231292689;15.418262803347767;46.2507595030808
62.1103515625;61.808449173438426;15.421686879237452;46.25890509572185
62.1572265625;61.94458470194572;15.419088492202958;46.269068197183636
62.25244140625;61.80502541159789;15.418229294015566;46.25225080692659
62.24542236328125;61.801439178090384;15.413843970143596;46.25931835147338
62.3145751953125;61.805294597883844;15.420446420440637;46.25854830620211
62.27239990234375;61.79839375360813;15.418290073528183;46.25653406565516
62.2930908203125;61.807231667253724;15.424072616613293;46.26890132568021
62.35137939453125;61.80686290725756;15.420658172443856;46.2601198314131
62.38189697265625;61.80828297809793;15.420629345504734;46.25993697198429
43.52581787109375;28.673378353876384;15.416406951982857;13.127872581982857
35.92633056640625;22.162030836200973;19.95255203463762;0.0
35.887939453125;28.219226960625136;23.695768485847836;0.0
35.8133544921875;25.852555505207516;23.328284020729104;0.0
33.682373046875;24.588175154320943;21.875890471982665;0.0
14.07135009765625;0;0;0
13.89642333984375;0;0;0
13.84930419921875;0;0;0
13.80255126953125;0;0;0
13.9005126953125;0;0;0
