FULL;PG1;PG2
34.06647;0;0
218.05702;109.028504;109.028504
222.54424;110.283909;110.54743100000002
222.77234;111.65105500000001;111.38616500000002
223.6635;111.50068800000003;111.23584000000002
224.30829;111.360602;111.360602
225.1879;112.526968;112.660928
227.26616;113.16212499999999;113.56579599999999
229.04622;113.91788;113.379896
226.97877;113.556336;113.556336
229.97734;113.903864;114.039464
227.77362;113.8868;113.8868
230.53906;114.86316799999999;114.86316799999999
229.96645;114.30764199999999;114.17252699999999
224.42669;45.287895;15.239736
129.02234;58.197308;57.648276
126.286136;61.08725;61.674624
65.731664;0;0
30.67716;0;0
29.871378;0;0
28.41668;0;0
