RAPL;ALL;PG1;PG2
0.04986572265625;0;0;0
14.20574951171875;0;0;0
13.97735595703125;0;0;0
13.89520263671875;0;0;0
14.32568359375;0;0;0
56.16046142578125;0;0;0
57.923095703125;0;0;0
58.03851318359375;0;0;0
58.08978271484375;0;0;0
58.0697021484375;0;0;0
58.02734375;0;0;0
58.1044921875;0;0;0
58.06982421875;0;0;0
58.1201171875;0;0;0
58.149169921875;0;0;0
58.0845947265625;57.86694854832004;28.871877581143906;28.872358504459594
58.13433837890625;57.86640859453273;28.87113877506891;28.87342406652234
58.1265869140625;57.867696514924475;28.877187964245625;28.871945852043865
58.10931396484375;57.986945682522574;28.872976777865098;28.872909882893296
58.15228271484375;57.862525358760074;28.869455742138758;28.871086919931624
58.0911865234375;57.86216142083982;28.864503347962273;28.876952910822837
58.13763427734375;57.873914416514374;28.88118471939687;28.872190321423545
58.1572265625;57.862942255982794;28.871115350589385;28.870384755462805
58.0689697265625;57.863725518657574;28.8714006611396;28.871631113717307
58.1597900390625;57.86421026142777;28.870518901315048;28.87385591753089
58.11175537109375;57.86318964791559;28.871167607267964;28.8694699355167
58.16986083984375;57.86773948443058;28.865042736260687;28.877655042262642
58.15838623046875;57.89603762791803;28.88422763334163;28.889716788069595
58.169921875;58.00919463058165;28.883957938405583;28.885549467897743
58.13385009765625;57.882052031908344;28.88541933135423;28.8748644350295
58.17059326171875;57.88165934397724;28.881388337817533;28.881683059166193
58.15478515625;57.88034627272729;28.87994016360813;28.88133708169196
58.153076171875;57.88401038303848;28.87798623367206;28.88990541322024
58.161865234375;57.88834518020558;28.88432433742292;28.884564998609566
58.1842041015625;57.87951025011525;28.888613610555243;28.87372979950902
58.16302490234375;57.88142308320934;28.8766029281768;28.881398347791183
58.10833740234375;57.878350361727584;28.879804415242;28.88108239464405
51.31768798828125;45.575603290516426;28.881831623197236;16.570513844082665
41.966796875;29.268193588637246;29.028216155178015;0.0
31.1778564453125;20.011326953580372;18.380224770910807;0.0
13.89361572265625;0;0;0
13.8231201171875;0;0;0
13.7822265625;0;0;0
13.81683349609375;0;0;0
