TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684842437.696158;#SYSTEM;31446;58404677;115691400;86072940
1684842437.696158;/sys/fs/cgroup/anon.slice/anon_service.service;6758;14033015;14837368;3994490
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu0;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu1;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu2;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu3;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu4;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu5;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d18\x2dsecond0.scope/libvirt/vcpu0;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d18\x2dsecond0.scope/libvirt/vcpu1;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d18\x2dsecond0.scope/libvirt/vcpu2;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d18\x2dsecond0.scope/libvirt/vcpu3;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d18\x2dsecond0.scope/libvirt/vcpu4;0;0;0;0
1684842437.696158;/sys/fs/cgroup/machine.slice/machine-qemu\x2d18\x2dsecond0.scope/libvirt/vcpu5;0;0;0;0
1684842438.557116;#SYSTEM;919483;491730785;574177417;11979384599
1684842438.557116;/sys/fs/cgroup/anon.slice/anon_service.service;501;64692;482734;446921
1684842438.557116;/sys/fs/cgroup/machine.slice/machine-qemu\x2d17\x2dfirst0.scope/libvirt/vcpu0;0;0;0;12954
