RAPL;ALL;PG1;PG2
0.02667236328125;0;0;0
14.19427490234375;0;0;0
13.7940673828125;0;0;0
13.9212646484375;0;0;0
14.0989990234375;0;0;0
40.1015625;0;0;0
41.3836669921875;0;0;0
41.50140380859375;0;0;0
41.4285888671875;0;0;0
41.467041015625;0;0;0
41.50872802734375;0;0;0
41.5736083984375;0;0;0
41.5267333984375;0;0;0
41.55670166015625;0;0;0
41.58306884765625;0;0;0
41.57147216796875;41.33990902440203;20.5865241968703;20.586673731227922
41.542724609375;41.35140620001045;20.589273687792318;20.58870779396609
41.60986328125;41.3513804295422;20.588751880119187;20.588032629557954
41.5465087890625;41.51379761624981;20.58877072700485;20.587789294364487
41.63671875;41.351985379844486;20.58898749276776;20.589477204540852
41.56817626953125;41.345466156635084;20.588712453888064;20.587851841824783
41.55303955078125;41.34888202714419;20.588593332209932;20.587563953151648
41.58349609375;41.350988070076106;20.589157980946528;20.58915161785493
41.52618408203125;41.34084454106252;20.58624742108243;20.585922311319706
41.5692138671875;41.34998478994525;20.589242815783198;20.58843960992509
41.57501220703125;41.34378759831653;20.586707528757383;20.586803966945276
41.5982666015625;41.34068895368452;20.589813457676847;20.589185889939543
41.59942626953125;41.35390445889183;20.588478577438828;20.588215988283515
41.56256103515625;41.53024463355067;20.587579789790535;20.586060261929553
41.5816650390625;41.350782509595135;20.58895240147656;20.589708542584265
41.56048583984375;41.348730474176854;20.588577116283755;20.588090032546457
41.581787109375;41.36241180864883;20.594301439813016;20.592871016037485
41.55712890625;41.34603074061172;20.587707462665456;20.587775587873907
41.55462646484375;41.3487039539426;20.58894298375555;20.588405338750356
41.629638671875;41.34121810856285;20.58660131540313;20.585396232902525
41.57269287109375;41.35148077869412;20.589245409598256;20.58961943607548
41.6048583984375;41.34707601205348;20.588757877819504;20.58767276945654
39.62579345703125;35.697982350512724;14.935445452321172;20.58849187511832
34.34686279296875;21.074516903011165;0.0;20.71100961740843
26.8543701171875;15.198232860124763;0.0;13.249871372854576
13.81072998046875;0;0;0
13.79107666015625;0;0;0
13.75665283203125;0;0;0
13.7598876953125;0;0;0
