TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_SW_CPU_CLOCK;PERF_COUNT_HW_BRANCH_MISSES
1701765112.737821;#SYSTEM;30493682;32191261;33060232;266358
1701765112.737821;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1701765112.737821;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1701765112.737821;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765113.877752;#SYSTEM;240401432;270505522;6052502089;1080010
1701765113.877752;/sys/fs/cgroup/custom.slice/pg1;57388742;64884659;32278044;12625
1701765113.877752;/sys/fs/cgroup/custom.slice/pg2;82993925;130304591;48567047;516670
1701765113.877752;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765114.733720;#SYSTEM;6706241418;11581291649;3871581905;40054817
1701765114.733720;/sys/fs/cgroup/custom.slice/pg1;1405512268;1732125681;518480960;21611
1701765114.733720;/sys/fs/cgroup/custom.slice/pg2;5243485345;9792886877;1462828095;39454065
1701765114.733720;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765115.729750;#SYSTEM;6689739552;11637367993;3993969531;41145571
1701765115.729750;/sys/fs/cgroup/custom.slice/pg1;1235792786;1522325102;501689712;19580
1701765115.729750;/sys/fs/cgroup/custom.slice/pg2;5382904930;10053307145;1499937597;40518956
1701765115.729750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765116.729732;#SYSTEM;6690209469;11635117880;3996660597;41135157
1701765116.729732;/sys/fs/cgroup/custom.slice/pg1;1222067036;1508674884;496692446;18738
1701765116.729732;/sys/fs/cgroup/custom.slice/pg2;5382593494;10053458175;1499858966;40499213
1701765116.729732;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765117.729779;#SYSTEM;6741112852;11695493541;3993565252;41115677
1701765117.729779;/sys/fs/cgroup/custom.slice/pg1;1289297856;1589511670;500615348;19127
1701765117.729779;/sys/fs/cgroup/custom.slice/pg2;5382940053;10053776620;1499937811;40520136
1701765117.729779;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765118.729782;#SYSTEM;6697392417;11646244105;3996027654;41112389
1701765118.729782;/sys/fs/cgroup/custom.slice/pg1;1241149093;1530580216;497881909;19557
1701765118.729782;/sys/fs/cgroup/custom.slice/pg2;5382868402;10053527764;1499916597;40519377
1701765118.729782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765119.725778;#SYSTEM;6742103882;11705611323;3993776386;41161678
1701765119.725778;/sys/fs/cgroup/custom.slice/pg1;1308691807;1614594454;502426396;20260
1701765119.725778;/sys/fs/cgroup/custom.slice/pg2;5379160362;10046804511;1498889380;40490040
1701765119.725778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765120.725782;#SYSTEM;6709605724;11663338619;4000785914;41192927
1701765120.725782;/sys/fs/cgroup/custom.slice/pg1;1221698815;1506250478;496060728;18773
1701765120.725782;/sys/fs/cgroup/custom.slice/pg2;5373620117;10036448279;1497347286;40435785
1701765120.725782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765121.725776;#SYSTEM;6734679352;11696410509;3995955046;41179176
1701765121.725776;/sys/fs/cgroup/custom.slice/pg1;1264760359;1561270502;501073273;20040
1701765121.725776;/sys/fs/cgroup/custom.slice/pg2;5373852931;10037294854;1497394957;40436243
1701765121.725776;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765122.725775;#SYSTEM;6769864243;11737739200;3999339750;41180294
1701765122.725775;/sys/fs/cgroup/custom.slice/pg1;1319253634;1628725068;497448256;20063
1701765122.725775;/sys/fs/cgroup/custom.slice/pg2;5372902733;10035778402;1497130089;40422545
1701765122.725775;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765123.725774;#SYSTEM;6684194939;11636267649;4001514275;41171369
1701765123.725774;/sys/fs/cgroup/custom.slice/pg1;1211082834;1495627298;495627731;18787
1701765123.725774;/sys/fs/cgroup/custom.slice/pg2;5373882535;10037334098;1497410840;40439665
1701765123.725774;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765124.721779;#SYSTEM;6788715085;11759850033;3993279370;41146511
1701765124.721779;/sys/fs/cgroup/custom.slice/pg1;1342721732;1658475128;501493446;21516
1701765124.721779;/sys/fs/cgroup/custom.slice/pg2;5380820867;10050215320;1499336194;40483203
1701765124.721779;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765125.721773;#SYSTEM;6689287180;11632308007;3992735780;41120415
1701765125.721773;/sys/fs/cgroup/custom.slice/pg1;1231870984;1524084849;501624712;19250
1701765125.721773;/sys/fs/cgroup/custom.slice/pg2;5382950374;10055241342;1499944549;40499053
1701765125.721773;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765126.721778;#SYSTEM;6706118014;11658021578;3998398483;41092898
1701765126.721778;/sys/fs/cgroup/custom.slice/pg1;1249289246;1542389931;496067567;19653
1701765126.721778;/sys/fs/cgroup/custom.slice/pg2;5383057182;10055457110;1499968794;40497576
1701765126.721778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765127.721777;#SYSTEM;6778639428;11745493133;3995683168;41088849
1701765127.721777;/sys/fs/cgroup/custom.slice/pg1;1333180211;1646692616;498393675;20292
1701765127.721777;/sys/fs/cgroup/custom.slice/pg2;5382892050;10055138555;1499932752;40499415
1701765127.721777;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701765128.721786;#SYSTEM;6682777115;11628840015;3996666822;41115854
1701765128.721786;/sys/fs/cgroup/custom.slice/pg1;1222521114;1508463164;498348465;19409
