TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699880770.27006;0.0615234;0;0;1647124;1165958;1030417;1266314;3292235;2994001;4019197;3189937
1699880771.102881;2.92175;0;0;798510;1419100;695676;1060063;3292235;2994001;4019197;3189937
1699880772.38883;8.21246;0;0;2790771;1162218;1619455;1172312;3292235;2994001;4019197;3189937
1699880773.22887;13.4286;0;0;2800000;1178560;2467075;1398590;3292235;2994001;4019197;3189937
1699880774.18882;18.7055;0;0;2800000;858326;2445352;1403935;3292235;2994001;4019197;3189937
1699880775.18891;23.9852;0;0;2800000;1401102;2452516;1626074;3292235;2994001;4019197;3189937
1699880776.18887;29.2769;0;0;2800000;887547;2383636;1221427;3292235;2994001;4019197;3189937
1699880777.18898;34.5746;0;0;2800000;1686630;2495861;1652807;3292235;2994001;4019197;3189937
1699880778.18882;39.8495;0;0;2800000;882937;2486992;1362759;3292235;2994001;4019197;3189937
1699880779.14885;45.1305;0;0;2799999;715284;2481125;1714388;3292235;2994001;4019197;3189937
1699880780.14887;50.4092;0;0;2800000;907580;2457503;1499260;3292235;2994001;4019197;3189937
1699880781.14887;55.6878;0;0;2800000;1026081;2507043;1681168;3292235;2994001;4019197;3189937
1699880782.14874;60.9688;0;0;2800000;898884;2497592;1311001;3292235;2994001;4019197;3189937
1699880783.10877;66.2481;0;0;2800000;756266;2508543;1663989;3292235;2994001;4019197;3189937
1699880784.10881;71.5356;0;0;2800000;842694;2494278;1425331;3292235;2994001;4019197;3189937
1699880785.10887;76.8112;0;0;2800000;868409;2492922;1391051;3292235;2994001;4019197;3189937
1699880786.10895;82.0848;0;0;2799999;917163;2453049;1234856;3292235;2994001;4019197;3189937
1699880787.10881;87.3625;0;0;2800000;840013;2484012;1708641;3292235;2994001;4019197;3189937
1699880788.6879;92.6423;0;0;2800000;1034635;2495455;891778;3292235;2994001;4019197;3189937
1699880789.6879;97.921;0;0;2799999;921113;2464875;1541377;3292235;2994001;4019197;3189937
1699880790.6880;103.192;0;0;2800000;877581;2461971;1119086;3292235;2994001;4019197;3189937
1699880791.6904;108.471;0;0;2800000;958941;2490334;1696922;3292235;2994001;4019197;3189937
1699880792.6895;113.748;0;0;2800000;953489;2455988;993599;3292235;2994001;4019197;3189937
1699880793.2883;119.019;0;0;2799999;813922;2529536;1478854;3292235;2994001;4019197;3189937
1699880794.2886;124.291;0;0;2800000;827495;2478638;1430576;3292235;2994001;4019197;3189937
1699880795.2886;129.555;0;0;2800000;854642;2492479;1768722;3292235;2994001;4019197;3189937
1699880796.2885;134.827;0;0;2800000;953332;2456073;1422276;3292235;2994001;4019197;3189937
1699880797.2880;140.107;0;0;2799999;930142;2468199;1379535;3292235;2994001;4019197;3189937
1699880797.998884;145.377;0;0;2800000;801555;2445556;1032817;3292235;2994001;4019197;3189937
1699880798.998905;150.645;0;0;2800000;769219;2497773;1770518;3292235;2994001;4019197;3189937
1699880799.998896;155.909;0;0;2799999;837185;2489441;1648610;3292235;2994001;4019197;3189937
1699880800.998885;161.175;0;0;2800000;992526;2461410;1823488;3292235;2994001;4019197;3189937
1699880801.994879;166.447;0;0;2800000;1499852;2471276;1208204;3292235;2994001;4019197;3189937
1699880802.994886;171.721;0;0;2800000;816721;2483172;1429040;3292235;2994001;4019197;3189937
1699880803.994887;176.99;0;0;2799999;882364;2481208;1239079;3292235;2994001;4019197;3189937
1699880804.994884;182.257;0;0;2800000;869390;2541109;1664357;3292235;2994001;4019197;3189937
1699880805.994896;187.527;0;0;2800000;1043438;2456509;1336410;3292235;2994001;4019197;3189937
1699880806.990878;192.799;0;0;2799999;674414;2518684;1378972;3292235;2994001;4019197;3189937
1699880807.990881;198.079;0;0;2800000;1144106;2533704;1538380;3292235;2994001;4019197;3189937
1699880808.990894;203.343;0;0;2800000;791709;2508280;1738237;3292235;2994001;4019197;3189937
1699880809.990888;208.608;0;0;2800000;848131;2467913;1571641;3292235;2994001;4019197;3189937
1699880810.990878;213.868;0;0;2800000;810177;2463311;1658727;3292235;2994001;4019197;3189937
1699880811.986885;219.125;0;0;2799999;816042;2502370;1536188;3292235;2994001;4019197;3189937
1699880812.986958;224.386;0;0;2800000;821396;2488537;1736197;3292235;2994001;4019197;3189937
1699880813.986888;229.655;0;0;2799999;807781;2476148;1517613;3292235;2994001;4019197;3189937
1699880814.986889;234.907;0;0;2800000;945419;2480136;1494810;3292235;2994001;4019197;3189937
1699880816.82981;239.622;0;0;791374;453619;668199;814050;3292235;2994001;4019197;3189937
1699880816.983001;242.434;0;0;816653;917021;1803028;976046;3292235;2994001;4019197;3189937
1699880817.982973;245.285;0;0;798766;957468;1809390;996745;3292235;2994001;4019197;3189937
1699880818.982979;248.131;0;0;800384;862775;1751460;1034967;3292235;2994001;4019197;3189937
