TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699880595.318989;0.0675049;0;0;1161102;1186740;1448658;1301513;3292235;2994001;4019197;3189937
1699880596.398899;2.96759;0;0;2045211;1169313;2800001;832862;3292235;2994001;4019197;3189937
1699880597.334876;8.27551;0;0;1229192;1478610;2799999;1452731;3292235;2994001;4019197;3189937
1699880598.318889;13.5126;0;0;2476304;1476516;2800000;1218578;3292235;2994001;4019197;3189937
1699880599.318880;18.8372;0;0;2319467;1764195;2800000;1210142;3292235;2994001;4019197;3189937
1699880600.318879;24.1503;0;0;2338959;1524513;2800000;1455202;3292235;2994001;4019197;3189937
1699880601.314887;29.4468;0;0;2418151;1629705;2800000;1460707;3292235;2994001;4019197;3189937
1699880602.314905;34.743;0;0;2432328;1864392;2800000;2154770;3292235;2994001;4019197;3189937
1699880603.314890;40.0316;0;0;2464391;1680911;2799999;1554014;3292235;2994001;4019197;3189937
1699880604.314892;45.3165;0;0;2409515;1888775;2800000;1253021;3292235;2994001;4019197;3189937
1699880605.310884;50.6053;0;0;2414834;1149101;2800000;1637019;3292235;2994001;4019197;3189937
1699880606.310879;55.8983;0;0;2458194;1793445;2800000;1255400;3292235;2994001;4019197;3189937
1699880607.310900;61.1937;0;0;2446983;1632865;2799999;1371177;3292235;2994001;4019197;3189937
1699880608.310893;66.4794;0;0;2466451;1779538;2800000;1196120;3292235;2994001;4019197;3189937
1699880609.310879;71.7575;0;0;2410250;1701626;2800000;1399176;3292235;2994001;4019197;3189937
1699880610.306880;77.0363;0;0;2435214;1659306;2799999;1377482;3292235;2994001;4019197;3189937
1699880611.306880;82.3171;0;0;2461041;1626369;2800000;1449980;3292235;2994001;4019197;3189937
1699880612.306894;87.6047;0;0;2441006;1841074;2800000;1218922;3292235;2994001;4019197;3189937
1699880613.306880;92.8792;0;0;2435080;1685788;2799999;1497801;3292235;2994001;4019197;3189937
1699880614.306874;98.155;0;0;2454395;1792802;2800000;1401314;3292235;2994001;4019197;3189937
1699880615.302874;103.429;0;0;2456515;1482320;2800000;1613907;3292235;2994001;4019197;3189937
1699880616.302876;108.701;0;0;2450790;1613487;2799999;1284400;3292235;2994001;4019197;3189937
1699880617.302881;113.973;0;0;2406848;1610028;2800000;1648378;3292235;2994001;4019197;3189937
1699880618.302878;119.245;0;0;2445349;1718914;2800000;1323149;3292235;2994001;4019197;3189937
1699880619.302884;124.525;0;0;2452527;1647229;2799999;1425860;3292235;2994001;4019197;3189937
1699880620.298879;129.801;0;0;2440991;1846189;2800000;1344512;3292235;2994001;4019197;3189937
1699880621.298889;135.081;0;0;2423751;1622549;2800000;1480920;3292235;2994001;4019197;3189937
1699880622.298882;140.353;0;0;2467608;1793203;2800000;1387960;3292235;2994001;4019197;3189937
1699880623.298882;145.622;0;0;2441559;1699841;2800000;1622105;3292235;2994001;4019197;3189937
1699880624.298882;150.902;0;0;2457943;1858939;2800000;1291445;3292235;2994001;4019197;3189937
1699880625.294879;156.176;0;0;2413017;1564874;2800000;1547143;3292235;2994001;4019197;3189937
1699880626.294884;161.449;0;0;2470775;1688201;2800000;1346436;3292235;2994001;4019197;3189937
1699880627.294963;166.721;0;0;2445012;1605781;2799999;1538996;3292235;2994001;4019197;3189937
1699880628.294878;171.995;0;0;2447131;1639994;2800000;1317014;3292235;2994001;4019197;3189937
1699880629.290881;177.273;0;0;2435078;1562316;2800000;1517586;3292235;2994001;4019197;3189937
1699880630.290885;182.55;0;0;2408848;1642922;2800000;1175378;3292235;2994001;4019197;3189937
1699880631.290890;187.82;0;0;2445669;1674043;2800000;1537421;3292235;2994001;4019197;3189937
1699880632.290902;193.093;0;0;2443586;1924524;2799999;1268266;3292235;2994001;4019197;3189937
1699880633.290889;198.369;0;0;2378505;1796804;2800000;1209141;3292235;2994001;4019197;3189937
1699880634.286910;203.662;0;0;2348717;1449686;2800000;1361968;3292235;2994001;4019197;3189937
1699880635.382973;208.021;0;0;434043;998895;620693;503941;3292235;2994001;4019197;3189937
1699880636.286984;210.85;0;0;1919810;1024252;796772;895479;3292235;2994001;4019197;3189937
1699880637.286972;213.71;0;0;1737331;1018517;821540;860824;3292235;2994001;4019197;3189937
1699880638.286977;216.568;0;0;1867959;1004667;845239;881018;3292235;2994001;4019197;3189937
