TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11;FREQ12;FREQ13;FREQ14;FREQ15;FREQ16;FREQ17;FREQ18;FREQ19;FREQ20;FREQ21;FREQ22;FREQ23;FREQ24;FREQ25;FREQ26;FREQ27;FREQ28;FREQ29;FREQ30;FREQ31;FREQ32;FREQ33;FREQ34;FREQ35;FREQ36;FREQ37;FREQ38;FREQ39;FREQ40;FREQ41;FREQ42;FREQ43;FREQ44;FREQ45;FREQ46;FREQ47;FREQ48;FREQ49;FREQ50;FREQ51;FREQ52;FREQ53;FREQ54;FREQ55;FREQ56;FREQ57;FREQ58;FREQ59;FREQ60;FREQ61;FREQ62;FREQ63
1684145957.880371;11.3302;1.21959;0;1000107;1000388;1000096;1000348;1000174;1000119;999837;1000259;1000252;1102279;1000407;1000120;1000874;1000592;1000377;1000135;1284636;1000406;1000253;1000340;1000171;1000108;1000477;1000182;1000341;1000258;1000271;1000460;1000049;1000229;1000307;1000054;1000453;1000116;1000208;1000072;1000677;1000296;1000428;1000075;1000639;1000343;1000518;1000311;1000073;1000018;999960;1000125;1000291;1000283;999923;1000434;1000074;1000433;1000245;1000194;1000064;1000327;1000158;1000279;1000022;1142226;1000232;1000113
1684145959.168372;53.2465;5.86069;0;1000168;1000356;1000502;1000267;1000410;1001383;1000167;1000206;1000303;1000709;1000394;1000378;1000126;1000064;1000304;1000082;1000533;1000422;1000490;1000102;1000510;1000380;999984;1000162;1000787;1000042;1000081;1000127;1000307;1000312;1000197;1000225;1000406;1000430;1000558;1000086;1000336;1000335;1000194;1000310;1000428;1000455;1000040;1000124;1000447;1000331;1000304;1000041;1000068;2118192;1000509;1000239;1000103;1000184;1000436;1000434;1000404;1000461;1000200;1000264;1000456;1000353;1000100;1000303
1684145960.452354;99.2524;10.7878;0;1000147;1000291;1000016;1000139;1000284;1000245;1000068;1000250;1000357;1000440;1000100;1000309;1000320;1000415;1000301;1000089;1000148;1000507;1000232;1000136;1000740;1000380;1000532;1000188;1000371;1000452;1000077;1000255;1000332;1000041;1000349;1000014;1000551;1000081;1000346;999898;1000484;2110975;1000244;1000098;1000297;1000141;1000150;1000301;1000127;3338637;1116219;3455683;1000090;1000251;1000336;1000463;1000115;3340362;1000040;1000230;999990;1000497;1000243;1000055;1000276;3339062;1000387;1000092
1684145961.740411;178.044;19.5029;0;1000218;1000097;1000209;1000106;1000234;1330815;1000133;999983;1000197;1000295;1000278;1000137;1000323;1000117;1000430;1000194;1000357;1000337;1000533;1000208;1000272;1000137;1000134;1000415;1000077;1000532;1000246;1000293;1000648;1000349;1000336;1000507;1000438;1000274;1000266;1000270;1000391;1000191;1000107;1000298;1000285;1000099;1000233;1000203;1000242;1000249;1000304;1000497;1000344;1000119;999967;1000239;1000160;1000329;1000220;1000271;1000325;1000434;1000171;1000395;1000194;1000207;1000066;1000174
1684145963.24378;227.573;24.4509;0;1000502;1000453;1000083;1000345;1000045;1000370;1000189;1000424;1000308;1000207;1000389;1000219;1000350;1000288;1000296;1000419;1000396;1000214;1000066;1000266;1000559;1000054;1000182;1000373;1000200;1000045;1000028;1000185;1000386;1000188;1000117;1000253;1000379;1000058;1000352;1000284;1000199;1000626;1000186;1000558;1000382;1000024;1000085;1000219;1000131;1000147;1000119;1000488;1000269;1000222;1000251;1000276;1000174;1000040;1000423;1000175;1000207;1000208;1000016;1000194;1000148;1000115;1000111;1000368
1684145964.308375;264.502;28.0433;0;1000075;1000044;1000388;1000273;1000007;1000273;1000173;1000567;1000294;1000193;1000157;1000031;1000414;1000298;1000239;1000488;1000398;999959;1000288;1000135;1000952;1000452;1000205;1000069;1000136;1000038;1000015;999819;1000664;1000305;1000165;1000190;1000106;1000230;1000052;1000181;1000687;1000244;1000019;1000309;1000310;1000574;1000323;1000125;1000227;1000140;1000327;1000560;1000143;1000382;1000182;1000155;1000088;1000881;1000086;1000187;1000272;1000269;1000287;1000208;1000264;1000284;1000109;1000099
1684145965.592355;301.787;31.7048;0;1000170;1000298;1000043;1000490;1000131;1000200;1000311;999967;1000064;1000107;1000436;1000364;1000333;1000557;1000285;3241805;1001011;1000396;1000224;1000965;1000771;3424974;1000102;1000053;1000538;1000066;1000323;1000122;1000508;3385679;1000083;1000347;1001460;1000397;1000374;1000332;1000243;3294139;1000262;1000160;1000127;3272068;1000596;1000131;1000330;3279502;1000051;3224790;1000386;1000516;1000483;1668157;1000120;3097659;1000432;1370753;999990;1000144;1000269;1963067;1000194;3292115;1000364;1000208
1684145966.880374;439.311;48.5164;0;1000053;1000141;1000422;1000194;1000249;1993696;1000335;1486563;2393629;3293421;1000204;999988;1630446;3226602;1000170;3351349;1000189;1000408;1000214;1000096;1000425;3252444;1000090;1000210;1000220;1000015;1000243;1000125;1000300;3286707;1000193;1000361;3659782;1001184;1000251;1000107;1000316;1000132;1000073;1000366;1705931;3270348;1000142;999946;1000509;3293223;1000427;3281164;1000147;1000037;1000053;1000282;1000008;3098376;1546484;1000257;1000522;1000530;1000291;1000478;1000303;3400244;1000456;1000174
1684145968.164382;640.802;76.3351;0;3669198;1000142;1000338;1000365;1000188;1000416;1000236;1000178;1000213;3202826;1000352;1000292;1000412;3247551;1000007;3121377;1000266;1000162;1000136;1000193;1000338;3268750;1000173;1000099;1000023;1000016;1000123;1000116;1000381;3271530;1000582;1000357;3602024;1000872;1000330;1000119;999991;1000282;999976;1000497;1000207;3289751;1000179;1000291;1000038;3099086;1000141;3227732;1000323;1000394;1000181;999946;1000001;3400856;1000317;1000636;1000265;1000493;1000045;1000225;1000201;3234293;1000060;1000234
1684145969.452382;841.57;104.055;0;3655759;1000118;1000269;1000256;1000322;1000223;1000418;1000428;1000307;3399829;1000333;1000258;1000467;3208708;1000308;3400360;1000235;1000261;1000201;1000337;1000474;3233155;1000164;1000133;1000030;1000329;1000241;1000276;1000300;3264374;1000210;1000118;3699443;1001109;1000516;1000116;1000399;1000104;1000395;1000177;1000465;3270853;1000268;1000046;1000439;3289932;1000403;3224549;1000336;1000220;1000147;1000227;1000063;3101117;1000493;1000116;1000162;1000569;1000191;999879;1000442;3099630;1000234;1000382
