FULL;PG1;PG2
14.041277;0;0
48.715724;0;0
50.670296;16.672162;33.507778
50.61602;16.763505;33.52701
50.694332;16.68007;33.36014
50.58697;16.862322;33.39722
50.710844;16.685503;33.698172
50.62089;16.873628;33.747256
50.663856;16.616441;33.232882
50.59447;16.756368;33.18737
50.64747;16.827498;33.984944
50.604844;16.597087;33.194174
50.68093;16.731203;33.462406
50.596828;16.811204;33.295976
50.66912;16.618167;33.562184
50.573464;16.80344;33.60688
50.62225;16.656353;33.312706
50.598892;16.81189;33.62378
50.664584;16.779588;33.559176
50.56765;16.638387;33.276774
50.64916;16.77448;33.54896
50.597176;16.648103;33.296206
50.661504;16.778568;33.557136
50.629692;16.768033;33.536066
50.631556;16.713329;33.426658
50.585644;16.807488;33.614976
50.61226;16.706959;33.413918
50.676536;16.783548;33.567096
50.658324;16.777516;33.555032
50.586144;16.644473;33.288946
50.65174;16.883912;33.767824
46.64252;0;36.59644
42.39843;0;41.78984
42.390944;0;41.575736
37.183016;0;0
13.973597;0;0
13.677334;0;0
13.674597;0;0
