FULL;PG1;PG2
14.303045;0;0
85.4771;0.276324;0.276325
89.57127;29.792184;59.584368000000005
90.014;29.939439;59.878878
90.23665;30.013491000000002;60.026982000000004
90.22465;30.042156;60.084312
90.31781;30.105933999999998;60.113803
90.390344;30.064614;60.129228
90.39357;30.065685000000002;60.131370000000004
90.51006;30.104433;60.20886599999999
90.4529;30.085419;60.170837999999996
90.44721;30.116262000000003;60.232524
90.56949;30.091491;60.182981999999996
90.44436;30.018169999999998;60.133802
90.48331;30.128283000000003;60.158108
90.489384;30.097554;60.19510799999999
90.57409;30.093018;60.186035999999994
90.49299;30.098757;60.197514
90.4919;30.000567000000004;60.099174999999995
90.47573;30.060339;60.120678000000005
90.57564;30.159024000000002;60.318048
88.65531;20.932504;62.900121999999996
82.988456;25.902456;51.553432
84.60542;28.018678;56.174701999999996
84.57014;28.098222;56.196444
84.71037;28.14481;56.28962
84.86913;28.19756;56.256896
79.79188;0;58.23808
65.88762;0;65.407854
65.651124;0;65.330872
54.740784;0;0
14.505719;0;0
14.091527;0;0
14.128836;0;0
