TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_SW_CPU_CLOCK;PERF_COUNT_HW_BRANCH_MISSES
1701767042.825836;#SYSTEM;33744221;33671314;31560964;278072
1701767042.825836;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1701767042.825836;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1701767042.825836;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701767043.821802;#SYSTEM;41786849;20621346;5995740747;180547
1701767043.821802;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1701767043.821802;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1701767043.821802;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701767044.825748;#SYSTEM;6822652476;9241148088;3967435038;106046121
1701767044.825748;/sys/fs/cgroup/custom.slice/pg1;1435564524;1477151784;537156112;20941112
1701767044.825748;/sys/fs/cgroup/custom.slice/pg2;5278675056;7679092564;1489841669;84307131
1701767044.825748;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701767045.821741;#SYSTEM;6767177451;9271750867;3992116921;105668938
1701767045.821741;/sys/fs/cgroup/custom.slice/pg1;1299674909;1337554644;501264398;19026155
1701767045.821741;/sys/fs/cgroup/custom.slice/pg2;5372469561;7831997174;1496889768;86075277
1701767045.821741;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701767046.825743;#SYSTEM;6735941615;9227564838;3999923136;105554926
1701767046.825743;/sys/fs/cgroup/custom.slice/pg1;1249168866;1284853032;495991611;18276980
1701767046.825743;/sys/fs/cgroup/custom.slice/pg2;5376368348;7837901815;1497998217;86136426
1701767046.825743;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701767047.817745;#SYSTEM;6731202367;9223497854;3993474132;105486073
1701767047.817745;/sys/fs/cgroup/custom.slice/pg1;1297893203;1335818239;501836341;19001775
1701767047.817745;/sys/fs/cgroup/custom.slice/pg2;5378512811;7840454595;1498584826;86172671
1701767047.817745;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701767048.821738;#SYSTEM;6717685025;9209992320;3996716875;105315607
1701767048.821738;/sys/fs/cgroup/custom.slice/pg1;1269560919;1307586328;498200198;18599993
1701767048.821738;/sys/fs/cgroup/custom.slice/pg2;5379789246;7842149377;1498951904;86193098
