TIMESTAMP;CPU;RAM;GPU
1700016962.189720;2.93579;0;0
1700016963.188506;36.7747;0;0
1700016964.186491;247.637;0;0
1700016965.185464;464.693;0;0
1700016966.184572;682.054;0;0
1700016967.183629;899.345;0;0
1700016968.182697;1116.74;0;0
1700016969.181769;1334.57;0;0
1700016970.180814;1552.44;0;0
1700016971.179894;1770.69;0;0
1700016972.178927;1989.2;0;0
1700016973.178014;2207.56;0;0
1700016974.177054;2426.08;0;0
1700016975.176131;2644.9;0;0
1700016976.175178;2863.81;0;0
1700016977.174305;3082.52;0;0
1700016978.173313;3301.51;0;0
1700016979.172412;3520.55;0;0
1700016980.171477;3739.45;0;0
1700016981.170521;3958.42;0;0
1700016982.169584;4177.51;0;0
1700016983.168652;4396.57;0;0
1700016984.167706;4615.41;0;0
1700016985.166789;4834.47;0;0
1700016986.165853;5053.56;0;0
1700016987.164911;5272.44;0;0
1700016988.163943;5491.5;0;0
1700016989.163024;5710.53;0;0
1700016990.162076;5929.34;0;0
1700016991.161139;6148.04;0;0
1700016992.160212;6366.77;0;0
1700016993.159266;6585.26;0;0
1700016994.158331;6803.88;0;0
1700016995.157389;7022.49;0;0
1700016996.156446;7241.22;0;0
1700016997.155523;7460.16;0;0
1700016998.154591;7679.33;0;0
1700016999.153667;7898.49;0;0
1700017000.152711;8118.04;0;0
1700017001.151783;8337.64;0;0
1700017002.150873;8557.32;0;0
1700017003.149936;8777.3;0;0
1700017004.148961;8997.19;0;0
1700017005.148034;9217.38;0;0
1700017006.147144;9437.45;0;0
1700017007.146172;9657.67;0;0
1700017008.145225;9878.03;0;0
1700017009.144352;10098.3;0;0
1700017010.143387;10318.6;0;0
1700017011.142429;10539;0;0
1700017012.141503;10759.4;0;0
1700017013.140600;10979.4;0;0
1700017014.139629;11199.9;0;0
1700017015.138705;11420.4;0;0
1700017016.137760;11640.7;0;0
1700017017.136817;11861.2;0;0
1700017018.135880;12081.8;0;0
1700017019.134930;12302.2;0;0
1700017020.134004;12522.7;0;0
1700017021.133083;12743.2;0;0
1700017022.132121;12963.7;0;0
1700017023.131189;13184.1;0;0
1700017024.130240;13404.6;0;0
1700017025.129329;13625;0;0
1700017026.128369;13845.2;0;0
1700017027.127442;14065.4;0;0
1700017028.126482;14285.2;0;0
1700017029.125521;14505.2;0;0
1700017030.124627;14725.2;0;0
1700017031.123635;14944.9;0;0
1700017032.122749;15164.2;0;0
1700017033.121779;15383.1;0;0
1700017034.120870;15602;0;0
1700017035.119894;15820.5;0;0
1700017036.118969;16038.7;0;0
1700017037.118065;16257;0;0
1700017038.117112;16475.2;0;0
1700017039.116154;16693.5;0;0
1700017040.115247;16911.7;0;0
1700017041.114309;17129.6;0;0
1700017042.113366;17347.6;0;0
1700017043.112497;17565.7;0;0
1700017044.111524;17783.7;0;0
1700017045.110594;18002;0;0
1700017046.109692;18220.3;0;0
1700017047.109617;18433.8;0;0
1700017048.109197;18616;0;0
1700017049.108881;18767.9;0;0
1700017050.108056;18907.1;0;0
1700017051.107461;19038.3;0;0
1700017052.106610;19161.9;0;0
1700017053.106290;19227.1;0;0
1700017054.105347;19255.9;0;0
1700017055.104472;19284;0;0
1700017056.103604;19311.7;0;0
