TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_MISSES;MEMORY_ANON;MEMORY_FILE
1699999303.836727;#SYSTEM;114415906;89096919;17993332;161398;147132416;1342697472
1699999303.836727;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0;0;0
1699999304.836694;#SYSTEM;117297492;65393477;12923746;398290;152084480;1355407360
1699999304.836694;/sys/fs/cgroup/custom.slice/pg1;66876280;32240556;6306788;87065;3751936;13062144
1699999305.833786;#SYSTEM;36679786205;73086546143;6995412578;244166673;161009664;1398071296
1699999305.833786;/sys/fs/cgroup/custom.slice/pg1;36185198002;72765933901;6927994079;242705076;11161600;55398400
1699999306.832293;#SYSTEM;36629630014;78964803631;7503567260;262776018;161308672;1398071296
1699999306.832293;/sys/fs/cgroup/custom.slice/pg1;36419708579;78680130740;7447861502;262335742;11161600;55398400
1699999307.831328;#SYSTEM;36620500529;78954617355;7502038180;262699689;161382400;1398075392
1699999307.831328;/sys/fs/cgroup/custom.slice/pg1;36426463568;78690420318;7448798874;262317119;11161600;55398400
1699999308.830528;#SYSTEM;36465957503;78597668717;7468258253;261441883;163647488;1398075392
1699999308.830528;/sys/fs/cgroup/custom.slice/pg1;36270959706;78355428192;7417110809;261145433;11161600;55398400
1699999309.829473;#SYSTEM;36443582313;78551100176;7464007424;261295011;163848192;1398079488
1699999309.829473;/sys/fs/cgroup/custom.slice/pg1;36223726739;78253358354;7407459791;260816796;11161600;55398400
1699999310.828546;#SYSTEM;36439513390;78530549446;7462567721;261206702;164179968;1398091776
1699999310.828546;/sys/fs/cgroup/custom.slice/pg1;36246381786;78302134791;7412050679;260971436;11161600;55398400
1699999311.827610;#SYSTEM;36429854255;78515459524;7460576756;261173756;164179968;1398091776
1699999311.827610;/sys/fs/cgroup/custom.slice/pg1;36237993333;78280138920;7409970592;260905922;11161600;55398400
1699999312.826662;#SYSTEM;36415418770;78488256649;7458024311;261012763;164179968;1398095872
1699999312.826662;/sys/fs/cgroup/custom.slice/pg1;36233479763;78268771762;7408877914;260832043;11161600;55398400
1699999313.825764;#SYSTEM;36437639074;78516033039;7461820518;261128541;164179968;1398095872
1699999313.825764;/sys/fs/cgroup/custom.slice/pg1;36204200984;78199931957;7402385028;260611676;11161600;55398400
1699999314.824811;#SYSTEM;36410393509;78484641922;7457318529;260992036;164179968;1398099968
1699999314.824811;/sys/fs/cgroup/custom.slice/pg1;36219622117;78244668045;7406608941;260738213;11161600;55398400
1699999315.823897;#SYSTEM;36422176804;78505549750;7459332443;261102473;164179968;1398112256
1699999315.823897;/sys/fs/cgroup/custom.slice/pg1;36227778495;78254603878;7407562975;260822802;11161600;55398400
1699999316.822932;#SYSTEM;36412430405;78478374679;7456659973;261036060;164454400;1398112256
1699999316.822932;/sys/fs/cgroup/custom.slice/pg1;36205415055;78205312772;7402874839;260635113;11161600;55398400
1699999317.822023;#SYSTEM;36413955476;78475757869;7456534524;260993513;164454400;1398116352
1699999317.822023;/sys/fs/cgroup/custom.slice/pg1;36198071534;78192729002;7401707728;260560759;11161600;55398400
1699999318.821050;#SYSTEM;36395280385;78435221613;7452617026;260865762;164454400;1398116352
1699999318.821050;/sys/fs/cgroup/custom.slice/pg1;36199946369;78193286143;7401770960;260590032;11161600;55398400
1699999319.820209;#SYSTEM;36410541116;78476131459;7456270250;261001561;164454400;1398120448
1699999319.820209;/sys/fs/cgroup/custom.slice/pg1;36211463448;78225381864;7404808472;260652417;11161600;55398400
1699999320.819164;#SYSTEM;36394795821;78462677947;7437807915;261366209;164454400;1398120448
1699999320.819164;/sys/fs/cgroup/custom.slice/pg1;36269799642;78349843077;7416574940;261136045;11161600;55398400
1699999321.818476;#SYSTEM;36402679872;78517797136;7451751422;261317452;164454400;1398128640
1699999321.818476;/sys/fs/cgroup/custom.slice/pg1;36248415646;78298996424;7411749849;260950267;11161600;55398400
1699999322.817523;#SYSTEM;36407923110;78471314478;7456122322;260991331;164454400;1398132736
1699999322.817523;/sys/fs/cgroup/custom.slice/pg1;36196659329;78190144697;7401455906;260583255;11161600;55398400
1699999323.816762;#SYSTEM;36404756807;78443970968;7454625591;260904749;164454400;1398136832
1699999323.816762;/sys/fs/cgroup/custom.slice/pg1;36192007203;78174906631;7400031707;260534378;11161600;55398400
1699999324.815793;#SYSTEM;36410869738;78477606407;7456555292;261008934;164454400;1398136832
1699999324.815793;/sys/fs/cgroup/custom.slice/pg1;36191277353;78175830836;7400091943;260561928;11161600;55398400
1699999325.815034;#SYSTEM;36388004927;78417690018;7451133443;260809608;164454400;1398140928
