TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699881772.514983;0.0585327;0;0;1136375;1266406;1249155;1250619;3292235;2994001;4019197;3189937
1699881773.610777;2.92645;0;0;2594646;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881774.526777;12.9481;0;0;2800000;2799999;2799999;2800000;3292235;2994001;4019197;3189937
1699881775.514778;22.8024;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881776.510777;32.7656;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881777.510780;42.7324;0;0;2799999;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881778.510781;52.6931;0;0;2800000;2799999;2800000;2800000;3292235;2994001;4019197;3189937
1699881779.510787;62.6558;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881780.506784;72.61;0;0;2800000;2800000;2800000;2799999;3292235;2994001;4019197;3189937
1699881781.506777;82.5654;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881782.506777;92.5283;0;0;2800000;2800000;2799999;2800000;3292235;2994001;4019197;3189937
1699881783.506776;102.483;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881784.502776;112.445;0;0;2800000;2800000;2799999;2800000;3292235;2994001;4019197;3189937
1699881785.502780;122.408;0;0;2799999;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881786.502777;132.377;0;0;2800000;2799999;2799999;2800000;3292235;2994001;4019197;3189937
1699881787.502776;142.346;0;0;2799999;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881788.498777;152.323;0;0;2800000;2800000;2799999;2799999;3292235;2994001;4019197;3189937
1699881789.498776;162.296;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881790.498777;172.256;0;0;2800000;2799999;2799999;2800000;3292235;2994001;4019197;3189937
1699881791.498776;182.233;0;0;2800000;2800000;2800000;2799999;3292235;2994001;4019197;3189937
1699881792.498776;192.208;0;0;2799999;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881793.494776;202.18;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881794.494777;212.156;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881795.494777;222.127;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881796.494777;232.098;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881797.490778;242.069;0;0;2800000;2799999;2800000;2800000;3292235;2994001;4019197;3189937
1699881798.490776;252.047;0;0;2799999;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881799.490776;262.022;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881800.490783;271.999;0;0;2800000;2800000;2800000;2800000;3292235;2994001;4019197;3189937
1699881801.486776;281.982;0;0;2800000;2800000;2800000;2799999;3292235;2994001;4019197;3189937
