FULL;PG1;PG2
15.04643;0;0
83.15123;41.643;41.508233000000004
84.48608;42.243036;42.035962999999995
84.61055;42.37440000000001;42.305274000000004
84.73941;42.197328;42.059428
84.78523;42.704576;42.288621
84.811496;42.37113;42.232662
85.00276;42.328464000000004;42.190136
85.05658;42.562886999999996;42.493677999999996
84.89003;42.30675599999999;42.168499
84.85368;42.704134;42.496159999999996
85.01255;42.47157;42.332774
84.97867;42.350934;42.074130000000004
84.96751;42.587458000000005;42.518323
85.02757;42.3753;42.236818
85.15692;42.543696;42.404665
85.270104;42.809356;42.809355
85.25475;42.351017;42.212841
85.35874;42.922452;42.783545
85.29859;42.475781999999995;42.336971999999996
85.217784;42.608892;42.469647
85.5842;42.931940000000004;42.582331
85.433896;42.543721999999995;42.61301
85.501944;42.99446400000001;42.577043
85.32251;42.487692;42.348844
85.41178;42.705888;42.566326
85.384744;42.762129;42.69237
85.66294;42.657216;42.517813
85.43087;42.85389300000001;42.71543200000001
85.43441;42.717197999999996;42.5776
85.362696;42.542316;42.403289
85.63663;43.098172;42.818315
85.40666;42.703326;42.563773
85.50786;42.57999;42.440839
85.557;42.77849400000001;42.778495
85.5132;42.7566;42.616872
85.54856;42.600258000000004;42.461042000000006
85.61486;42.807426;42.807427000000004
85.661064;43.07448;42.65628
84.0736;29.541324000000003;14.662320000000001
71.28485;51.76337900000001;0
58.91022;58.626313;0
25.104792;0;0
14.272159;0;0
14.311259;0;0
14.162142;0;0
