TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1683641478.314006;#SYSTEM;55181;103453301;127895440;57507287
1683641478.314006;/sys/fs/cgroup/anon.slice/anon_service.service;14;0;0;2217
1683641478.314006;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu0;0;0;0;0
1683641478.314006;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu1;0;0;0;0
1683641478.314006;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu2;0;0;0;0
1683641478.314006;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu3;0;0;0;0
1683641478.314006;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu4;0;0;0;0
1683641478.314006;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu5;0;0;0;0
1683641479.210778;#SYSTEM;492355;375936647;351889722;11986508040
1683641479.210778;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;8355
1683641479.210778;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu0;0;0;0;0
1683641479.210778;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu1;0;0;0;0
1683641479.210778;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu2;0;0;0;0
1683641479.210778;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu3;0;0;0;21022
1683641479.210778;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu4;0;0;0;0
1683641479.210778;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu5;0;0;0;0
1683641480.208801;#SYSTEM;2508330;896716756;966757996;11856747944
1683641480.208801;/sys/fs/cgroup/anon.slice/anon_service.service;235;5307;26582;21272
1683641480.208801;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu0;19012;1531703;4676357;3452080
1683641480.208801;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu1;193;45442;265592;206783
1683641480.208801;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu2;55933;27421354;36623304;15027401
1683641480.208801;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu3;1309;19678801;7635518;3468513
1683641480.208801;/sys/fs/cgroup/machine.slice/machine-qemu\x2d80\x2dsmall0.scope/libvirt/vcpu4;20655;3676043;7803115;4915990
