TIMESTAMP;CPU;RAM;GPU
1700520248.404292;0.639526;0;0
1700520249.418196;16.6884;0;0
1700520250.402044;101.894;0;0
1700520251.401111;190.241;0;0
1700520252.400184;278.731;0;0
1700520253.399232;367.297;0;0
1700520254.398278;455.116;0;0
1700520255.397355;543.313;0;0
1700520256.396469;630.715;0;0
1700520257.395496;718.269;0;0
1700520258.394557;805.805;0;0
1700520259.393620;893.438;0;0
1700520260.392671;981.138;0;0
1700520261.391726;1068.92;0;0
1700520262.390804;1157.13;0;0
1700520263.389872;1245.46;0;0
1700520264.388931;1333.56;0;0
1700520265.387997;1421.61;0;0
1700520266.387050;1510.06;0;0
1700520267.386104;1598.51;0;0
1700520268.385184;1687.03;0;0
1700520269.384239;1775.38;0;0
1700520270.383528;1847.86;0;0
1700520271.382970;1910.38;0;0
1700520272.382096;1972.82;0;0
1700520273.381251;2035.08;0;0
1700520274.380423;2097.35;0;0
1700520275.379549;2159.48;0;0
1700520276.378718;2221.47;0;0
1700520277.377874;2283.48;0;0
1700520278.377013;2345.59;0;0
1700520279.376154;2407.55;0;0
1700520280.390789;2462.66;0;0
1700520281.375081;2476.58;0;0
1700520282.374332;2490.61;0;0
1700520283.373584;2504.64;0;0
