FULL;PG1;PG2
35.650404;0;0
269.2751;0.6172869999999999;8.024734
278.08755;30.728672000000003;245.13415599999982
248.8686;27.590064;220.59651199999985
249.32576;27.675156;222.14923200000007
249.11606;27.509748;220.5874239999998
249.24826;27.673472;220.0789090000001
249.36982;27.714707;221.90533900000005
249.29678;27.588423;221.3329739999998
249.29288;27.55375;220.0559660000001
249.30131;27.714044;222.08771200000012
249.227;27.539582;219.69358600000012
249.32648;27.716842;221.98499999999993
249.20976;27.641334;220.69291299999995
249.27346;27.482398;206.83464199999995
249.28624;27.712372;207.87406800000008
249.33629;27.655366;207.03983099999996
249.37642;27.562982;213.20777700000002
249.13885;27.695984999999997;207.87618500000002
249.29338;27.588046;214.38601799999995
249.32578;27.612828;206.81571600000004
249.17573;27.637556;214.4724350000001
249.32421;27.543436;206.01492600000012
249.2545;27.708840000000002;208.03521800000004
249.27184;27.655155999999998;207.03826200000006
249.31886;27.487402;206.80998000000005
249.23533;27.706709000000004;214.7739020000001
249.17754;14.13591;212.87395200000017
249.42437;14.711;220.20114500000003
248.95019;15.216668;174.64896200000007
241.17562;25.00407;150.02442000000002
203.23099;36.55112;146.881344
192.27587;39.781216;139.23425600000002
183.20794;43.15476;128.665112
178.91203;44.570328;133.71098400000002
178.94373;22.367964;133.785752
169.9136;23.947554;143.685324
169.06011;23.795324;144.131676
168.99674;24.01294;144.07764
161.95362;29.700834;118.803336
150.93773;0;116.532792
136.7372;0;58.209412
118.83806;0;112.41438
118.82138;0;111.39504
118.383944;0;111.98481
61.72784;0;0
30.381504;0;0
28.746506;0;0
30.882412;0;0
