FULL;PG1;PG2
37.65545;0;0
148.87133;74.14144999999999;73.973328
149.93222;74.33116;74.2465
150.04042;74.59636;74.59636
150.07589;74.91024800000001;74.91024800000001
150.34851;74.707328;74.707328
150.59253;74.870856;74.870856
150.75968;74.65625900000002;74.65625900000002
150.87803;75.01279999999998;75.01279999999998
151.08718;75.15925600000001;75.15925600000001
151.00744;75.289824;75.289824
151.09192;75.161608;75.161608
151.13477;75.055053;75.14044
151.29259;75.17644;75.17644
151.30581;75.22548;75.22548
151.25726;75.201344;56.401008000000004
151.18131;74.867496;56.150622000000006
151.27605;75.168224;56.376168
151.33541;75.2402;65.835175
151.31035;75.526432;56.644824
151.29275;75.091092;46.985324999999996
151.33976;75.24236;56.43177000000001
151.28606;75.25818400000001;56.44363800000001
151.35352;75.206712;56.40503399999999
151.33979;75.242384;65.837086
151.39171;75.268192;65.859668
151.39934;75.22947999999998;56.42210999999999
151.27691;75.211112;65.809723
136.21618;108.87396;0
130.33906;128.729928;0
67.23128;0;0
32.629696;0;0
32.244742;0;0
