TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11;FREQ12;FREQ13;FREQ14;FREQ15;FREQ16;FREQ17;FREQ18;FREQ19;FREQ20;FREQ21;FREQ22;FREQ23;FREQ24;FREQ25;FREQ26;FREQ27;FREQ28;FREQ29;FREQ30;FREQ31;FREQ32;FREQ33;FREQ34;FREQ35;FREQ36;FREQ37;FREQ38;FREQ39;FREQ40;FREQ41;FREQ42;FREQ43;FREQ44;FREQ45;FREQ46;FREQ47;FREQ48;FREQ49;FREQ50;FREQ51;FREQ52;FREQ53;FREQ54;FREQ55;FREQ56;FREQ57;FREQ58;FREQ59;FREQ60;FREQ61;FREQ62;FREQ63
1684144061.896372;10.2367;1.15323;0;1000165;1000333;2220986;1000200;1320630;1000324;1000162;1000353;1000828;1000348;1000855;1000345;1001058;1000475;1000037;1000207;1000421;1000306;1000551;1000380;1000131;1000223;999955;1000298;1000198;1000208;1000090;1000262;1000408;1000282;1000229;1000332;1000438;1000372;1000202;999952;1000194;1000141;1000291;1000042;1000280;1000144;2842047;1000234;1112913;1000470;1000397;1000345;1000071;1000236;1000234;1000162;1000156;1000148;1000023;1000163;1000352;1000028;1000388;1000252;1152812;1000091;1000017;1000199
1684144063.184368;47.9224;5.37184;0;1000205;1000184;1000367;1000259;999955;1000238;3010560;1000175;1000144;1000354;1000477;1000464;1000092;1000255;1000137;1000493;1000674;1000097;1000371;1000602;1000135;1000393;1000186;1000255;1297290;1000278;1000284;1000182;1000578;1000329;1000419;1000323;1000122;1000308;1000440;1000352;1000238;1000220;1000098;1000320;1000500;1000106;1000391;1000193;1000322;1000158;1000422;1000373;1000088;1000376;1000010;1000400;1000065;1000051;1000168;1000246;1000253;1000422;1000041;1000106;1000054;1000126;1000025;1000208
1684144064.468348;91.2616;10.2939;0;1933146;1000313;1000113;1000333;1000446;1000173;999962;1000089;1000119;1000020;999953;1000117;1000330;1000418;1000015;1000585;1002572;1000163;1000211;1000179;1000128;1000418;1000380;1000156;1000341;1000178;1000450;1000190;1398186;1000389;1000855;1000357;1000438;1000296;2412967;1000311;1000448;1000156;1000020;1000262;1000227;1000384;1000303;1000295;2836851;1000297;1000362;1000258;1000055;1000285;2107288;1000063;1000369;1000039;2186618;1000063;1000299;1000347;1000132;1000332;3396781;999422;2626576;1000365
1684144065.752364;169.892;19.3601;0;2293278;1000255;2255141;1000316;1000147;1000203;1001258;1000433;1000566;1000566;1000407;1000403;1000373;1000387;1000088;1000359;1000069;1000328;1000347;1000276;1000294;1000240;999746;1000561;1000173;1000261;1000127;1000327;1000533;1000392;1000319;1000346;1000235;1000350;1557809;1000233;1000171;1000167;1000132;1000170;1000365;1000292;1000251;1000404;1000222;1000514;1000299;1000175;1000076;1000291;999931;1000255;1000443;1000300;1000292;1000222;1000044;1000280;999959;1000039;1000245;1000075;1000266;1000210
1684144067.44375;214.33;23.9048;0;1000093;1000033;1000311;1000394;1000191;1000327;1000494;1000313;1000089;1000301;1000257;1000266;1000318;1000089;1000045;1000121;999950;1000349;1000467;1000183;1000255;999941;1000870;1000487;1000349;999941;1000105;1000007;1000033;1000225;1000137;1000204;1000681;1000024;1000329;1000281;1000254;1000221;1000120;1000282;1000193;1000266;1000265;1000046;1000085;1000121;1000560;1000126;999938;1000390;1000008;1000142;1000434;1000445;1000437;1000306;1000025;1000423;1000043;1000097;1000218;1000276;1000626;1000337
1684144068.328369;250.035;27.6635;0;1000560;1000592;1000795;2680356;1000061;1000459;1000536;1000311;1000381;1000294;1000009;1000136;1000916;1000016;1000102;1718434;1000018;1000185;1000813;1000215;1000282;1000320;1000370;1000189;1000055;1000447;1000165;1000110;999714;1000284;1000409;1000342;1000072;1000429;1000063;1000369;1000205;1000350;1000080;1000344;1000094;1000254;1000136;1000249;1000126;1000404;1000111;1000130;1000064;1000382;1000208;1000289;1000233;1000162;1000357;1000220;1000324;1000427;1000159;1000309;1000031;1000164;1000524;1000328
1684144069.620346;288.242;31.9081;0;1102203;1000244;1000389;1000169;1000129;1000235;1000322;1000271;1000263;1000208;1000232;1000430;3372040;1000184;1000087;1000304;1000112;1000308;1000319;1000194;1000333;1000202;3374935;999934;1000376;1000645;3337659;1000348;3386849;1000255;3187091;1000257;1439880;1000149;1000248;1000246;1000390;1000260;1000062;1000094;1001510;1000113;1002848;1001983;3688452;1000321;1193760;1000268;1000104;1000383;1000252;1000507;1000416;1000315;1000046;1000375;1000062;1000097;3422043;1000321;2763911;1000024;3173235;1000250
1684144070.904367;402.672;44.4258;0;2399216;1000019;1000056;1000481;1097011;1000291;3401302;1000051;1000137;1000493;1000269;1000809;3401696;1000228;1000381;1000470;1000215;1000275;1000145;999981;1000284;1000426;3400043;1000465;1000342;1000461;3399999;1000213;3399311;1000370;3399478;1000308;1000719;1000401;1000092;1000458;1000518;1000546;3400000;1000204;1000183;1000138;1000492;1000053;3399999;1000432;1000191;1000137;1000355;1000425;1000119;1000393;1000363;1000276;3290695;1000178;1000086;1000563;3193143;1000385;3399999;1000137;3400000;1000247
1684144072.192373;576.579;60.1189;0;2644833;1000451;1000056;1000196;1000045;1000297;3403322;1000053;1000387;1000384;1000350;1000266;3398741;1000188;1000372;1000457;1000062;1000233;1000395;1000283;1000144;1000263;3399660;1000018;1000248;1000134;3392203;1000200;3399058;1000430;3401005;1000123;1000556;1000427;1000601;1000293;1000240;1000022;3392278;1000044;1000359;1000068;999994;1000348;3374822;1000240;1000257;1000264;1000238;1000389;1000157;1000228;1000470;1000402;3399999;1000122;1000220;999985;3402930;1000053;3312974;1000136;3390887;1000011
1684144073.476375;750.835;76.0257;0;2943407;1000615;1500096;1000013;1000090;1000308;3399999;1000124;1000312;1000366;1000134;1000304;3400236;1000077;1000115;1000079;1000253;1000302;1000410;1000051;1000059;1000243;3299475;1000124;999869;999978;3400000;999970;3400123;1000044;3400022;1000254;1000812;1000075;1500445;1000229;1000448;1000122;3220713;1000233;1000383;1000007;1000123;1000468;3385962;1000457;1000596;1000235;1000213;1000386;1000113;1000159;1000122;1000425;3400000;1000299;1000131;1000201;3399872;1000295;3369921;1000276;3399695;1000220
1684144074.764385;928.287;91.2831;0;1000134;1000224;1500197;1000188;1000020;1000131;3391422;1000217;1000211;1000126;1000191;1000196;3401008;1000070;1000008;1120919;1000111;1000303;1000380;1000314;1000246;1000133;3300490;1000155;999878;1000260;3400000;1000149;3401118;1000374;3195716;1000009;1001026;1000262;1000467;999947;1000319;1000226;3281065;1000282;1000306;1000316;1000072;1000245;3400000;1000341;1000266;1000052;1000076;1000224;1000256;1000022;1000517;1000040;3391047;1000344;1000127;1000253;3399312;1000369;3383898;1000315;3399999;1000359
1684144076.48377;1104.17;106.885;0;1000098;1000409;1000218;1000495;1000011;1000112;3366938;1000310;1000495;1000493;1000393;1000340;3401422;1000442;1000229;1000173;1000278;1000516;1000188;1000395;1000263;1000452;3398429;1000243;1000455;1000378;3383924;999973;3401825;1000184;3399696;1000352;1001192;1000407;1000570;1000324;1000563;1000252;3401114;1000322;1000403;1000309;1000176;1000157;3399999;1000074;1000404;1000090;1000009;1000147;1000269;2027843;1000179;1000128;3400000;1000203;1000485;1000262;3399381;1000189;3399999;1000523;3399999;1000259
1684144077.332364;1279.77;122.394;0;1000125;1000410;1015463;1000050;1110751;1000281;3391472;1000139;1000229;1000213;1000076;1000300;3271234;1000072;1000162;1000282;1000378;1000418;1000262;1000414;1000422;1000540;3399533;1000512;999955;1000374;3400000;1000278;3398308;999992;3400349;1000148;1000599;1000239;1000118;1000294;1000410;1000259;3400000;1000142;1000130;1000085;1000211;1000204;3400000;1000014;1000545;1000322;1000176;1000297;1000013;1000204;1000624;1000131;1797583;1000144;1000574;1000300;3400754;1000314;3367062;1000128;3399999;1000321
1684144078.616371;1453.9;137.891;0;2512425;1000390;1000047;1000231;1000276;1000381;3397564;1000406;1000148;1000538;999975;1000155;3401269;1000245;1000145;1000289;1000165;1000532;1000351;1000254;1000122;1000217;3400688;1000448;1000402;1000477;3392374;1000366;3400920;1000340;3404238;1000341;1000737;1000375;1000132;1000279;1060612;1000219;3391606;1000129;1000373;1000322;1000228;1000317;3392333;1000322;1000716;1000331;1000363;1000177;1000104;1000117;1000091;1000345;3399999;1000560;1000404;1000331;3399133;1000368;3400000;1000194;3391917;1000430
1684144079.904379;1630.47;153.286;0;2063456;1000223;1000092;1000162;1000025;1000488;3399911;1000026;1000365;1000238;1000316;1000166;3399908;1000347;1000132;1000311;1000271;1000078;1000124;1000346;1000196;1000255;3398739;1000397;1000523;1000097;3399999;1000570;3398825;1000516;3400283;1000277;1000648;1000002;1000312;1000194;1000121;1000156;3399999;1000282;1000083;1000171;1000186;999907;3389661;1000186;1000279;1000170;1000291;1000403;1000891;1000181;1000234;1000262;3400000;1000389;1000243;1000222;3400004;999987;3381644;1000374;3382833;1000157
1684144081.188373;1807.38;168.759;0;2610365;1000076;1000035;1000448;1000045;1000210;3399995;1000157;1000131;1000279;1000331;1000536;3400482;1000232;1000308;1000133;1000272;1000321;1000286;1000149;1000376;1000106;3397545;1000174;1000067;1000240;3392363;1000361;3399518;1000637;3102990;1000461;1000860;1000237;1000433;1000332;1000227;1000515;3388723;1000098;1000119;1000107;1000442;1000404;3392496;1000300;1000217;1000305;1000307;1000311;1000181;1000465;1000157;1000120;3399999;1000069;1000029;1000365;3401238;1000350;3400000;1000621;3392545;1000333
1684144082.472372;1983.55;184.21;0;1000200;1000235;1000317;1000204;1168311;1000295;3387325;1000105;1000233;1000326;1000061;1000223;3400226;1000341;1000236;1000204;1000102;1000418;1000079;1000352;1000151;1000418;3399319;1000377;1000296;1000383;3399999;1000116;3396037;1000262;3403093;1000562;1000588;1000606;1000758;1000412;1000319;1000300;3399999;1000231;1000246;1000328;1000201;1000271;3399999;1000334;1000453;999921;1500191;1000507;1000093;1000407;999843;1000605;3399999;1000209;1000104;1000322;3399200;1000022;3398751;1000186;3387761;1000048
1684144083.756362;2158.97;199.76;0;1000068;1000316;999925;1000300;1000016;1000190;3402583;1000040;1000104;1000492;1000249;1000260;3201685;1000474;999862;1000247;1168930;1000187;999792;1000505;1000331;1000224;3400296;1000396;1000258;1000203;3400000;1000198;3099638;1000400;3190858;1000221;1000608;1000039;1000579;1000391;1000301;1000231;3398791;1000294;1000278;1000630;1000280;1000219;3400000;1000433;1000405;999936;1000494;1000073;1000211;1000284;1000547;1000094;3392342;1000127;1000343;1000077;3398126;1000231;3391199;1000461;3399038;1000299
1684144085.44375;2335.37;215.252;0;1000022;1000228;1000012;1000266;1000045;999940;3399904;1000521;1000389;1000292;1000612;1000243;3399625;1000338;1000030;1000281;1000072;1000122;1000251;1000233;1000211;1000577;3402011;1000219;1000316;1000242;3378310;1000497;3399605;1000362;3400458;1000167;1000971;1000512;1000235;1000246;999936;1000149;3376846;1000166;1000259;1000104;1000487;1000236;3378300;1000371;1000676;1000091;1000101;1000232;1000272;1000426;1000151;1000305;3400000;1000297;1000398;1000420;3190943;1000164;3384590;1000440;3378317;1000171
1684144086.332380;2512.53;230.716;0;1000133;1000588;1000080;1000385;1000066;1000292;3401013;1000089;1131739;1000166;999928;1000133;3402044;1000386;1000049;1000027;1102642;1000312;1000089;1000139;1000166;999990;3397544;1000295;1000382;1000099;3399999;1000382;3400088;1363463;3401861;1000156;1001102;1000718;1000177;1000362;1000006;1000146;3382298;1000227;1000295;1000289;1000057;1000321;3400000;1000150;1000310;1000286;1000150;1000357;1000149;1000264;1000214;1000161;3392529;1000181;1000413;1000084;3400558;1000170;3392261;1000153;3381756;1000146
1684144087.616316;2688.32;246.441;0;1000118;1000328;1000054;1000409;1000059;1000272;3401813;1000069;1000358;1000392;1000030;1000077;3398999;1000485;1000030;1000329;999993;1000395;1000280;1000249;1000210;1000252;3400757;1000161;1000126;1000698;3374467;1000491;3400192;1000519;3402387;1000278;1000644;1000394;1000259;1000602;999929;1000386;3353298;1000417;1000267;1000234;1000222;1000337;3391987;1000201;1000575;1000443;1000177;1000050;1000304;1000250;1000144;1000351;3400000;1000056;1000349;1000176;3192853;1000181;3400000;999714;3392352;1000217
