RAPL;ALL;PG1;PG2
0.02825927734375;0;0;0
14.3880615234375;0;0;0
14.0555419921875;0;0;0
13.847412109375;0;0;0
14.213623046875;0;0;0
63.9320068359375;0;0;0
65.865478515625;0;0;0
65.7308349609375;0;0;0
66.05169677734375;0;0;0
65.8909912109375;0;0;0
65.88946533203125;0;0;0
66.132080078125;0;0;0
66.1824951171875;0;0;0
66.050048828125;0;0;0
66.13897705078125;0;0;0
66.112060546875;65.93097565717437;26.34071168954079;39.50399318978314
66.0858154296875;65.94393555022772;26.34349706321601;39.51191099425757
66.087158203125;65.9261949363584;26.337834401756773;39.50072819096278
65.82275390625;65.82099734059116;26.302299782862153;39.46141315365013
65.7249755859375;65.68122447364767;26.254508284833012;39.316809861656466
66.0205078125;65.78153861874033;26.29409038478808;39.40232981530249
66.134033203125;65.93625387821118;26.34265738296366;39.50643001181362
66.15521240234375;65.9337997521751;26.340974822052125;39.50576331725279
66.2393798828125;65.92362619934337;26.338171012046967;39.499550887498664
66.18048095703125;65.9264129300883;26.338439079406008;39.48889702493495
66.21746826171875;65.92898752138052;26.34051040841325;39.50290433130996
66.1182861328125;65.81112771212939;26.28215028739093;39.46705014168316
66.024169921875;65.78430053462382;26.29385458954517;39.415959407244145
66.012939453125;65.90278895856508;26.339349242249266;39.444260378079
66.09503173828125;65.72772597524718;26.262301178522176;39.379677674590624
66.2919921875;65.92430783246597;26.335366587382264;39.50031215868516
66.249267578125;65.93638675778801;26.342814190078553;39.5059593406635
66.26177978515625;65.93457834227816;26.341344011319595;39.50635022474355
66.27044677734375;65.92641582690158;26.338875257278783;39.50086346083463
66.260009765625;65.92526165060167;26.338661333627194;39.50082765038533
66.3018798828125;65.93527717364589;26.34302448565857;39.50493657106925
66.320556640625;65.92621565549254;26.338603735759577;39.502270711010354
62.9805908203125;58.779228744337644;19.1527514607047;39.51477884378341
53.7015380859375;39.98775195423163;0.0;39.68206002796555
53.6461181640625;40.72270107673119;0.0;38.80547671771595
49.715087890625;39.161998276575126;0.0;36.760496553066325
14.20513916015625;0;0;0
14.020263671875;0;0;0
13.86163330078125;0;0;0
13.86669921875;0;0;0
13.868896484375;0;0;0
