TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699893384.892210;0.108215;0;0;1255529;1276927;1217918;1958020;4039072;4037092;1007090;1091187
1699893386.50778;2.32269;0;0;2998247;4100000;4100000;4099997;4102825;4100000;4100000;4100000
1699893386.894950;26.5772;0;0;4099999;4100000;4099999;4100000;4100000;4100000;4100000;4100000
1699893387.889394;51.3431;0;0;4100000;4100000;4100000;4100000;4100000;4099999;4100000;4099999
1699893388.888489;76.2959;0;0;4100004;4100000;4100000;4100000;4100000;4100000;4099999;4100000
1699893389.887505;101.264;0;0;4100000;4100000;4099999;4100000;4100000;4100000;4100000;4100000
1699893390.886557;126.231;0;0;4099995;4099999;4100000;4100000;4100000;4100000;4099999;4100000
1699893391.885621;151.206;0;0;4100000;4100000;4100000;4099999;4100000;4100000;4100000;4100000
1699893392.884670;176.184;0;0;4100004;4099999;4100000;4100000;4100000;4099999;4100000;4100000
1699893393.883740;201.194;0;0;4099995;4100000;4100000;4100000;4100000;4100000;4099999;4100000
1699893394.882793;226.193;0;0;4100000;4100000;4099999;4100000;4100000;4100000;4100000;4099999
1699893395.881846;251.207;0;0;4100000;4100000;4100000;4099999;4100000;4099999;4100000;4100000
1699893396.880902;276.275;0;0;4100000;4100000;4100000;4100000;4100000;4100000;4100000;4100000
1699893397.879959;301.327;0;0;4100004;4099999;4099999;4100000;4100000;4100000;4100000;4100000
1699893398.879014;326.403;0;0;4099995;4100000;4100000;4099999;4100000;4100000;4099999;4099999
1699893399.878079;351.475;0;0;4100004;4099999;4099999;4100000;4099999;4100000;4100000;4100000
1699893400.877130;376.68;0;0;4100000;4100000;4100000;4100000;4100000;4100000;4100000;4100000
1699893401.876191;401.838;0;0;4099995;4099999;4099999;4100000;4100000;4100000;4100000;4100000
1699893402.875242;427.138;0;0;4100000;4100000;4100000;4100000;4100000;4100000;4100000;4100000
1699893403.874303;452.466;0;0;4100004;4100000;4100000;4099999;4100000;4099999;4100000;4100000
1699893404.873359;477.814;0;0;4099995;4100000;4100093;4100000;4100000;4100000;4100000;4100000
