TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_SW_CPU_CLOCK;PERF_COUNT_HW_BRANCH_MISSES
1701694277.369823;#SYSTEM;32511585;30542680;37978669;251784
1701694277.369823;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1701694277.369823;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1701694277.369823;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694278.493775;#SYSTEM;60412409;33789726;5998875768;270168
1701694278.493775;/sys/fs/cgroup/custom.slice/pg1;4758009;2927421;3998713;3457
1701694278.493775;/sys/fs/cgroup/custom.slice/pg2;14283955;8548830;11999132;17494
1701694278.493775;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694279.369764;#SYSTEM;5977727555;10660914100;4231648861;9839695
1701694279.369764;/sys/fs/cgroup/custom.slice/pg1;602850963;745313901;251646734;10041
1701694279.369764;/sys/fs/cgroup/custom.slice/pg2;5272838983;9856065382;1488665209;9296061
1701694279.369764;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694280.365765;#SYSTEM;6027415598;10825285390;4247698025;10096833
1701694280.365765;/sys/fs/cgroup/custom.slice/pg1;560344765;691558221;247668223;8817
1701694280.365765;/sys/fs/cgroup/custom.slice/pg2;5379764964;10039423287;1498964795;9392710
1701694280.365765;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694281.365774;#SYSTEM;6047303413;10852379818;4242889611;10104605
1701694281.365774;/sys/fs/cgroup/custom.slice/pg1;614244836;756680491;251611571;9714
1701694281.365774;/sys/fs/cgroup/custom.slice/pg2;5383238491;10035973324;1499939499;9367220
1701694281.365774;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694282.365780;#SYSTEM;6029905646;10810994797;4246707994;10034710
1701694282.365780;/sys/fs/cgroup/custom.slice/pg1;567217557;700745477;247708448;8901
1701694282.365780;/sys/fs/cgroup/custom.slice/pg2;5383192712;10056183161;1499929557;9439126
1701694282.365780;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694283.365778;#SYSTEM;6031869680;10794092569;4242485885;10000994
1701694283.365778;/sys/fs/cgroup/custom.slice/pg1;596680382;735942243;251677626;9359
1701694283.365778;/sys/fs/cgroup/custom.slice/pg2;5383235906;10039435223;1499934913;9432508
1701694283.365778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694284.365782;#SYSTEM;6046211161;10758307809;4242994028;9965492
1701694284.365782;/sys/fs/cgroup/custom.slice/pg1;598283040;738491379;251685301;9148
1701694284.365782;/sys/fs/cgroup/custom.slice/pg2;5383153614;9987810288;1499921569;9380285
1701694284.365782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694285.361783;#SYSTEM;6034240514;10731971640;4249101790;9994087
1701694285.361783;/sys/fs/cgroup/custom.slice/pg1;571726056;705506511;247722520;8982
1701694285.361783;/sys/fs/cgroup/custom.slice/pg2;5375287558;9937713954;1497718130;9312574
1701694285.361783;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694286.361782;#SYSTEM;6064075212;10772601821;4245348325;9984018
1701694286.361782;/sys/fs/cgroup/custom.slice/pg1;607265049;748122856;251639153;9730
1701694286.361782;/sys/fs/cgroup/custom.slice/pg2;5373839253;9938996642;1497310123;9312705
1701694286.361782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694287.361782;#SYSTEM;6042314388;10748812237;4249322164;9983187
1701694287.361782;/sys/fs/cgroup/custom.slice/pg1;566136720;697297834;247704475;8987
1701694287.361782;/sys/fs/cgroup/custom.slice/pg2;5374384916;9942824090;1497464984;9317061
1701694287.361782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694288.361784;#SYSTEM;6056109594;10763636811;4245022510;9979674
1701694288.361784;/sys/fs/cgroup/custom.slice/pg1;600164641;739955969;251655025;9236
1701694288.361784;/sys/fs/cgroup/custom.slice/pg2;5372664863;9938554741;1496989492;9314348
1701694288.361784;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694289.357775;#SYSTEM;6044708962;10749774536;4248612043;9977681
1701694289.357775;/sys/fs/cgroup/custom.slice/pg1;571839624;705734441;247680259;9558
1701694289.357775;/sys/fs/cgroup/custom.slice/pg2;5376832305;9947845823;1498137267;9322999
1701694289.357775;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694290.357774;#SYSTEM;6018755288;10709887845;4242537576;9955401
1701694290.357774;/sys/fs/cgroup/custom.slice/pg1;581804109;717739517;251720624;9340
1701694290.357774;/sys/fs/cgroup/custom.slice/pg2;5383262561;9958752167;1499943529;9336374
1701694290.357774;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694291.357776;#SYSTEM;6057188634;10756310966;4246866407;9955205
1701694291.357776;/sys/fs/cgroup/custom.slice/pg1;593376251;731186865;247680702;8948
1701694291.357776;/sys/fs/cgroup/custom.slice/pg2;5383233800;9957773160;1499935327;9333486
1701694291.357776;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694292.357779;#SYSTEM;6009380529;10696057007;4242026628;9954868
1701694292.357779;/sys/fs/cgroup/custom.slice/pg1;575651285;709295602;251714445;9259
1701694292.357779;/sys/fs/cgroup/custom.slice/pg2;5383155981;9954626757;1499921349;9330056
1701694292.357779;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694293.357779;#SYSTEM;6055311094;10756962039;4242797972;9951291
1701694293.357779;/sys/fs/cgroup/custom.slice/pg1;595506196;735055929;251646004;9596
1701694293.357779;/sys/fs/cgroup/custom.slice/pg2;5383255583;9956336355;1499939194;9328518
1701694293.357779;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694294.353780;#SYSTEM;6050536172;10755299954;4248736778;9957248
1701694294.353780;/sys/fs/cgroup/custom.slice/pg1;587543807;724432123;247762246;8790
1701694294.353780;/sys/fs/cgroup/custom.slice/pg2;5377334397;9945439457;1498288871;9323728
1701694294.353780;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694295.353778;#SYSTEM;6025753634;10728998798;4245278497;9992808
1701694295.353778;/sys/fs/cgroup/custom.slice/pg1;570396501;704978325;251656222;8914
1701694295.353778;/sys/fs/cgroup/custom.slice/pg2;5374329254;9940448471;1497447558;9310710
1701694295.353778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694296.353776;#SYSTEM;6069902323;10774663406;4249314381;9967652
1701694296.353776;/sys/fs/cgroup/custom.slice/pg1;609332161;752076497;247738322;9440
1701694296.353776;/sys/fs/cgroup/custom.slice/pg2;5374042358;9938970279;1497373972;9317996
1701694296.353776;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694297.353777;#SYSTEM;6026472819;10728119218;4245053988;9969597
1701694297.353777;/sys/fs/cgroup/custom.slice/pg1;574449608;708731922;251654562;9042
1701694297.353777;/sys/fs/cgroup/custom.slice/pg2;5372906966;9933842412;1497050741;9304140
1701694297.353777;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694298.353782;#SYSTEM;6046363603;10753813164;4249335192;9969718
1701694298.353782;/sys/fs/cgroup/custom.slice/pg1;574287327;709376120;247723905;9093
1701694298.353782;/sys/fs/cgroup/custom.slice/pg2;5374842071;9944550084;1497589275;9321939
1701694298.353782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694299.349778;#SYSTEM;6043039478;10742593293;4242735966;9952945
1701694299.349778;/sys/fs/cgroup/custom.slice/pg1;608079790;749242569;251706024;9214
1701694299.349778;/sys/fs/cgroup/custom.slice/pg2;5382714255;9959630232;1499775880;9336206
1701694299.349778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694300.349778;#SYSTEM;6023506922;10719044477;4246691553;9956538
1701694300.349778;/sys/fs/cgroup/custom.slice/pg1;558899209;689175501;247693156;9186
1701694300.349778;/sys/fs/cgroup/custom.slice/pg2;5383263075;9958634943;1499948830;9330696
1701694300.349778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694301.349777;#SYSTEM;6074813693;10790184949;4242317707;10003408
1701694301.349777;/sys/fs/cgroup/custom.slice/pg1;608356515;751953526;251742715;9210
1701694301.349777;/sys/fs/cgroup/custom.slice/pg2;5383245808;9958116538;1499936307;9328785
1701694301.349777;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694302.349777;#SYSTEM;6038464727;10732090385;4242518861;9942886
1701694302.349777;/sys/fs/cgroup/custom.slice/pg1;596059507;734584653;251661055;9327
1701694302.349777;/sys/fs/cgroup/custom.slice/pg2;5383239360;9957138605;1499935803;9334916
1701694302.349777;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694303.345775;#SYSTEM;6020082051;10717350359;4248049315;9963327
1701694303.345775;/sys/fs/cgroup/custom.slice/pg1;562046158;693370965;247748843;8527
1701694303.345775;/sys/fs/cgroup/custom.slice/pg2;5379868476;9947937298;1498993154;9317654
1701694303.345775;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694304.345778;#SYSTEM;6059100059;10765527310;4245418962;9967288
1701694304.345778;/sys/fs/cgroup/custom.slice/pg1;603735629;743293803;251628995;9200
1701694304.345778;/sys/fs/cgroup/custom.slice/pg2;5374054202;9941121793;1497377095;9317051
1701694304.345778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694305.345780;#SYSTEM;6051265488;10757440832;4249181840;9982344
1701694305.345780;/sys/fs/cgroup/custom.slice/pg1;577498467;711873465;247685341;9541
1701694305.345780;/sys/fs/cgroup/custom.slice/pg2;5373973080;9939830774;1497345990;9313750
1701694305.345780;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694306.345778;#SYSTEM;6002255905;10702474928;4245296861;9828421
1701694306.345778;/sys/fs/cgroup/custom.slice/pg1;574290728;710883624;251706367;8902
1701694306.345778;/sys/fs/cgroup/custom.slice/pg2;5373959903;9940300769;1497344571;9315123
1701694306.345778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694307.345783;#SYSTEM;6023718559;10731696278;4249422568;9563313
1701694307.345783;/sys/fs/cgroup/custom.slice/pg1;601338493;743388614;247682733;9357
1701694307.345783;/sys/fs/cgroup/custom.slice/pg2;5374409377;9943078015;1497469192;9316946
1701694307.345783;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694308.345814;#SYSTEM;6023093381;10716170215;4243450626;9952042
1701694308.345814;/sys/fs/cgroup/custom.slice/pg1;584805371;721432708;251667021;9007
1701694308.345814;/sys/fs/cgroup/custom.slice/pg2;5379712235;9949892295;1498943706;9326029
1701694308.345814;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701694309.477825;#SYSTEM;252915543;400049417;6023842843;913522
