TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1683643757.781946;#SYSTEM;48436;117586312;153814808;75173831
1683643757.781946;/sys/fs/cgroup/anon.slice/anon_service.service;5;0;0;8776
1683643757.781946;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu0;0;0;0;0
1683643757.781946;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu1;0;0;0;0
1683643757.781946;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu2;0;0;0;0
1683643757.781946;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu3;0;0;0;0
1683643757.781946;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu4;0;0;0;0
1683643757.781946;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu5;0;0;0;0
1683643758.724511;#SYSTEM;471210;336607398;319583122;11987504281
1683643758.724511;/sys/fs/cgroup/anon.slice/anon_service.service;3979;275413;1335251;1085846
1683643758.724511;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu0;0;0;0;0
1683643758.724511;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu1;0;0;0;0
1683643758.724511;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu2;0;0;0;0
1683643758.724511;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu3;0;0;0;0
1683643758.724511;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu4;0;0;0;0
1683643758.724511;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu5;0;0;0;0
1683643759.722881;#SYSTEM;1923417;802227415;894777944;11866362304
1683643759.722881;/sys/fs/cgroup/anon.slice/anon_service.service;8656;511973;1455949;1240607
1683643759.722881;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu0;40975;10817888;15276831;5626355
1683643759.722881;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu1;492583;325310513;309073407;80952393
1683643759.722881;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu2;0;0;0;12845
1683643759.722881;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu3;24898;20240194;18346239;6089490
1683643759.722881;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu4;12487;34040218;23187552;9793913
1683643759.722881;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu5;7885;2016216;4559365;1968026
1683643760.722768;#SYSTEM;988405;189027714;342608491;11902367512
1683643760.722768;/sys/fs/cgroup/anon.slice/anon_service.service;8637;455933;1243915;1083958
1683643760.722768;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu0;40970;9391310;14282886;7716085
1683643760.722768;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu1;202197;31548789;50538638;15788377
1683643760.722768;/sys/fs/cgroup/machine.slice/machine-qemu\x2d84\x2dsmall0.scope/libvirt/vcpu2;39351;19769189;32834918;11042003
