TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699912559.565314;0.60022;0;0;1200019;1200064;1200005;1751608;1812693;1200036
1699912560.691658;14.4059;0;0;1574515;3232598;1200230;3600000;1200268;1200136
1699912561.563490;61.5662;0;0;3592429;3600000;1200179;3600000;1200143;1200043
1699912562.562659;110.845;0;0;3600000;3599999;1219535;3600000;1200169;1560592
1699912563.561807;160.181;0;0;3599999;3600000;1200181;3600000;1200167;1522645
1699912564.560943;209.493;0;0;3600000;3600000;1200197;3599999;1200178;1465703
1699912565.560105;258.923;0;0;3599999;3600000;1200180;3600000;1200200;1437327
1699912566.559263;308.249;0;0;3599999;3599999;1200187;3600000;1200126;1493729
1699912567.558418;357.755;0;0;3600000;3600000;1200191;3599999;1200148;1534203
1699912568.557570;407.193;0;0;3600000;3599999;1200190;3600000;1200203;1564564
1699912569.556716;456.673;0;0;3600000;3600000;1200185;3600000;1200167;1443468
1699912570.555892;506.205;0;0;3600000;3599999;1200203;3599999;1200150;1490362
1699912571.555022;555.799;0;0;3600000;3600000;1200190;3600000;1200181;1523132
1699912572.554174;605.38;0;0;3599999;3599999;1200187;3599999;1200187;1554933
1699912573.553326;654.921;0;0;3600000;3599999;1212679;3600000;1200172;1558245
1699912574.552466;704.456;0;0;3599999;3600000;1200197;3599999;1200228;1434698
1699912575.551647;754.13;0;0;3600000;3600000;1200214;3600000;1200195;1472564
1699912576.550788;803.745;0;0;3599999;3599999;1200208;3600000;1200202;1530164
1699912577.549939;853.374;0;0;3600000;3600000;1200170;3600000;1200197;1513275
1699912578.549088;903.08;0;0;3600000;3600000;1200183;3600000;1200237;1535486
1699912579.548239;952.749;0;0;3600000;3599999;1200134;3599999;1200069;1421646
1699912580.547394;1002.4;0;0;3600000;3600000;1200189;3600000;1200182;1481752
1699912581.546554;1052.05;0;0;3600000;3600000;1200174;3599999;1200156;1493522
1699912582.545704;1101.75;0;0;3599999;3599999;1200157;3600000;1200254;1537386
1699912583.544852;1151.48;0;0;3600000;3599999;1200174;3600000;1200176;1508504
1699912584.543999;1201.18;0;0;3600000;3600000;1200180;3599999;1200181;1428180
1699912585.543161;1250.96;0;0;3600000;3600000;1200185;3600000;1200191;1466773
1699912586.542306;1300.65;0;0;3600000;3599999;1200203;3600000;1200211;1513494
1699912587.541469;1350.39;0;0;3599999;3600000;1200185;3600000;1200228;1527665
1699912588.540604;1400.19;0;0;3600000;3599999;1200196;3599999;1200212;1562504
1699912589.539794;1449.96;0;0;3599999;3600000;1200165;3600000;1200193;1428414
1699912590.538937;1499.82;0;0;3600000;3599999;1200205;3600000;1200204;1460571
1699912591.538085;1549.71;0;0;3599999;3600000;1200172;3599999;1200179;1475281
1699912592.537239;1599.42;0;0;3600000;3599999;1200166;3600000;1200211;1571904
1699912593.536415;1646.8;0;0;3599999;3595031;1200126;3599999;1200155;1568295
1699912594.535589;1688.49;0;0;3600000;1200255;1200097;3600000;1200178;1438552
1699912595.659685;1722.17;0;0;1200760;1200302;1200522;1200267;1200593;1200133
1699912596.534342;1735.86;0;0;1200171;1200097;1200137;1200178;1200176;1507604
1699912597.533323;1749.5;0;0;1200110;1200154;1200065;1200134;1200111;1533045
1699912598.532301;1763.03;0;0;1200030;1200045;1200065;1200109;1200117;1265143
