FULL;PG1;PG2
33.097866;0;0
211.18643;0;0.09971
217.108;43.278696;172.40027999999998
219.47667;43.936784;175.74713599999998
219.46874;43.749288;174.99715199999994
219.69608;43.401856;174.53746599999994
219.5629;43.788648;175.154592
219.86165;44.013848;176.05539200000007
218.24403;43.52562;174.10248
219.46152;43.747852;174.991408
219.72262;43.841124;175.364496
219.97835;44.037212;175.31795999999997
219.523;43.925316;174.87248800000003
219.63682;43.390148;174.90362199999996
219.6432;43.80466;175.21864000000002
219.5824;11.17414;178.78623999999994
127.89358;0;0
30.112788;0;0
29.202032;0;0
29.14916;0;0
