TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699923560.175175;0.62085;0;0;1200035;1200014;1796701;1200038;1803837;1200045
1699923561.174548;14.3963;0;0;1200030;1200047;1200299;1200052;1216533;1200034
1699923562.299553;78.2394;0;0;3600000;3600000;2195633;3600000;3600000;3600000
1699923563.172154;143.59;0;0;3599999;3600000;1211025;3600000;3599999;3600000
1699923564.171233;209.374;0;0;3599999;3599999;1439945;3600000;3600000;3599999
1699923565.170547;275.158;0;0;3600000;3599999;1437603;3599999;3600000;3600000
1699923566.169603;340.948;0;0;3599999;3600000;1447178;3600000;3600000;3599999
1699923567.168625;406.742;0;0;3600000;3599999;1472424;3600000;3599999;3599999
1699923568.167745;472.589;0;0;3599999;3600000;1534484;3599999;3600000;3600000
1699923569.166778;538.37;0;0;3600000;3600000;1509847;3600000;3600000;3600000
1699923570.165836;604.163;0;0;3600000;3599999;1499376;3600000;3600000;3599999
1699923571.164862;669.95;0;0;3600000;3600000;1519564;3599999;3600000;3599999
1699923572.163965;735.758;0;0;3599999;3599999;1527754;3599999;3599999;3600000
1699923573.163017;801.618;0;0;3600000;3600000;1527363;3600000;3599999;3600000
1699923574.162078;867.412;0;0;3600000;3600000;1544392;3599999;3600000;3599999
1699923575.161136;933.22;0;0;3600000;3599999;1544194;3600000;3599999;3600000
1699923576.160160;999.008;0;0;3599999;3599999;1409316;3599999;3600000;3600000
1699923577.159256;1064.88;0;0;3600000;3599999;1452126;3600000;3599999;3599999
1699923578.158316;1130.68;0;0;3600000;3600000;1528245;3600000;3600000;3599999
1699923579.157375;1196.49;0;0;3599999;3600000;1507898;3600000;3599999;3600000
1699923580.156403;1262.29;0;0;3599999;3599999;1482062;3600000;3600000;3600000
1699923581.155494;1328.16;0;0;3600000;3600000;1450691;3600000;3600000;3600000
1699923582.154552;1393.99;0;0;3599999;3600000;1501331;3599999;3599999;3600000
1699923583.153615;1459.8;0;0;3600000;3600000;1522046;3600000;3599999;3600000
1699923584.152639;1525.61;0;0;3599999;3599999;1521250;3599999;3600000;3600000
1699923585.151748;1591.43;0;0;3600000;3600000;1468781;3599999;3600000;3600000
1699923586.150799;1657.33;0;0;3600000;3599999;1447620;3600000;3599999;3600000
1699923587.149855;1723.15;0;0;3600000;3600000;1497864;3599999;3600000;3600000
1699923588.148881;1788.98;0;0;3599999;3600000;1521241;3599999;3599999;3599999
1699923589.147984;1854.82;0;0;3600000;3600000;1528190;3600000;3600000;3600000
1699923590.147037;1920.75;0;0;3599999;3599999;1523634;3600000;3600000;3599999
1699923591.146097;1986.61;0;0;3600000;3600000;1413327;3600000;3600000;3600000
1699923592.145159;2052.46;0;0;3599999;3599999;1464430;3599999;3599999;3599999
1699923593.144195;2118.33;0;0;3600000;3600000;1501416;3599999;3600000;3600000
1699923594.143275;2184.2;0;0;3599999;3599999;1518810;3600000;3600000;3600000
1699923595.142489;2247.84;0;0;3600000;3600000;1513507;3596650;3599999;3598975
1699923596.275722;2287.57;0;0;1200085;1200756;1200130;1200376;1200593;1200292
1699923597.141262;2301.45;0;0;1200125;1200137;1453672;1200144;1200204;1200146
1699923598.140385;2315.25;0;0;1200061;1200104;1514954;1200107;1200150;1200093
1699923599.139350;2328.98;0;0;1200072;1200141;1492606;1200080;1200093;1200068
