FULL;PG1;PG2
14.305348;0;0
79.96939;0.129191;0.387573
82.8867;41.44335;41.44335
82.83896;41.081636;41.216773
82.89072;41.44536;41.44536
82.84503;41.152663000000004;41.152663000000004
82.83486;41.417429999999996;41.417429999999996
82.83802;41.08117;41.08117
82.90222;41.518952999999996;41.518952999999996
82.79769;41.263994999999994;41.263994999999994
82.83803;41.486805;41.486805
82.83462;41.080585;40.945895
82.8413;41.488437;41.488437
82.84301;41.287018;41.421503
82.84784;41.288544;41.153172
82.84666;41.085454999999996;41.220604
82.85519;41.427594;41.427594
82.88281;41.171424;41.171424
82.88226;41.306576;41.306576
82.96538;41.550579;41.550579
83.06482;41.261838;41.261838
83.046296;41.523144;41.523144
47.39436;0;0
14.415355;0;0
14.027268;0;0
14.045193;0;0
