TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699892573.186554;0.0853271;0;0;2056206;2223687;1125675;2323622;997141;1170701;2464154;1493207
1699892574.306783;2.34088;0;0;1200328;1093287;707970;1314813;4100000;4100000;4100002;4100000
1699892575.366778;35.8865;0;0;4100002;4100000;4100000;4097277;4100000;4100000;4100000;4100002
1699892576.183883;69.0593;0;0;4100000;4100000;4099999;4100069;4099858;4100000;4100000;4100000
1699892577.182941;103.189;0;0;4100000;4100000;4100000;4100000;4100000;4100000;4100000;4100000
1699892578.181964;137.508;0;0;4099999;4099999;4100000;4100000;4099999;4099999;4100000;4100000
1699892579.181049;171.989;0;0;4100000;4100000;4099999;4099996;4100000;4100000;4100000;4100000
1699892580.180109;206.481;0;0;4100000;4100000;4100000;4100003;4100000;4100000;4100000;4099999
1699892581.179164;241.009;0;0;4099999;4100000;4100000;4099996;4100148;4099999;4100000;4100000
1699892582.178191;275.555;0;0;4100000;4100000;4099999;4100000;4099998;4100000;4100000;4100000
1699892583.177248;310.128;0;0;4100001;4100000;4100000;4100000;4100000;4099999;4100000;4100000
1699892584.176305;344.763;0;0;4099999;4100000;4100000;4100000;4100000;4100000;4099999;4099999
1699892585.175364;379.394;0;0;4100000;4100000;4100000;4100000;4100000;4100000;4100000;4100000
1699892586.174447;414.028;0;0;4100000;4100000;4099999;4099996;4099998;4100000;4100000;4100000
1699892587.173472;448.831;0;0;4100000;4100000;4100000;4100003;4100000;4099999;4099999;4100000
1699892588.172530;483.709;0;0;4099999;4100000;4100000;4099996;4100000;4100000;4100000;4100000
1699892589.171631;518.434;0;0;4057905;4090830;4084650;4098651;4099967;4090828;4099987;4090827
1699892590.170689;545.802;0;0;3762109;3762108;3765854;3797648;3800036;3762107;3751290;3762108
1699892591.169726;573.017;0;0;3752508;3754352;3752783;3753806;3755393;3754352;3759706;3753537
1699892592.168782;600.258;0;0;3758955;3755304;3756583;3757748;3751936;3755304;3753331;3754679
1699892593.167844;627.598;0;0;3755986;3759516;3755313;3701048;3759517;3759515;3762336;3759516
1699892594.166922;655.024;0;0;3763370;3764175;3761675;3704461;3782104;3764176;3770604;3764177
1699892595.165985;682.495;0;0;3772008;3768907;3768735;3786310;3765039;3768907;3773033;3768908
1699892596.165013;709.989;0;0;3770882;3771947;3771704;3791953;3772520;3771946;3772626;3771947
1699892597.164067;737.581;0;0;3768986;3772857;3773880;3702156;3772860;3772858;3771393;3772860
1699892598.163129;765.171;0;0;3776038;3771979;3774874;3761974;3768626;3771979;3769748;3771981
1699892599.162187;792.796;0;0;3799051;3771476;3773919;3771864;3770411;3771476;3768217;3769920
1699892600.161274;820.473;0;0;3782043;3783202;3782036;3788006;3799803;3783202;3786556;3780665
1699892601.160327;848.187;0;0;3783099;3783099;3783280;3711334;3789434;3783099;3782873;3783100
1699892602.159679;874.293;0;0;3758998;3789282;4090392;3696500;3692107;4059122;3784345;3812874
1699892603.158738;902.104;0;0;758288;4435643;4574251;3923106;2626293;4585822;4592380;1044062
1699892604.157778;929.978;0;0;810270;4489641;4529079;3811747;2632673;4585404;4585320;908487
1699892605.156790;957.866;0;0;736055;4307417;4561650;3792501;2688525;4582981;4582902;931245
1699892606.155911;985.676;0;0;740296;4467755;4582744;3333032;2319245;4583200;4585260;3192813
1699892607.154983;1012.13;0;0;752219;4426235;4529811;2044713;3848573;4529859;4428298;3905519
1699892608.154008;1038.57;0;0;732830;4403390;4532733;1690241;3174092;4532794;4420083;3891786
1699892609.153071;1065.01;0;0;758463;4442109;4533601;2446096;2836183;4533656;4450143;3909937
1699892610.152124;1091.44;0;0;782878;4406902;4531860;1787369;2798921;4531924;4563346;3890873
1699892611.151160;1117.88;0;0;780339;4439979;4530002;2890169;3741176;4530071;4488444;3793619
1699892612.150242;1144.3;0;0;812315;4477068;4532059;1894920;3224699;4529624;4516399;3758285
1699892613.149305;1170.74;0;0;932029;4443794;4532056;2742117;3413118;4532292;4532367;3735341
1699892614.323084;1184.61;0;0;646701;441421;610006;549895;898566;413789;503838;499359
1699892615.148579;1186.88;0;0;1040997;785824;854356;2876796;1100645;829387;849585;2023288
1699892616.147866;1189.17;0;0;801632;884924;859879;2289650;1131700;812835;850845;1243483
1699892617.147046;1191.44;0;0;771790;857882;844050;2380642;1188010;933511;770568;1022684
