RAPL;ALL;PG1;PG2
0.0269775390625;0;0;0
14.30780029296875;0;0;0
14.03460693359375;0;0;0
13.8172607421875;0;0;0
14.1070556640625;0;0;0
39.97589111328125;0;0;0
41.4974365234375;0;0;0
41.573486328125;0;0;0
41.4923095703125;0;0;0
41.54205322265625;0;0;0
41.49407958984375;0;0;0
41.52679443359375;0;0;0
41.4959716796875;0;0;0
41.50250244140625;0;0;0
41.48883056640625;0;0;0
41.47576904296875;41.349340525445704;20.588811725973883;20.5890098115979
41.4393310546875;41.35163533612269;20.589046439643518;20.588735665660092
41.53924560546875;41.34995467642487;20.58877317253735;20.588638010446143
41.5174560546875;41.5196302497306;20.587924236697514;20.589045769545592
41.5555419921875;41.35070681424656;20.58988339031538;20.588361323938866
41.47747802734375;41.34554235345497;20.588522173558538;20.588770806730547
41.57415771484375;41.3468366584047;20.58769123277271;20.589528927126686
41.4920654296875;41.34459636459134;20.587264606043604;20.5857271117416
41.571044921875;41.34290969193965;20.586004471518116;20.585868480165193
41.5343017578125;41.34114335196986;20.584958504141976;20.586768804462395
41.61767578125;41.344455028956666;20.587357981139547;20.585577188891047
41.58367919921875;41.34149376475786;20.586236636161725;20.586326764286607
41.65191650390625;41.34414059235878;20.5852531993986;20.5866514332738
41.62689208984375;41.525378664824544;20.587273174171056;20.585758829194155
41.68292236328125;41.3412453351042;20.586258905411675;20.58600725515899
41.7088623046875;41.34483021528934;20.58532258318653;20.586959854825935
41.7864990234375;41.345816164509834;20.58722348480355;20.585412736148296
41.7518310546875;41.340478684429925;20.586126123312813;20.586083485765425
41.709716796875;41.34197598763574;20.58507929646648;20.586676304076285
41.742431640625;41.34570053850121;20.587042733510227;20.58566631262403
41.775390625;41.34142179575937;20.586073857032765;20.586035527367216
41.722900390625;41.346115422744866;20.591376513838142;20.586257406349098
41.69647216796875;41.11736140253939;20.58459271610735;20.363178703538782
33.1102294921875;19.272026745878755;18.929101222462894;0.0
13.9827880859375;0;0;0
13.79473876953125;0;0;0
13.78076171875;0;0;0
13.815185546875;0;0;0
13.80743408203125;0;0;0
