FULL;PG1;PG2
38.79895;0;0
162.74736;32.417454;130.10987400000002
163.38528;32.411868;129.86846100000005
163.48784;32.697564;130.19844800000004
163.45317;32.441084000000004;129.984524
163.74619;32.749238000000005;130.70057999999997
163.772;32.489776000000006;130.47364600000006
163.92688;32.519308;130.22504600000005
164.1045;32.806052;130.63043199999998
164.04603;32.57337999999999;130.51460800000004
164.31278;32.847692;131.09350400000005
164.33218;32.615546;130.535975
164.33485;32.73306;131.37859800000004
164.30491;32.7277;130.466536
164.33813;32.734316;106.49761699999996
164.25862;32.733234;114.34414800000005
164.44693;32.74056;114.59196000000004
164.35253;32.604942;122.30541599999998
164.25075;32.701508;114.82688299999998
164.401;32.762136;106.25557499999998
164.36662;32.606544;122.42274999999997
164.45422;32.757444;114.79927799999999
164.37338;32.756098;122.72420400000004
164.55251;32.746764;114.68809899999997
164.41822;32.75027;122.40599
161.64474;0;112.78268599999998
153.28427;0;142.32922499999998
153.18408;0;133.78823000000003
61.262692;0;0
32.646254;0;0
32.872524;0;0
