TIMESTAMP;CPU;RAM;GPU
1700617334.938321;3.77472;0;0
1700617335.936844;36.8888;0;0
1700617336.933549;298.446;0;0
1700617337.932315;571.633;0;0
1700617338.931522;828.719;0;0
1700617339.930716;1077.82;0;0
1700617340.929703;1326.87;0;0
1700617341.928644;1575.86;0;0
1700617342.927748;1824.99;0;0
1700617343.926817;2074.02;0;0
1700617344.925818;2323.02;0;0
1700617345.924967;2572.15;0;0
1700617346.923976;2821.16;0;0
1700617347.923111;3070.15;0;0
1700617348.922086;3319.29;0;0
1700617349.921223;3568.23;0;0
1700617350.920212;3817.28;0;0
1700617351.919337;4066.38;0;0
1700617352.918481;4315.31;0;0
1700617353.917570;4564.38;0;0
1700617354.916469;4813.56;0;0
1700617355.915598;5062.61;0;0
1700617356.914699;5311.69;0;0
1700617357.913745;5560.59;0;0
1700617358.912786;5809.71;0;0
1700617359.911825;6058.81;0;0
1700617360.910913;6307.7;0;0
1700617361.909955;6556.81;0;0
1700617362.909017;6805.97;0;0
1700617363.908128;7054.82;0;0
1700617364.907186;7303.94;0;0
1700617365.906279;7553.07;0;0
1700617366.905495;7802.19;0;0
1700617367.904378;8051.08;0;0
1700617368.903505;8300.2;0;0
1700617369.902537;8549.11;0;0
1700617370.901562;8798.2;0;0
1700617371.900681;9047.34;0;0
1700617372.899712;9296.46;0;0
1700617373.898833;9545.39;0;0
1700617374.897906;9794.51;0;0
1700617375.896937;10043.5;0;0
1700617376.896013;10292.5;0;0
1700617377.894998;10541.7;0;0
1700617378.894193;10790.7;0;0
1700617379.893221;11039.7;0;0
1700617380.892188;11288.8;0;0
1700617381.891310;11537.7;0;0
1700617382.890455;11786.7;0;0
1700617383.889519;12035.8;0;0
1700617384.888445;12284.9;0;0
1700617385.887483;12533.8;0;0
1700617386.887734;12782.9;0;0
1700617387.886128;13024.2;0;0
1700617388.885429;13247.2;0;0
1700617389.887768;13439.1;0;0
1700617390.886774;13554.8;0;0
1700617391.886100;13587.9;0;0
1700617392.885328;13616.6;0;0
1700617393.884552;13646.5;0;0
