RAPL;ALL;PG1;PG2
0.0302734375;0;0;0
14.34124755859375;0;0;0
14.08831787109375;0;0;0
13.93695068359375;0;0;0
14.1817626953125;0;0;0
56.94378662109375;0;0;0
58.673828125;0;0;0
58.800537109375;0;0;0
58.7469482421875;0;0;0
58.8173828125;0;0;0
58.79766845703125;0;0;0
58.92913818359375;0;0;0
58.85821533203125;0;0;0
58.99169921875;0;0;0
58.9501953125;0;0;0
59.07403564453125;58.64753068296233;29.26319126262079;29.26393159897729
59.0606689453125;58.65052122149522;29.262452753080538;29.26666341515934
59.071044921875;58.65168949688831;29.264072847234257;29.26384210118198
59.20196533203125;58.771934075787925;29.261791564578292;29.26416051865082
59.14324951171875;58.65039333969622;29.262758994039217;29.265213184107875
59.2022705078125;58.64364514406416;29.260925200879083;29.262413179287766
59.1815185546875;58.64821983461579;29.262643316652674;29.263886545605526
59.28369140625;58.64977904457124;29.262123985294377;29.265423230189807
59.29986572265625;58.646134072903514;29.263009222768883;29.263781826985188
59.394775390625;58.6477206016438;29.262073452623206;29.2641690422941
59.3818359375;58.65186730233976;29.263563257248894;29.26580313958247
59.3643798828125;58.64364754750723;29.25790723490269;29.264488677476276
59.42962646484375;58.650614902330474;29.262484412161932;29.264309681733778
59.457763671875;58.7790681861182;29.262771779541104;29.265777568747293
59.51202392578125;58.64882321707601;29.263838448062916;29.26417756588078
59.49005126953125;58.648247838227064;29.261829311961293;29.264522771966217
59.573974609375;58.65048886928637;29.262179997420667;29.264473456667563
59.56707763671875;58.64906004901096;29.263431749993433;29.26460800803103
59.53369140625;58.64841897050406;29.26271820246402;29.26536112965072
59.58038330078125;58.64858088465575;29.26287467156273;29.264321249582753
59.5345458984375;58.647604970122224;29.262933727792788;29.264236622179325
50.43389892578125;40.694758933359005;11.305219091645412;29.263298416545535
44.5164794921875;31.853011301566593;0.0;31.507947242954188
43.08795166015625;33.74819202380978;0.0;32.61244474683797
14.43121337890625;0;0;0
13.83074951171875;0;0;0
13.8897705078125;0;0;0
13.80279541015625;0;0;0
13.83026123046875;0;0;0
