TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684843736.220243;#SYSTEM;25707;3032956;17173094;91049826
1684843736.220243;/sys/fs/cgroup/anon.slice/anon_service.service;12328;1431447;0;3217136
1684843736.220243;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684843737.220814;#SYSTEM;82106;16773978;21467613;6001094160
1684843737.220814;/sys/fs/cgroup/anon.slice/anon_service.service;4182;213202;0;1966547
1684843737.220814;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684843738.231586;#SYSTEM;1629967;519927048;671388084;6060673623
1684843738.231586;/sys/fs/cgroup/anon.slice/anon_service.service;15382;505011;0;1488405
1684843738.231586;/sys/fs/cgroup/test.slice/test;810877;280190215;0;96605832
1684843739.219933;#SYSTEM;3442560;1286536180;1568102793;5918117616
1684843739.219933;/sys/fs/cgroup/anon.slice/anon_service.service;6265;202943;0;2166939
1684843739.219933;/sys/fs/cgroup/test.slice/test;3206145;1263652355;0;444267580
1684843740.219361;#SYSTEM;36502;1571627;5817473;5995819865
1684843740.219361;/sys/fs/cgroup/anon.slice/anon_service.service;6550;195649;0;2163899
1684843740.219361;/sys/fs/cgroup/test.slice/test;1314;37625;0;1692608
1684843741.218887;#SYSTEM;49460;4041184;10987634;5996116026
1684843741.218887;/sys/fs/cgroup/anon.slice/anon_service.service;5676;191161;0;2141544
1684843741.218887;/sys/fs/cgroup/test.slice/test;10924;254101;0;2477274
1684843742.218374;#SYSTEM;193435;45990169;66661451;5996152578
1684843742.218374;/sys/fs/cgroup/anon.slice/anon_service.service;4841;191993;0;2112729
1684843742.218374;/sys/fs/cgroup/test.slice/test;1120;35042;0;1399028
1684843743.217049;#SYSTEM;45721164;2648783027;5068526580;5983721542
1684843743.217049;/sys/fs/cgroup/anon.slice/anon_service.service;6623;174369;0;1266892
1684843743.217049;/sys/fs/cgroup/test.slice/test;45621879;2634181146;0;1504174592
1684843744.216412;#SYSTEM;274143547;9252440486;21052300924;5994859100
1684843744.216412;/sys/fs/cgroup/anon.slice/anon_service.service;6240;197239;0;1387330
1684843744.216412;/sys/fs/cgroup/test.slice/test;274092449;9248998000;0;5987707737
1684843745.215977;#SYSTEM;230301598;8428402314;19083137363;5990432552
1684843745.215977;/sys/fs/cgroup/anon.slice/anon_service.service;6821;243521;0;1680691
1684843745.215977;/sys/fs/cgroup/test.slice/test;230171337;8424757481;0;5622568587
1684843746.215344;#SYSTEM;273309381;9101481637;21094224001;5994477841
1684843746.215344;/sys/fs/cgroup/anon.slice/anon_service.service;6573;193947;0;1465115
1684843746.215344;/sys/fs/cgroup/test.slice/test;273377968;9100384671;0;5991408721
1684843747.214638;#SYSTEM;271314630;9028311754;21186349904;5993969717
1684843747.214638;/sys/fs/cgroup/anon.slice/anon_service.service;6496;208292;0;1351511
1684843747.214638;/sys/fs/cgroup/test.slice/test;271316191;9028278655;0;5990912541
1684843748.214274;#SYSTEM;271754319;9026436505;21157380402;5996880146
1684843748.214274;/sys/fs/cgroup/anon.slice/anon_service.service;6211;308703;0;1900375
1684843748.214274;/sys/fs/cgroup/test.slice/test;271717598;9025975605;0;5990329253
1684843749.213110;#SYSTEM;271580436;9023583184;21143512068;5992595782
1684843749.213110;/sys/fs/cgroup/anon.slice/anon_service.service;6161;184605;0;1195007
1684843749.213110;/sys/fs/cgroup/test.slice/test;271481664;9024677504;0;5987979168
1684843750.212566;#SYSTEM;274444557;9205613396;21161761303;5995081878
1684843750.212566;/sys/fs/cgroup/anon.slice/anon_service.service;6056;184941;0;1301265
1684843750.212566;/sys/fs/cgroup/test.slice/test;274490887;9208813167;0;5989478958
1684843751.211828;#SYSTEM;273378149;9177046551;21196904504;5995170407
1684843751.211828;/sys/fs/cgroup/anon.slice/anon_service.service;6556;196226;0;1283316
1684843751.211828;/sys/fs/cgroup/test.slice/test;273375126;9172285461;0;5992149386
1684843752.211450;#SYSTEM;272393721;9181046033;21170459510;5995875546
1684843752.211450;/sys/fs/cgroup/anon.slice/anon_service.service;6223;203830;0;1490971
1684843752.211450;/sys/fs/cgroup/test.slice/test;272386485;9179191791;0;5990441887
1684843753.210268;#SYSTEM;273362480;9172665217;21175651093;5992878521
1684843753.210268;/sys/fs/cgroup/anon.slice/anon_service.service;6000;190788;0;1120610
1684843753.210268;/sys/fs/cgroup/test.slice/test;273233224;9173163605;0;5988282873
1684843754.209672;#SYSTEM;273167088;9282739850;21175748111;5995876034
1684843754.209672;/sys/fs/cgroup/anon.slice/anon_service.service;6608;174215;0;1165548
1684843754.209672;/sys/fs/cgroup/test.slice/test;273159902;9281764167;0;5990193383
1684843755.209018;#SYSTEM;267260621;9179689565;21082056990;5993447661
1684843755.209018;/sys/fs/cgroup/anon.slice/anon_service.service;5993;175905;0;992225
1684843755.209018;/sys/fs/cgroup/test.slice/test;267342205;9179420048;0;5964037095
1684843756.208479;#SYSTEM;268871445;9199541543;21223636020;5996111145
1684843756.208479;/sys/fs/cgroup/anon.slice/anon_service.service;6322;203648;0;1407295
1684843756.208479;/sys/fs/cgroup/test.slice/test;268826139;9197492716;0;5993104018
1684843757.207570;#SYSTEM;268044460;9237037009;21202430863;5994036891
1684843757.207570;/sys/fs/cgroup/anon.slice/anon_service.service;6017;198685;0;1177766
1684843757.207570;/sys/fs/cgroup/test.slice/test;267931319;9237613024;0;5990353574
1684843758.206986;#SYSTEM;268782009;9329749542;21206001873;5995470701
1684843758.206986;/sys/fs/cgroup/anon.slice/anon_service.service;5610;182151;0;1113569
1684843758.206986;/sys/fs/cgroup/test.slice/test;268862776;9331923620;0;5992601362
1684843759.206892;#SYSTEM;268458012;9281111517;21238624244;5997165821
1684843759.206892;/sys/fs/cgroup/anon.slice/anon_service.service;6336;214449;0;1512378
1684843759.206892;/sys/fs/cgroup/test.slice/test;268455317;9286206629;0;5993458390
1684843760.205933;#SYSTEM;267625470;9293908026;21199878068;5994971621
1684843760.205933;/sys/fs/cgroup/anon.slice/anon_service.service;6378;228844;0;1558311
1684843760.205933;/sys/fs/cgroup/test.slice/test;267551914;9284436427;0;5988298444
