TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1683820297.772727;#SYSTEM;19027;9661060;25638628;64925070
1683820297.772727;/sys/fs/cgroup/anon.slice/anon_service.service;11107;7825427;11659672;3125439
1683820297.772727;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu0;0;0;0;0
1683820297.772727;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu1;0;0;0;0
1683820297.772727;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu2;0;0;0;0
1683820297.772727;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu3;0;0;0;0
1683820297.772727;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu4;0;0;0;0
1683820297.772727;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu5;0;0;0;0
1683820298.716046;#SYSTEM;529896;146007321;219737882;11985523434
1683820298.716046;/sys/fs/cgroup/anon.slice/anon_service.service;3721;615712;2240469;1500880
1683820298.716046;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu0;0;0;0;13340
1683820298.716046;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu1;0;0;0;41981
1683820298.716046;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu2;0;0;0;23968
1683820298.716046;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu3;44985;2341448;3768622;3204332
1683820298.716046;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu4;0;0;0;7278
1683820298.716046;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu5;0;0;0;36795
1683820299.714954;#SYSTEM;785927;215258725;445752666;11872927214
1683820299.714954;/sys/fs/cgroup/anon.slice/anon_service.service;8236;518368;1726552;1395250
1683820299.714954;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu0;176956;77665423;88009351;30305690
1683820299.714954;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu1;51548;59182487;50565997;19574038
1683820299.714954;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu2;21915;10815138;22426125;8572815
1683820299.714954;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu3;40553;16098276;22879831;10129599
1683820299.714954;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu4;62150;20265236;35957907;12909620
1683820299.714954;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu5;34770;5911376;8654218;7498953
1683820300.714476;#SYSTEM;126286;20021339;51945715;11974105963
1683820300.714476;/sys/fs/cgroup/anon.slice/anon_service.service;7966;526972;1922718;1651634
1683820300.714476;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu0;47;17971;33071;178805
1683820300.714476;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu1;0;2040;8104;263566
1683820300.714476;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu2;0;0;0;29780
1683820300.714476;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu3;0;0;0;12281
1683820300.714476;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu4;3;14708;18882;180543
1683820300.714476;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu5;70;19739;40619;392580
1683820301.712387;#SYSTEM;494620;47915913;196485144;11516851526
1683820301.712387;/sys/fs/cgroup/anon.slice/anon_service.service;6788;477452;1553098;1017901
1683820301.712387;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu0;865;824940;1364356;3561821
1683820301.712387;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu1;690;660246;911348;4094478
1683820301.712387;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu2;1391;682228;1070739;3246940
1683820301.712387;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu3;964;571284;989593;2970630
1683820301.712387;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu4;1445;699352;1091379;3182526
1683820301.712387;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu5;1288;1228488;1665343;4288064
1683820302.712404;#SYSTEM;814429;231702223;366517677;11601018284
1683820302.712404;/sys/fs/cgroup/anon.slice/anon_service.service;1542;101540;623183;565411
1683820302.712404;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu0;783;328745;728209;1835053
1683820302.712404;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu1;1100;590999;902408;2260069
1683820302.712404;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu2;1506;511421;884997;1990347
1683820302.712404;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu3;1192;598918;1316872;2564256
1683820302.712404;/sys/fs/cgroup/machine.slice/machine-qemu\x2d6\x2dsmall0.scope/libvirt/vcpu4;1362;707811;1286861;2059109
