TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11;FREQ12;FREQ13;FREQ14;FREQ15;FREQ16;FREQ17;FREQ18;FREQ19;FREQ20;FREQ21;FREQ22;FREQ23;FREQ24;FREQ25;FREQ26;FREQ27;FREQ28;FREQ29;FREQ30;FREQ31;FREQ32;FREQ33;FREQ34;FREQ35;FREQ36;FREQ37;FREQ38;FREQ39;FREQ40;FREQ41;FREQ42;FREQ43;FREQ44;FREQ45;FREQ46;FREQ47;FREQ48;FREQ49;FREQ50;FREQ51;FREQ52;FREQ53;FREQ54;FREQ55;FREQ56;FREQ57;FREQ58;FREQ59;FREQ60;FREQ61;FREQ62;FREQ63
1684144687.588364;10.1977;1.16472;0;1470751;1000341;1000610;1000059;1000277;1000454;1000063;1000284;3193319;1000195;1000473;1000513;1000557;1000196;1000378;1000073;1000365;1000189;1000419;1000307;1000228;1000520;1000083;1000541;1000388;1000198;1000539;1000299;1000273;1000255;1000312;1000204;999992;1000155;1000440;1000580;1000222;1000380;1000248;1000155;1000347;1000186;1000056;1000389;1336354;1000313;1000700;1000265;1000271;1000475;1000166;1000257;1000181;1000354;1000215;1000408;1000229;1000096;1000199;1000054;1000253;1000330;1000278;1000316
1684144688.876366;47.0684;5.11369;0;1000224;1000383;1000140;1375973;1000264;1000411;1000059;1852149;1000079;1031000;1000863;1000057;1000658;1000565;1000307;1000236;1000257;1000343;1000173;1000177;1000281;1000206;1000036;1000349;999993;1000358;1000282;1000319;1000360;999945;1000328;1000508;1000478;1000311;1000289;1000391;1000143;1000322;1000096;1000066;1000656;1000452;1000141;1000045;1000158;1000409;1000397;1000224;1000349;1000198;1000404;1000286;1000277;1000327;1000515;1000060;1000242;1000327;1000104;1000169;1000473;1000152;1000207;1000260
1684144690.160362;91.8168;10.0832;0;1000066;1000195;1000194;1000240;1000120;1000144;1000213;1000377;1000309;1000356;1000250;1000384;1000403;1000174;1000020;1000584;1000222;1000283;1000685;1000352;1000084;1000334;999974;999933;1000147;1000554;1000405;1000502;1000386;1000333;1000281;1000274;1000423;1000174;1000484;1000392;1000491;1000200;1000446;1000272;1000368;1471290;1000076;3402816;1000154;1000278;1000282;2701719;1000385;1750630;1000234;1000266;999945;1181854;1000415;1000351;1000339;1000200;1000495;1000041;1000208;1000138;999878;1000453
1684144691.448359;168.96;18.9325;0;1000151;1000116;1000300;1000321;1000053;1000253;1000215;1000751;1000044;1000553;1000422;1000494;1000439;1000197;1000315;1000607;1000297;1000259;1000078;1000184;1000337;1000321;1000472;1000384;1000487;1000371;1000167;1000017;1000214;1000458;1000100;1000000;1000900;1000223;1000056;1000460;1000094;1000285;1000037;1000357;1000432;1000206;1000330;1000163;999982;1000308;1000217;1000025;1000258;1000860;1000146;1000112;1000392;1000458;1000138;1000472;1000308;1000216;1000028;1000410;1000251;1000259;1000161;1000129
1684144692.732371;215.247;23.6982;0;1000610;1000337;1000410;1000240;1000094;1000281;1000308;1000039;1000483;1000465;1000197;1000343;1000448;1000384;1000330;1000368;1000268;1000043;1000217;999991;1000438;1000311;1000061;1000335;1000326;1000365;1000250;1000090;1000086;1000440;1000198;1000468;1000694;1000213;1000175;1000323;1000254;1000193;1000480;1000265;1000286;1000781;1000016;1000063;1000338;1000205;1000061;1000073;1000333;1000484;1000366;1000075;1000382;1000480;1000145;1000573;1000424;1000193;999829;1000295;1000113;1000076;1000298;1000065
1684144694.20373;250.545;27.2136;0;1211549;1000152;1000362;1000257;1000379;1000240;1000381;1000401;1000500;1000204;1000090;1000085;1000281;1000098;1000000;1000020;1082983;2387612;1000196;1000599;999961;1000246;1000256;1000211;1000532;1000169;1000106;1000191;1000193;1000117;1000100;1000344;1000723;1000243;1000385;1000363;1000218;1000062;1000177;1000247;1000305;1000384;1000145;1000265;1000457;1000678;1000000;1000071;1014325;1000759;1000320;1000281;1000207;1000012;1000075;1000332;1000196;1000272;1000333;1000165;1000272;1000161;1000404;1000059
1684144695.304317;288.691;31.4396;0;1600851;1000280;1000235;1000057;1000428;1000211;1000027;1000088;1000419;1000098;1000463;1000111;1000227;1000008;1000447;3454670;1000255;3122399;1000246;1000100;1000186;3356859;1000310;1000179;1000646;1000338;1000587;1000223;1000195;999973;1000414;1000085;1000979;1000287;1000265;1000429;1000251;1000303;1000099;1077954;1000140;1122611;1000298;2485634;1000139;1460167;1000093;1000084;1000303;1000435;1000322;1967682;1000265;3494164;1000358;1065167;1000208;1000403;1000450;1065332;1000318;1350015;1000021;3010434
1684144696.592346;399.898;43.6448;0;1123244;3348842;1000366;1967862;1000426;1171080;1000082;1000384;1000659;3399999;1000518;3399999;1000163;1000277;1000685;3400000;1000229;3399999;1000291;1000077;1000249;3399999;1000120;1327705;1000187;999918;1000470;1000392;1000174;1000219;1000040;1000377;1001046;3400000;1000317;1000285;1000607;1000526;1000414;1000201;1000160;3398673;1000194;3399976;1000304;1000360;1000280;3400680;1500482;3400796;1000468;1000165;1000600;3398836;1000275;1427183;1000234;1500273;1000290;1000252;1000000;1000072;1000433;1000000
1684144697.876364;576.148;60.3256;0;3699943;3398360;1000349;1000204;1000531;1000343;1000075;1000345;1000018;1000233;1000009;3400518;1000274;1000245;1000229;3400000;1000530;3389557;1000050;1000159;1000515;3400000;1000199;1000559;1000212;1500186;1000410;1000390;1000058;1000153;1000137;1000046;3499719;3399375;1000713;1000016;1000317;1000048;1000225;1000353;1000064;1000309;1000276;3400000;1000630;1000037;1000221;3400500;1501312;3399022;1000304;1000267;1000381;3401498;1000173;1000180;1000380;1500426;1000151;1000002;1000294;999880;1000426;1000305
1684144699.160351;760.302;80.4394;0;3686620;3400000;1000133;2019997;1000126;1349295;1000175;999780;1000104;1000127;1000399;3399377;999993;1000342;1000433;3400000;1000605;3400000;1000402;1000200;1000434;3399999;1000002;1000297;1000254;1000148;1000217;1000139;1000348;1000294;1000573;1000124;3497888;3398547;1000675;1000593;1000339;1000382;1000147;1000245;1000234;1000219;999922;3370177;1000042;1000061;1000639;3399887;1000273;3400849;1000308;1000182;1000683;3401408;1000296;1000018;1000242;1000054;1000345;1000442;1000204;1000239;1000577;1000308
