FULL;PG1;PG2
13.822968;0;0
49.56362;0;0.3208
51.758424;17.086916;34.173832
51.803876;17.15691;34.147248000000005
51.791476;17.041064;34.2492
51.856;17.285334;34.40285
51.803176;17.044916;34.256938000000005
51.77103;17.034338;34.068676
51.83161;17.277202;34.386663999999996
51.84322;17.113296;34.394368
51.80592;17.047956;34.095912
51.811748;17.214872;34.262608
51.829124;17.276374;34.385016
51.77539;16.980996;34.128472
51.825804;17.05236;34.2719
51.808136;17.15832;34.31664
51.81883;17.272944;34.210488
51.81084;16.938158;34.208436
51.784704;17.261568;34.355548
51.828284;17.053176;34.27354
51.84244;17.225068;34.282904
51.82156;17.162768;34.325536
51.84466;17.058564;34.284369999999996
51.829744;17.165476;34.164298
51.800356;17.099146;34.198292
51.852372;17.172972;34.345944
51.819364;17.2174;34.267642
51.863924;17.010032;34.18683
51.83383;17.110196;34.38814
51.829644;17.220816;34.27444
51.805884;17.212922;34.258728
51.844976;16.94932;34.230976
51.86865;17.289548;34.411236
50.702976;17.884952;0
17.789428;0;0
13.938015;0;0
13.665625;0;0
13.648589;0;0
