TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684313605.241457;#SYSTEM;0;0;0;0
1684313605.241457;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313605.241457;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313606.261113;#SYSTEM;0;0;0;0
1684313606.261113;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313606.261113;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313607.276494;#SYSTEM;0;0;0;0
1684313607.276494;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313607.276494;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313608.261321;#SYSTEM;0;0;0;0
1684313608.261321;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313608.261321;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313609.281839;#SYSTEM;0;0;0;0
1684313609.281839;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313609.281839;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313610.299316;#SYSTEM;0;0;0;0
1684313610.299316;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313610.299316;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313611.307849;#SYSTEM;0;0;0;0
1684313611.307849;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313611.307849;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313612.306578;#SYSTEM;0;0;0;0
1684313612.306578;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313612.306578;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313613.308734;#SYSTEM;0;0;0;0
1684313613.308734;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313613.308734;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313614.307887;#SYSTEM;0;0;0;0
1684313614.307887;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313614.307887;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313615.307233;#SYSTEM;0;0;0;0
1684313615.307233;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313615.307233;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313616.306270;#SYSTEM;0;0;0;0
1684313616.306270;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313616.306270;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684313617.305440;#SYSTEM;0;0;0;0
1684313617.305440;/sys/fs/cgroup/anon.slice/anon_service.service;0;0;0;0
1684313617.305440;/sys/fs/cgroup/test.slice/test;0;0;0;0
