timestamp;RAPL;glob;PG1;PG2
1700595824016.0;0.25439453125;0;0;0
1700595824016.0;0.20751953125;0;0;0
1700595825018.0;26.50860595703125;0;0;0
1700595825018.0;15.30755615234375;0;0;0
1700595826019.0;22.947265625;0;0;0
1700595826019.0;12.09417724609375;0;0;0
1700595827021.0;24.05328369140625;0;0;0
1700595827021.0;13.86822509765625;0;0;0
1700595828022.0;22.1407470703125;0;0;0
1700595828022.0;10.82037353515625;0;0;0
1700595829023.0;23.5718994140625;0;0;0
1700595829023.0;13.36932373046875;0;0;0
1700595830024.0;22.5545654296875;0;0;0
1700595830024.0;11.53265380859375;0;0;0
1700595831027.0;24.5128173828125;0;0;0
1700595831027.0;13.07794189453125;0;0;0
1700595832028.0;117.19293212890625;0;0;0
1700595832028.0;54.53759765625;0;0;0
1700595833029.0;137.6085205078125;0;0;0
1700595833029.0;73.2178955078125;0;0;0
1700595834029.0;129.6995849609375;0;0;0
1700595834029.0;89.798828125;0;0;0
1700595835030.0;124.270263671875;0;0;0
1700595835030.0;101.1632080078125;0;0;0
1700595836030.0;122.30865478515625;0;0;0
1700595836030.0;110.11444091796875;0;0;0
1700595837031.0;124.13800048828125;0;0;0
1700595837031.0;112.098876953125;0;0;0
1700595838032.0;123.3499755859375;0;0;0
1700595838032.0;113.60626220703125;0;0;0
1700595839032.0;121.62823486328125;0;0;0
1700595839032.0;115.285400390625;0;0;0
1700595840033.0;120.99017333984375;0;0;0
1700595840033.0;116.08624267578125;0;0;0
1700595841033.0;118.570556640625;0;0;0
1700595841033.0;118.0941162109375;0;0;0
1700595842034.0;117.501708984375;0;0;0
1700595842034.0;119.12158203125;0;0;0
1700595843035.0;117.61566162109375;0;0;0
1700595843035.0;119.0701904296875;0;0;0
1700595844035.0;117.683837890625;0;0;0
1700595844035.0;119.1156005859375;0;0;0
1700595845036.0;117.6085205078125;0;0;0
1700595845036.0;119.1920166015625;0;0;0
1700595846036.0;117.7353515625;116.73445477125294;77.8219890497553;38.91246572149765
1700595846036.0;119.26177978515625;116.73445477125294;77.8219890497553;38.91246572149765
1700595847037.0;117.90374755859375;116.9520961905572;77.9673661395427;38.9847300510145
1700595847037.0;119.2391357421875;116.9520961905572;77.9673661395427;38.9847300510145
1700595848037.0;118.10150146484375;117.15978527318877;78.10585053735278;39.053934735835995
1700595849038.0;118.33154296875;117.3181554852213;78.21118889938097;39.106966585840325
1700595848037.0;119.2796630859375;117.15978527318877;78.10585053735278;39.053934735835995
1700595849038.0;119.3502197265625;117.3181554852213;78.21118889938097;39.106966585840325
1700595850039.0;118.4378662109375;117.73093507901447;0.0;117.62718690558255
1700595850039.0;119.36346435546875;117.73093507901447;0.0;117.62718690558255
1700595851039.0;118.651123046875;117.69787698275202;0.0;117.59437514042803
1700595851039.0;119.35565185546875;117.69787698275202;0.0;117.59437514042803
1700595852040.0;119.3111572265625;0;0;0
1700595852040.0;119.43475341796875;0;0;0
1700595853040.0;119.4788818359375;0;0;0
1700595854041.0;119.40191650390625;117.67939457795798;0.0;117.5740402640946
1700595855041.0;119.64410400390625;117.88269279962692;78.58790319392;39.294789605706924
1700595856042.0;119.58447265625;0;0;0
1700595857043.0;119.6956787109375;0;0;0
1700595858043.0;119.69146728515625;0;0;0
1700595853040.0;119.47515869140625;0;0;0
1700595854041.0;119.50811767578125;117.67939457795798;0.0;117.5740402640946
1700595855041.0;119.54681396484375;117.88269279962692;78.58790319392;39.294789605706924
1700595859044.0;119.63897705078125;120.17780368592553;0.0;119.05046885720743
1700595860044.0;119.6431884765625;120.15719288644452;0.0;119.01899327842254
1700595861045.0;119.40777587890625;117.71870572316762;0.0;117.61488448927011
1700595862046.0;119.1240234375;117.77276198146552;0.0;117.62351891150014
1700595863046.0;119.31201171875;117.73473904238288;0.0;117.6313957085656
1700595856042.0;119.5587158203125;0;0;0
1700595857043.0;119.51055908203125;0;0;0
1700595858043.0;119.73565673828125;0;0;0
1700595859044.0;119.58428955078125;120.17780368592553;0.0;119.05046885720743
1700595860044.0;119.68914794921875;120.15719288644452;0.0;119.01899327842254
1700595864047.0;119.2398681640625;117.72283418966512;0.0;117.61893272310115
1700595865047.0;119.831787109375;117.74316582806537;3.4590082537495888;114.17916936629625
1700595866048.0;121.4852294921875;118.37654077395344;14.205089288682016;104.06582819001873
1700595867048.0;121.24505615234375;118.46434062006385;12.785496815813902;105.3877768005278
1700595861045.0;119.728271484375;117.71870572316762;0.0;117.61488448927011
1700595862046.0;119.79931640625;117.77276198146552;0.0;117.62351891150014
1700595863046.0;119.711669921875;117.73473904238288;0.0;117.6313957085656
1700595868049.0;119.2403564453125;118.52896775845802;0.0;118.27873182430058
1700595869050.0;119.44305419921875;118.53482176072549;0.0;118.28725529322313
1700595870050.0;119.19647216796875;118.5267794329323;0.0;118.27568685516134
1700595871051.0;119.70343017578125;118.54697271950242;0.0;118.29036260414176
1700595872051.0;119.821044921875;118.96134159549673;0.0;118.24920820071596
1700595864047.0;119.89556884765625;117.72283418966512;0.0;117.61893272310115
1700595865047.0;119.27398681640625;117.74316582806537;3.4590082537495888;114.17916936629625
1700595866048.0;117.78717041015625;118.37654077395344;14.205089288682016;104.06582819001873
1700595867048.0;117.87255859375;118.46434062006385;12.785496815813902;105.3877768005278
1700595868049.0;119.8289794921875;118.52896775845802;0.0;118.27873182430058
1700595873052.0;120.10009765625;119.9640428756912;0.0;118.92930617727023
1700595874053.0;120.46478271484375;119.78269465507162;0.0;118.75994335641616
1700595875053.0;120.69793701171875;120.04867244903024;0.0;118.98930881965029
1700595876054.0;120.62652587890625;118.55321007769037;0.0;118.31321209771943
1700595869050.0;119.876220703125;118.53482176072549;0.0;118.28725529322313
1700595870050.0;119.985107421875;118.5267794329323;0.0;118.27568685516134
1700595871051.0;119.88824462890625;118.54697271950242;0.0;118.29036260414176
1700595872051.0;120.25213623046875;118.96134159549673;0.0;118.24920820071596
1700595873052.0;120.223876953125;119.9640428756912;0.0;118.92930617727023
1700595874053.0;120.42718505859375;119.78269465507162;0.0;118.75994335641616
1700595877055.0;76.1898193359375;61.909152330510345;0.36916639889209485;61.24297347611506
1700595878056.0;23.903564453125;0;0;0
1700595879058.0;25.31915283203125;0;0;0
1700595880059.0;23.49920654296875;0;0;0
1700595881060.0;24.90576171875;0;0;0
1700595875053.0;120.43194580078125;120.04867244903024;0.0;118.98930881965029
1700595876054.0;120.63623046875;118.55321007769037;0.0;118.31321209771943
1700595877055.0;71.18243408203125;61.909152330510345;0.36916639889209485;61.24297347611506
1700595878056.0;12.95916748046875;0;0;0
1700595879058.0;14.97705078125;0;0;0
1700595880059.0;11.7047119140625;0;0;0
1700595881060.0;14.190673828125;0;0;0
