TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11;FREQ12;FREQ13;FREQ14;FREQ15;FREQ16;FREQ17;FREQ18;FREQ19;FREQ20;FREQ21;FREQ22;FREQ23;FREQ24;FREQ25;FREQ26;FREQ27;FREQ28;FREQ29;FREQ30;FREQ31;FREQ32;FREQ33;FREQ34;FREQ35;FREQ36;FREQ37;FREQ38;FREQ39;FREQ40;FREQ41;FREQ42;FREQ43;FREQ44;FREQ45;FREQ46;FREQ47;FREQ48;FREQ49;FREQ50;FREQ51;FREQ52;FREQ53;FREQ54;FREQ55;FREQ56;FREQ57;FREQ58;FREQ59;FREQ60;FREQ61;FREQ62;FREQ63
1684146618.128385;9.5036;1.19545;0;1000109;1000284;1000004;1000197;1000053;1000404;1000657;1000595;1000114;1000433;1000594;999950;999926;999869;1000233;1000330;1336596;1000103;1162563;1000205;1000241;1000275;1000248;1000121;1000235;1000088;1000678;1000391;1000248;1000272;1000350;1000068;1000029;1000224;1000385;1000369;1000545;1000401;999996;1000331;2240410;1000168;1000292;1000231;1000161;1000383;1000265;1000068;1000115;998898;1000217;1000232;1000365;1000643;1000321;1000224;1000649;1000146;1000247;1000116;1000151;1000168;1000140;1000053
1684146619.412381;50.1336;5.86765;0;1313629;1000056;1109505;1000361;1000163;1000683;1000103;1000298;1000045;1000320;1000188;1000351;1000070;1000232;1049705;1000812;1000546;1000415;999849;1000180;1000239;1000164;1000194;1000388;1000368;1000186;999981;1000023;1000243;1000032;1000144;1000159;1000401;1000251;1000273;1000231;1000707;1000803;1000073;1000193;1000294;1000363;1000143;1000159;1000437;1000324;1000269;1000136;1000418;1000264;1000182;1000040;1000254;1000207;1000461;1000313;1000206;1000304;1000199;1000356;1000373;1000371;1000265;1000035
1684146620.696356;95.7131;10.8646;0;1000485;999976;1000074;1000221;1000476;1000248;1000540;1000260;1000340;1000441;1000296;1000117;1000228;1000325;1000220;1000304;1000186;1000226;1000496;1000522;1000354;1000335;1000204;1000408;1000151;1000111;1000023;1000074;1000168;1000368;1000099;1000357;3085954;1000254;1000242;1000570;1000191;1000122;1000089;1000383;1195395;1000408;1000472;1000313;1000265;1000284;1000292;1000251;1711249;1000357;1000209;1000236;1000687;1000156;3363951;1000322;3348934;1000589;1000338;1000495;1000335;1000134;1000687;1000243
1684146621.980371;179.268;20.0491;0;3382793;1000083;1000024;1000297;1000075;1000446;1000465;1000083;1000688;999973;1000335;1000369;1000198;1000417;1000233;1000259;1000290;1000428;1000371;1000309;1000562;1000267;1000062;1000573;1000669;1000216;1000401;1000338;1000013;1000472;1000262;1000134;1000232;1000150;1000119;1000955;1000211;1000555;1000070;1000503;1000130;1000218;1000041;1000332;1000281;1000420;1000231;1000449;1000344;1000339;1000111;1000315;1000404;1000224;1000290;1000328;1000282;1000116;1000367;1000328;1000101;1000177;1000185;1000166
1684146623.268398;226.543;25.0385;0;1000059;1000250;1000062;1000228;1000150;1000038;1000434;999970;1000521;1000209;1000462;1000315;1000121;1000322;1000353;1000170;1000019;1000170;1000153;1000146;1000225;1000450;1000022;1000138;1000081;999991;1000227;1000306;1000470;1000364;1000065;1000129;1000457;1000320;1000260;1000498;1000243;1000366;1000109;1000455;1000023;999954;1000146;1000474;1000609;1000126;1000246;1000231;1000161;1000189;1000158;1000078;1000151;1000236;1000459;1000056;1000128;1000310;1000160;1000212;1000105;1000269;1000487;1000013
1684146624.556364;264.689;29.1512;0;1000109;1000164;1000429;1000600;1000313;1000023;1000228;1000353;1000088;1000479;1000230;1000164;1000383;999991;1000364;1000593;1000354;1000529;1000080;1000138;1000184;1000315;1000256;1000203;1000296;1000098;1000192;1000158;1000127;1000410;1000201;1000081;1000189;1000210;1000061;1000398;1000319;1000216;1000113;1000314;1000441;1000131;1000267;1000234;1000409;1000273;1000368;1000230;1000193;1000356;1000311;1000418;1000232;1000089;1000199;1000560;1000360;1000328;1000240;1000403;1000137;1000273;1000462;1000310
1684146625.844344;302.117;33.2397;0;1000130;1000036;1000590;1000221;1000150;1000482;1000025;1000381;1000047;1000149;1000147;1000348;1000237;1000281;1000596;1000320;3427899;1000119;1000135;1000268;1000125;1000234;2699013;1000199;3362927;1000334;1000038;1000358;1000244;1000069;1000440;999940;3331102;1000418;1194221;1000863;1000470;1000290;3379988;1000203;3217319;1000418;2207114;1000563;1000215;1000655;1499786;1000311;3100737;1000298;1000189;1000565;1000072;1000247;3103442;1000379;3214612;1000436;1000127;999919;1000228;999971;1000047;1000098
1684146627.132380;443.684;50.5626;0;3192697;1000122;1000025;1000351;1000134;1000335;3219521;1000410;3401603;1000358;1485480;1000432;1000255;1000501;1000224;1000416;3279961;1000237;1000412;1000477;1000064;1000111;3210925;1000159;3283820;1000423;1000475;1000249;1000287;1000281;1000031;1000391;3281388;1000578;1000072;1000604;1000235;1000359;3399099;1000321;3282725;1000161;1000137;1000411;1000372;1000199;1000213;1000290;2178068;1000311;1000164;1000097;2063897;1000232;2787640;1000197;3098465;1000279;1000297;1000857;1000233;1000122;1000255;1000387
1684146628.416378;635.781;75.8718;0;3214911;3659189;1000177;1245277;999981;1000366;1000199;1000205;3400565;1000088;1000375;1000232;1000561;1000072;1000133;1000063;3230847;1000173;1000355;1000196;1000344;1000333;3267445;1000189;3224813;999925;1000318;1000231;1000170;1000272;1000016;1000240;3226782;3701346;1000023;1000076;1000282;1000164;1422898;1000403;3247386;1000260;1000185;1000391;1000442;1000192;1000138;1000010;3374121;1000107;1863894;1000589;1610830;1000077;3401151;1000448;3275280;1000585;1000177;1000343;2006021;1000204;1717295;1000291
1684146629.704374;834.363;103.444;0;3188456;3643360;1041495;1000053;1000270;999985;1000451;1000198;3148679;1000163;1000220;1000230;1000369;1000175;1000444;1000069;3226779;1000089;1000109;1000293;1000417;1000270;3294150;1000378;3229808;1000111;1000309;1000299;1000338;1000452;1000102;1000589;3273829;3601602;1000111;1000325;1000120;1000497;1000186;1000125;3378121;1000306;1000249;1000309;1000083;1000792;1000397;1000364;3101704;1000545;1000088;1000362;1000323;1000388;3100677;1000432;3399181;1000396;1000086;1000366;999965;1000400;1000162;1000481
