TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684146618.128385;#SYSTEM;218825;49670102;185189403;4401160483
1684146618.128385;/sys/fs/cgroup/anon.slice/anon_service.service;36454;18444891;102622289;31651360
1684146618.128385;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu0;0;0;0;0
1684146618.128385;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu1;0;0;0;0
1684146618.128385;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu2;0;0;0;5984
1684146618.128385;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu3;0;0;0;0
1684146618.128385;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu4;0;0;0;0
1684146618.128385;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu5;0;0;0;0
1684146619.412381;#SYSTEM;490654;168914446;267115315;78191486710
1684146619.412381;/sys/fs/cgroup/anon.slice/anon_service.service;6500;355644;3963854;4240762
1684146619.412381;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu0;65509;18941632;29489982;15326320
1684146619.412381;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu1;75048;40479550;46016050;18969677
1684146619.412381;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu2;12576;19196627;16208473;10059769
1684146619.412381;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu3;18558;17584659;33858069;11994325
1684146619.412381;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu4;12683;7891445;14687453;4625624
1684146619.412381;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu5;4861;8386606;14312101;4555180
1684146620.696356;#SYSTEM;577807;141649753;253315574;82091859945
1684146620.696356;/sys/fs/cgroup/anon.slice/anon_service.service;5404;270199;3978616;4255834
1684146620.696356;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu0;3202;1431809;3071462;3448976
1684146620.696356;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu1;37405;14096172;21403271;12099281
1684146620.696356;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu2;16406;9991408;13726528;8702772
1684146620.696356;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu3;13139;7340027;13447642;5810133
1684146620.696356;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu4;36543;24516954;33415582;14898655
1684146620.696356;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu5;28168;15627827;19649208;9936590
1684146621.980371;#SYSTEM;456181;68052240;239574723;81324411576
1684146621.980371;/sys/fs/cgroup/anon.slice/anon_service.service;8120;484711;5723121;3789949
1684146621.980371;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu0;581;809335;1334314;4484545
1684146621.980371;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu1;740;2188989;3380941;8201930
1684146621.980371;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu2;397;997879;1774877;6430498
1684146621.980371;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu3;460;1117958;2041073;6342554
1684146621.980371;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu4;627;584208;1027265;4041789
1684146621.980371;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu5;485;959850;1617022;5268699
1684146623.268398;#SYSTEM;275605;45171750;118551946;82065955562
1684146623.268398;/sys/fs/cgroup/anon.slice/anon_service.service;13270;801175;5403790;4712238
1684146623.268398;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu0;44;161909;300397;1075917
1684146623.268398;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu1;37;393597;620257;1636574
1684146623.268398;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu2;8;99740;197861;1035243
1684146623.268398;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu3;32;174254;340393;1271114
1684146623.268398;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu4;54;118090;210418;926666
1684146623.268398;/sys/fs/cgroup/machine.slice/machine-qemu\x2d15\x2dsmall0.scope/libvirt/vcpu5;20;160337;299385;1047515
1684146624.556364;#SYSTEM;178171;24539134;65991952;82389752723
1684146624.556364;/sys/fs/cgroup/anon.slice/anon_service.service;9240;1265413;15924464;14392947
