TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699890997.126838;0.105225;0;0;1074114;3210715;3060870;1934411;2916538;1162012;1157585;2877200
1699890998.286779;2.24243;0;0;621572;1570161;4099997;4100000;4100000;4100000;4100000;4103188
1699890999.138964;30.0786;0;0;4092117;4100000;4100000;4099999;4100000;4099999;4100000;4100000
1699891000.124135;58.2183;0;0;4100000;4100000;4100000;4100000;4099924;4100000;4100000;4100000
1699891001.123187;86.9219;0;0;4100000;4100000;4100003;4100144;4100000;4100000;4100000;4100000
1699891002.122262;115.853;0;0;4099999;4100000;4100000;4100000;4100000;4100000;4099999;4100000
1699891003.121313;144.832;0;0;4100000;4100000;4100000;4100000;4099999;4100000;4100000;4099999
1699891004.120372;173.862;0;0;4099999;4099949;4100000;4100000;4100000;4100000;4099999;4100000
1699891005.119426;202.975;0;0;4100000;4100000;4100000;4100000;4099999;4100000;4100000;4100000
1699891006.118484;232.204;0;0;4100000;4100000;4099999;4099888;4100268;4100000;4099999;4100000
1699891007.117539;261.57;0;0;4100000;4100000;4100000;4100053;4100000;4097544;4100000;4100000
1699891008.116596;291.023;0;0;4100000;4100000;4100000;4099933;4100000;4100000;4099999;4099999
1699891009.115659;320.47;0;0;4100000;4100000;4100000;4100000;4099728;4099539;4100000;4100000
1699891010.114719;349.956;0;0;4099999;4100000;4100000;4100000;4100000;4100000;4100000;4100000
1699891011.113771;379.421;0;0;4100000;4100000;4099999;4100000;4100000;4100000;4100000;4100000
1699891012.112830;408.885;0;0;4100000;4100000;4100000;4100306;4099999;4100000;4099999;4100000
1699891013.111881;438.355;0;0;4100000;4100000;4100000;4100000;4100000;4099999;4100000;4100000
1699891014.110902;467.838;0;0;4099999;4100000;4100000;4100000;4100000;4100000;4100000;4099999
1699891015.109961;497.316;0;0;4100000;4099999;4100000;4099886;4100000;4100000;4100000;4100000
1699891016.109021;526.796;0;0;4100000;4100000;4100003;4100000;4100000;4098699;4100000;4100000
1699891017.108080;556.279;0;0;4100000;4100000;4099999;4100000;4099999;4100000;4100000;4100000
1699891018.107139;585.771;0;0;4099999;4100000;4100000;4100058;4100000;4100000;4099999;4100000
1699891019.106191;615.295;0;0;4100000;4099999;4099999;4100000;4100000;4100000;4100000;4099999
1699891020.105251;644.817;0;0;4100000;4100000;4100000;4100000;4100000;4100000;4099999;4100002
1699891021.104309;674.406;0;0;4100000;4099999;4100000;4100000;4100000;4099999;4100004;4100000
1699891022.103366;704.047;0;0;4100000;4100000;4099999;4099999;4100000;4101132;4100000;4100000
1699891023.102430;733.742;0;0;4100000;4100000;4100000;4100000;4099988;4100000;4100000;4100000
1699891024.101482;763.459;0;0;4099999;4100000;4100000;4100000;4100000;4099675;4100000;4099999
1699891025.100537;793.241;0;0;4100000;4099999;4100000;4100000;4100000;4100000;4099995;4100000
1699891026.100316;823.049;0;0;4098960;4100000;4120969;2999755;2515578;4130104;4099917;4100000
1699891027.275061;836.958;0;0;680088;557330;921507;493102;590296;493701;854303;570252
1699891028.99480;839.18;0;0;960820;687055;2146847;840517;960847;955900;1099367;867322
1699891029.98929;841.418;0;0;987363;1047139;2253268;896345;913978;1044836;1074278;891106
1699891030.98001;843.64;0;0;1003583;964238;2148051;853133;992645;908838;1222365;915206
