RAPL;ALL;PG1;PG2
0.04949951171875;0;0;0
14.27191162109375;0;0;0
14.18206787109375;0;0;0
14.04010009765625;0;0;0
14.29888916015625;0;0;0
68.48590087890625;0;0;0
70.3631591796875;0;0;0
70.38092041015625;0;0;0
70.38067626953125;0;0;0
70.38067626953125;0;0;0
70.3856201171875;0;0;0
70.32513427734375;0;0;0
70.39288330078125;0;0;0
70.38763427734375;0;0;0
70.39459228515625;0;0;0
70.3857421875;0;0;0
70.397216796875;70.37699312378616;35.1838000096606;35.1584492339306
70.396728515625;70.38040591026927;35.185613388256556;35.16017272535899
70.39117431640625;70.37784314628969;35.183369625595056;35.12454169753923
70.32855224609375;70.37525204643984;35.18621279944063;35.15425384278454
70.402099609375;70.36944307999975;35.17527097613551;35.159461442885075
70.38641357421875;70.37931065449484;35.1835699178939;35.160363248715456
70.39947509765625;70.37994523819096;35.18572477039012;35.15948928907068
70.40167236328125;70.38178597227565;35.18706526332435;35.16065147194876
70.4031982421875;70.37840591698682;35.185118030786846;35.15900370133007
70.39697265625;70.38078158003137;35.18589672832902;35.16048879623792
70.32855224609375;70.35797756561205;35.18621524236621;35.13751819684217
70.40838623046875;70.3801025395193;35.18601494951811;35.158847864157686
70.4066162109375;70.37715433510678;35.1826378256707;35.12322514101741
70.41314697265625;70.3767449587923;35.185256769831966;35.15624944015271
70.41888427734375;70.28297492662853;35.090653816362504;35.15765636996767
70.415283203125;70.37803464422835;35.18254109918676;35.160732566720796
70.3349609375;70.37918461487062;35.184872794873485;35.1599099023183
70.41949462890625;70.38200189775962;35.18656062466913;35.16107404018112
70.423583984375;70.37844255633362;35.184610949805446;35.159326123058506
70.41986083984375;70.37918363805657;35.186088227918184;35.15874625239049
70.4267578125;70.37892472411602;35.184976849730184;35.1596382865862
67.06591796875;0;0;0
51.47528076171875;0;0;0
51.3155517578125;0;0;0
27.520751953125;0;0;0
14.03704833984375;0;0;0
14.0003662109375;0;0;0
14.015380859375;0;0;0
14.02532958984375;0;0;0
