TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_SW_CPU_CLOCK;PERF_COUNT_HW_BRANCH_MISSES
1701762902.509836;#SYSTEM;14034462;14088857;60600632;114889
1701762902.509836;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1701762902.509836;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1701762902.509836;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762903.565757;#SYSTEM;590747068;925430548;5907284796;5095049
1701762903.565757;/sys/fs/cgroup/custom.slice/pg1;165947895;293185691;60132370;1495150
1701762903.565757;/sys/fs/cgroup/custom.slice/pg2;301576137;531716851;108587009;2730912
1701762903.565757;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762904.429750;#SYSTEM;6580167849;12117054907;3932988581;62713003
1701762904.429750;/sys/fs/cgroup/custom.slice/pg1;1220175671;2256247309;498981521;11660711
1701762904.429750;/sys/fs/cgroup/custom.slice/pg2;5304391283;9804424266;1478153958;50645160
1701762904.429750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762905.429775;#SYSTEM;6667283792;12255885213;3992875036;63610423
1701762905.429775;/sys/fs/cgroup/custom.slice/pg1;1254637654;2320202885;503197524;12001648
1701762905.429775;/sys/fs/cgroup/custom.slice/pg2;5377633946;9940968095;1498316934;51347138
1701762905.429775;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762906.425737;#SYSTEM;6770306391;12439086588;4000522578;64566592
1701762906.425737;/sys/fs/cgroup/custom.slice/pg1;1272980643;2353133017;495238357;12168702
1701762906.425737;/sys/fs/cgroup/custom.slice/pg2;5377519838;9939162852;1498287917;51342147
1701762906.425737;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762907.425721;#SYSTEM;6700358301;12307080867;3994270922;63879121
1701762907.425721;/sys/fs/cgroup/custom.slice/pg1;1278747182;2364259156;501359166;12219036
1701762907.425721;/sys/fs/cgroup/custom.slice/pg2;5380552786;9945283590;1499135020;51371591
1701762907.425721;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762908.425781;#SYSTEM;6767284489;12431394661;3996568452;64540754
1701762908.425781;/sys/fs/cgroup/custom.slice/pg1;1280260957;2368368471;499557569;12236759
1701762908.425781;/sys/fs/cgroup/custom.slice/pg2;5380822350;9944227391;1499211898;51366420
1701762908.425781;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762909.425780;#SYSTEM;6667912196;12250675259;3995862136;63602612
1701762909.425780;/sys/fs/cgroup/custom.slice/pg1;1224063273;2264166096;498192532;11696841
1701762909.425780;/sys/fs/cgroup/custom.slice/pg2;5379559531;9943452829;1498847610;51365726
1701762909.425780;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701762910.425784;#SYSTEM;6732102303;12367961231;3996182634;64210700
