TIMESTAMP;CPU;RAM;GPU
1701077770.75583;0.578796;0;0
1701077771.74593;14.5861;0;0
1701077772.73728;37.5454;0;0
1701077773.72873;60.5018;0;0
1701077774.72012;83.494;0;0
1701077775.71156;106.468;0;0
1701077776.70214;129.455;0;0
1701077777.69373;152.417;0;0
1701077778.68519;175.471;0;0
1701077779.67666;198.464;0;0
1701077780.66750;221.47;0;0
1701077781.65900;244.495;0;0
1701077782.65043;267.49;0;0
1701077783.64174;290.486;0;0
1701077784.63308;313.5;0;0
1701077785.62380;336.496;0;0
1701077786.61539;359.516;0;0
1701077787.60669;382.497;0;0
1701077788.59810;405.543;0;0
1701077789.58953;428.538;0;0
1701077790.58078;451.566;0;0
1701077791.57361;474.429;0;0
1701077792.56529;488.064;0;0
1701077793.55690;501.491;0;0
1701077794.54859;515.002;0;0
