TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699893607.929841;0.11084;0;0;1264094;1178493;1415918;1174278;1995467;1955777;2620714;1001256
1699893609.66972;2.34161;0;0;828923;2768471;957755;1462340;4109601;1129830;591519;1255756
1699893610.102962;17.0174;0;0;4680877;2934459;902481;440417;4280081;1321748;541007;393653
1699893610.927599;31.6224;0;0;4698439;587120;1721386;2720793;4574346;3212563;986841;1029103
1699893611.926699;46.478;0;0;4698506;3592549;868082;1603457;4610662;2987879;1353938;1613014
1699893612.925703;61.3326;0;0;4698496;3814810;775144;2611223;4527661;2897326;889980;4106170
1699893613.924773;76.1765;0;0;4698298;3565266;946478;1575077;4460204;2824272;1529612;4106170
1699893614.923834;91.0362;0;0;4698313;3835667;1055203;2597691;4548031;3058569;911848;2088815
1699893615.922858;105.931;0;0;4698463;3707913;783793;1582928;4601882;3031140;1435694;1852996
1699893616.921910;120.821;0;0;4698335;3172143;792184;1945722;4552182;3987087;1616712;2354262
1699893617.920990;135.701;0;0;4697690;517829;728148;1428224;4469761;4096830;1381109;2475163
1699893618.920015;150.562;0;0;4698319;555006;712898;2155817;4518972;4142639;1054390;1443920
1699893619.919080;165.44;0;0;4697858;529572;830915;1397333;4581174;3864035;1392993;1723025
1699893620.918128;180.319;0;0;4698318;765953;742215;1746319;4404685;4315014;655215;4106771
1699893621.917208;195.196;0;0;4698377;717303;759113;1380150;4495398;4204636;1111084;1452420
1699893622.916237;210.059;0;0;4698314;537828;753214;2035145;4532869;4163999;953527;1617325
1699893623.915304;224.927;0;0;4698649;540117;735521;1439180;4585269;4110473;1073205;1310373
1699893624.914355;239.79;0;0;4698299;630863;742757;2006337;4526284;4310640;803386;1646635
1699893625.913422;254.663;0;0;4697843;652649;772245;1377697;4457712;4003893;959985;4106451
1699893626.912462;269.536;0;0;4698569;648315;764463;2022733;4269208;4181515;797882;1313708
1699893627.911540;284.408;0;0;4698410;563301;766914;1346049;4592675;3902803;1462861;1436187
1699893628.910594;299.271;0;0;4698437;542533;753744;2112093;4525284;3965019;987036;1468808
1699893629.909635;314.129;0;0;4698069;617368;760491;1421145;4470140;3832693;1473596;1710401
1699893630.908673;328.965;0;0;4698722;716422;734487;2082945;4518696;4376907;1058891;4110131
1699893631.907755;343.8;0;0;4698363;695460;732708;1270125;4599096;4141700;976037;1134392
1699893633.86999;353.991;0;0;652473;1078571;486124;552663;536543;920350;409882;1147540
1699893633.906878;356.201;0;0;846702;969880;834496;1011398;833832;2373501;915635;1033746
1699893634.906313;358.441;0;0;838526;951246;816505;1090197;892250;2457117;791736;1200965
1699893635.905746;360.679;0;0;788240;1044669;812434;1029280;819449;2458704;843962;996055
