TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699902685.479778;0.597229;0;0;1200026;1200009;1788491;1200008;1790908;1200018
1699902686.611661;14.4221;0;0;2076544;1414115;1200245;1200045;1200209;3600000
1699902687.478207;53.778;0;0;3596903;1200207;1200039;1200121;1200123;3600000
1699902688.477340;95.0094;0;0;3600000;1521876;1200189;1200125;1200190;3599999
1699902689.476477;136.285;0;0;3600000;1404422;1200149;1200129;1200179;3600000
1699902690.475659;177.571;0;0;3599999;1447700;1200201;1200132;1200151;3599999
1699902691.474795;218.831;0;0;3600000;1472124;1200118;1200154;1200192;3600000
1699902692.473960;260.095;0;0;3599999;1482973;1200172;1200146;1200125;3599999
1699902693.473118;301.456;0;0;3600000;1501696;1200133;1225519;1200200;3600000
1699902694.472222;342.722;0;0;3600000;1390421;1200110;1200130;1200214;3600000
1699902695.471411;384.013;0;0;3600000;1422122;1200103;1200132;1200200;3600000
1699902696.470569;425.324;0;0;3599999;1477195;1200168;1200145;1200198;3599999
1699902697.469720;466.68;0;0;3600000;1493208;1200159;1200156;1200179;3600000
1699902698.468839;508.009;0;0;3599999;1470981;1200195;1200122;1200196;3600000
1699902699.467981;549.368;0;0;3600000;1391460;1200144;1200151;1200236;3599999
1699902700.467172;590.649;0;0;3600000;1441955;1200087;1200133;1200217;3599999
1699902701.466329;631.957;0;0;3599999;1468562;1200155;1200124;1200181;3600000
1699902702.465486;673.252;0;0;3600000;1474813;1200159;1200128;1200144;3599999
1699902703.464599;714.613;0;0;3600000;1489885;1200145;1200120;1200210;3600000
1699902704.463802;755.907;0;0;3600000;1388208;1200206;1200122;1200169;3600000
1699902705.462942;797.259;0;0;3600000;1429831;1200141;1200135;1200144;3599999
1699902706.462089;838.594;0;0;3599999;1470247;1200142;1200139;1200189;3600000
1699902707.461237;879.897;0;0;3600000;1480887;1200166;1200139;1200159;3599999
1699902708.460367;921.205;0;0;3600000;1474475;1200157;1200114;1200201;3599999
1699902709.459565;962.633;0;0;3600000;1464265;1200098;1200072;1200145;3600000
1699902710.458703;1003.98;0;0;3600000;1476439;1200143;1200122;1200169;3599999
1699902711.457852;1045.39;0;0;3599999;1460999;1200128;1200134;1200153;3600000
1699902712.457010;1086.76;0;0;3600000;1469396;1200126;1200139;1200253;3600000
1699902713.456123;1128.12;0;0;3600000;1472238;1200073;1200128;1200144;3599999
1699902714.455310;1169.46;0;0;3600000;1386321;1200122;1200132;1200156;3600000
1699902715.454465;1210.86;0;0;3600000;1402709;1200122;1200127;1200188;3599999
1699902716.453589;1252.2;0;0;3599999;1440690;1200152;1200113;1200192;3600000
1699902717.452734;1293.57;0;0;3600000;1477238;1200145;1200110;1200166;3600000
1699902718.451893;1334.95;0;0;3600000;1488599;1200117;1213648;1200171;3600000
1699902719.451111;1373.55;0;0;3600000;1392840;1200046;1200110;1200160;3599783
1699902720.450269;1406.59;0;0;3599999;1449674;1200168;1200141;1200243;1205469
1699902721.583724;1437.58;0;0;1200484;1200361;1200555;1200095;1200237;1200233
1699902722.448746;1451.1;0;0;1200141;1490334;1200110;1200110;1200172;1200112
1699902723.448254;1464.66;0;0;1200044;1526731;1200088;1200072;1200116;1200102
1699902724.447084;1478.13;0;0;1200107;1321613;1200150;1200059;1200133;1200130
