RAPL;ALL;PG1;PG2
0.04949951171875;0;0;0
14.1566162109375;0;0;0
14.1136474609375;0;0;0
14.08685302734375;0;0;0
14.23480224609375;0;0;0
77.4171142578125;0;0;0
79.60528564453125;0;0;0
79.532958984375;0;0;0
79.61181640625;0;0;0
79.61602783203125;0;0;0
79.5496826171875;0;0;0
79.607666015625;0;0;0
79.5457763671875;0;0;0
79.63421630859375;0;0;0
79.5672607421875;0;0;0
79.6495361328125;0;0;0
79.64013671875;79.59055373398186;39.76711557364113;39.78297871706243
79.5833740234375;79.59661549396056;39.76987096932477;39.78539369482767
79.65411376953125;79.59355394320097;39.7334528835744;39.78084060516914
79.5751953125;79.59766272116082;39.77411458814838;39.78394526079502
79.6500244140625;79.58935453449661;39.76162412420105;39.78917642315788
79.6640625;79.60606540695495;39.764505518724604;39.800815842309234
79.66656494140625;79.60165102654564;39.76052052909871;39.800794842502576
79.59228515625;79.60064248319975;39.76117207573149;39.79948788085159
79.69061279296875;79.60162063208865;39.76119141765867;39.80061468626654
79.7034912109375;79.60184665632342;39.76202754153941;39.7999067717317
79.55487060546875;79.27396617512768;39.56816948429041;39.6655057986387
79.7542724609375;79.60058722055065;39.760003823329725;39.79918117314915
79.8062744140625;79.5963822855814;39.71991242929436;39.79454850527593
79.79095458984375;79.60344982577352;39.76243703776917;39.80076279016611
79.94415283203125;79.40752936646048;39.75999995494429;39.60662068290078
80.06219482421875;79.6010409268997;39.76120578594744;39.79937625030043
80.072021484375;79.60225946831213;39.76091786754568;39.80140217901608
80.205322265625;79.60159907965549;39.761915358361755;39.80006703341406
80.4609375;79.60214507462851;39.761583229840724;39.80046879287295
80.47705078125;79.60316190737176;39.762650351594644;39.800523502895544
80.6571044921875;79.60284304188652;39.76165451865805;39.80152541472355
80.77392578125;79.60102545335793;39.76226074991856;39.79871144063188
80.70269775390625;79.59753395918843;39.7199218239447;39.79543547079383
80.7890625;79.60249267669128;39.76163130834543;39.80034058352705
80.26666259765625;0;0;0
18.015869140625;0;0;0
14.08367919921875;0;0;0
14.0421142578125;0;0;0
14.00048828125;0;0;0
13.97259521484375;0;0;0
