TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699903384.678450;0.568665;0;0;1954984;1200058;1200085;1200016;1200039;1846178
1699903385.819662;14.7711;0;0;2978498;3600000;1200272;1200063;1200158;1200026
1699903386.676821;54.4194;0;0;3600000;3600000;1200221;1200123;1200189;1200041
1699903387.675972;96.424;0;0;3599999;3599999;1200202;1455404;1200224;1200048
1699903388.675124;138.45;0;0;3600000;3600000;1200190;1437677;1200229;1200027
1699903389.674274;180.452;0;0;3600000;3600000;1200208;1511611;1200219;1200054
1699903390.673317;222.477;0;0;3599999;3599999;1200226;1513080;1200193;1200059
1699903391.672427;264.462;0;0;3600000;3600000;1200228;1527905;1200153;1200048
1699903392.671629;306.521;0;0;3599999;3600000;1200222;1537038;1200185;1200034
1699903393.670752;348.504;0;0;3600000;3599999;1200229;1535282;1200185;1200037
1699903394.669898;390.534;0;0;3600000;3600000;1200203;1529972;1200164;1200066
1699903395.668991;432.617;0;0;3600000;3599999;1200203;1529746;1200155;1200026
1699903396.668140;474.635;0;0;3599999;3600000;1200190;1525797;1200172;1200074
1699903397.667293;516.629;0;0;3599999;3600000;1200183;1420551;1200137;1200057
1699903398.666438;558.702;0;0;3600000;3600000;1200189;1431350;1200236;1200076
1699903399.665587;600.763;0;0;3600000;3599999;1200186;1482182;1200190;1200067
1699903400.664659;642.772;0;0;3599999;3600000;1200198;1480345;1200283;1200067
1699903401.663843;684.798;0;0;3600000;3599999;1200203;1500559;1241313;1200041
1699903402.662974;726.908;0;0;3600000;3600000;1200201;1403282;1200197;1200056
1699903403.662120;768.944;0;0;3599999;3599999;1200204;1461896;1200224;1200052
1699903404.661205;811.005;0;0;3600000;3600000;1200195;1466891;1200203;1200043
1699903405.660300;853.034;0;0;3600000;3599999;1200205;1458213;1200175;1200029
1699903406.659439;895.17;0;0;3600000;3600000;1200204;1487557;1200182;1200057
1699903407.658597;937.203;0;0;3599999;3600000;1200197;1408783;1200178;1200041
1699903408.657750;979.263;0;0;3599999;3600000;1200192;1452436;1200227;1200058
1699903409.656832;1021.34;0;0;3600000;3600000;1200183;1472986;1200176;1200084
1699903410.655993;1063.4;0;0;3600000;3599999;1200183;1496258;1200202;1200051
1699903411.655134;1105.47;0;0;3599999;3600000;1200208;1476738;1200150;1200051
1699903412.654275;1147.58;0;0;3600000;3600000;1200191;1408161;1200216;1200044
1699903413.653432;1189.61;0;0;3600000;3599999;1200173;1450388;1200203;1200047
1699903414.652497;1231.67;0;0;3599999;3600000;1200178;1489490;1200300;1200053
1699903415.651679;1273.74;0;0;3600000;3599999;1200190;1504854;1200185;1200046
1699903416.650816;1315.86;0;0;3600000;3599999;1200181;1525116;1232507;1200049
1699903417.650022;1354.37;0;0;3597448;3600000;1200155;1406644;1200076;1200054
1699903418.649166;1389.07;0;0;1200239;3600000;1200108;1422927;1200232;1200097
1699903419.648288;1423.74;0;0;1200226;3600000;1200099;1468167;1200196;1200117
1699903420.647474;1458.39;0;0;1200237;3600000;1200077;1501229;1200198;1200092
1699903421.646639;1492.96;0;0;1200244;3599999;1200060;1515456;1200174;1200042
1699903422.645757;1527.6;0;0;1200218;3600000;1200117;1415843;1200224;1200054
1699903423.644839;1562.13;0;0;1200246;3600000;1200041;1374711;1200158;1200078
1699903424.775731;1576.36;0;0;1200117;1200570;1200472;1200433;1200251;1200445
1699903425.643585;1589.88;0;0;1200034;1200073;1200074;1200190;1200106;1200078
1699903426.642558;1603.5;0;0;1200024;1200054;1200006;1471853;1200121;1200119
1699903427.641780;1617.02;0;0;1200044;1200024;1200093;1545931;1200105;1200090
