RAPL;ALL;PG1;PG2
0.02764892578125;0;0;0
14.2158203125;0;0;0
13.97137451171875;0;0;0
13.82452392578125;0;0;0
14.127685546875;0;0;0
39.83551025390625;0;0;0
41.11865234375;0;0;0
41.13470458984375;0;0;0
41.13922119140625;0;0;0
41.100341796875;0;0;0
41.1270751953125;0;0;0
41.116943359375;0;0;0
41.18707275390625;0;0;0
41.12933349609375;0;0;0
41.1444091796875;0;0;0
41.13421630859375;40.98506951419506;20.408495416696333;20.407932119283352
41.1917724609375;40.984723811637615;20.408410476679798;20.407320540266948
41.12176513671875;40.986470095162026;20.40801718556139;20.406671581242698
41.160400390625;41.158096061676844;20.40851579965197;20.408178452051132
41.15130615234375;40.98348284749877;20.408345047738496;20.40811219967414
41.18145751953125;40.97973688374451;20.406935028025252;20.404734905303815
41.17156982421875;40.98445885614354;20.408638957482975;20.409280150790668
41.130615234375;40.982562060033956;20.408315326858375;20.40665289348066
41.1812744140625;40.98468133561714;20.4082855976453;20.408250652997143
41.119140625;40.98719211793342;20.408684844396415;20.406596832930276
41.12109375;40.98301315806394;20.408308525958507;20.408817218129844
41.1380615234375;40.9788460570985;20.4089676827941;20.4077868668285
41.20135498046875;40.99097359428827;20.408032480632713;20.407680688835516
41.14013671875;41.161194561225074;20.408547218353384;20.40625366315651
41.12567138671875;40.98491497434786;20.408542968028;20.409669184608042
41.15521240234375;40.99961068280681;20.415633073671682;20.414530412808258
41.17718505859375;41.00303720723722;20.4163601901308;20.41572384439216
41.12969970703125;40.998857295312305;20.415578722451173;20.41463828643435
41.1912841796875;40.99868913980188;20.414716545475645;20.416790717793138
41.13555908203125;40.99899966282939;20.412510613241466;20.40860231168372
41.20819091796875;40.98369801177214;20.41195508681132;20.412099369337508
36.88055419921875;27.839649396972657;7.258440064075953;20.410841381043195
25.74462890625;12.32029684268252;0.0;11.695759925420486
13.81768798828125;0;0;0
13.86944580078125;0;0;0
13.7861328125;0;0;0
13.8167724609375;0;0;0
