TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_SW_CPU_CLOCK;PERF_COUNT_HW_BRANCH_MISSES
1701763569.25833;#SYSTEM;33527724;32332209;30072961;267093
1701763569.25833;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1701763569.25833;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1701763569.25833;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763570.29726;#SYSTEM;93136098;62285316;5957598042;497157
1701763570.29726;/sys/fs/cgroup/custom.slice/pg1;20831879;19410570;15930005;199132
1701763570.29726;/sys/fs/cgroup/custom.slice/pg2;30340503;25478395;23250253;184927
1701763570.29726;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763571.25723;#SYSTEM;6779437555;9667879249;3964387815;111862412
1701763571.25723;/sys/fs/cgroup/custom.slice/pg1;1353471045;1769600448;526989476;25144093
1701763571.25723;/sys/fs/cgroup/custom.slice/pg2;5346240059;7834389987;1499593868;86100579
1701763571.25723;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763572.21744;#SYSTEM;6817290304;9733990515;3994865771;112565179
1701763572.21744;/sys/fs/cgroup/custom.slice/pg1;1356020782;1774025312;502242667;25207348
1701763572.21744;/sys/fs/cgroup/custom.slice/pg2;5374187813;7876315604;1497349403;86556568
1701763572.21744;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763573.21720;#SYSTEM;6685223816;9560667176;3998607252;110098248
1701763573.21720;/sys/fs/cgroup/custom.slice/pg1;1232821574;1611524825;498439307;22894617
1701763573.21720;/sys/fs/cgroup/custom.slice/pg2;5373912592;7875522256;1497304213;86555330
1701763573.21720;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763574.21781;#SYSTEM;6770938192;9672872352;3998503325;111687246
1701763574.21781;/sys/fs/cgroup/custom.slice/pg1;1292346538;1690847470;498416978;24025071
1701763574.21781;/sys/fs/cgroup/custom.slice/pg2;5373571311;7874874479;1497187428;86544401
1701763574.21781;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763575.21781;#SYSTEM;6761101587;9660398563;3997980388;111518202
1701763575.21781;/sys/fs/cgroup/custom.slice/pg1;1302969755;1704515375;498628509;24216550
1701763575.21781;/sys/fs/cgroup/custom.slice/pg2;5373281934;7874368860;1497091211;86544356
1701763575.21781;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763576.17783;#SYSTEM;6658323943;9522835078;3993564566;109586098
1701763576.17783;/sys/fs/cgroup/custom.slice/pg1;1227266425;1604187384;501702315;22791570
1701763576.17783;/sys/fs/cgroup/custom.slice/pg2;5379481775;7883928730;1498831254;86641991
1701763576.17783;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763577.17778;#SYSTEM;6823316911;9741725880;3998077729;112712243
1701763577.17778;/sys/fs/cgroup/custom.slice/pg1;1340240772;1752793477;496359734;24898000
1701763577.17778;/sys/fs/cgroup/custom.slice/pg2;5383374640;7890003262;1499925506;86707238
1701763577.17778;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763578.17775;#SYSTEM;6679281923;9551060289;3993598128;110008340
1701763578.17775;/sys/fs/cgroup/custom.slice/pg1;1231687106;1610432195;500918660;22871515
1701763578.17775;/sys/fs/cgroup/custom.slice/pg2;5383287703;7889673697;1499898342;86707184
1701763578.17775;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763579.17755;#SYSTEM;6745739503;9639700797;3995619775;111265170
1701763579.17755;/sys/fs/cgroup/custom.slice/pg1;1294256677;1693396474;498434580;24056546
1701763579.17755;/sys/fs/cgroup/custom.slice/pg2;5383497931;7889795792;1499952739;86702412
1701763579.17755;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763580.17782;#SYSTEM;6806744546;9719550991;4000065126;112123254
1701763580.17782;/sys/fs/cgroup/custom.slice/pg1;1326910627;1735528907;498425580;24655309
1701763580.17782;/sys/fs/cgroup/custom.slice/pg2;5369032661;7868899683;1495934615;86474721
1701763580.17782;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763581.13750;#SYSTEM;6675161595;9549738282;3994808872;109942497
1701763581.13750;/sys/fs/cgroup/custom.slice/pg1;1237295489;1617846157;501427600;22991291
1701763581.13750;/sys/fs/cgroup/custom.slice/pg2;5377439831;7881406330;1498261746;86610537
1701763581.13750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763582.13750;#SYSTEM;6771604681;9674184317;3998914756;111710617
1701763582.13750;/sys/fs/cgroup/custom.slice/pg1;1333649355;1744501847;497226457;24781426
1701763582.13750;/sys/fs/cgroup/custom.slice/pg2;5377200558;7880935128;1498203466;86606884
1701763582.13750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763583.13774;#SYSTEM;6724461328;9612802710;3992578785;110848200
1701763583.13774;/sys/fs/cgroup/custom.slice/pg1;1265867901;1656031072;503321650;23520602
1701763583.13774;/sys/fs/cgroup/custom.slice/pg2;5376861531;7880663456;1498093219;86606276
1701763583.13774;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763584.13751;#SYSTEM;6738709682;9631363151;3999957268;111105250
1701763584.13751;/sys/fs/cgroup/custom.slice/pg1;1266818539;1657086800;496044110;23546060
1701763584.13751;/sys/fs/cgroup/custom.slice/pg2;5376771501;7880450765;1498075954;86600518
1701763584.13751;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763585.9751;#SYSTEM;6774750172;9678149030;3993761015;111783392
1701763585.9751;/sys/fs/cgroup/custom.slice/pg1;1332055812;1742050035;501946280;24748504
1701763585.9751;/sys/fs/cgroup/custom.slice/pg2;5378701752;7883226978;1498608926;86636131
1701763585.9751;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763586.9749;#SYSTEM;6673333496;9544162405;3996845433;109886251
1701763586.9749;/sys/fs/cgroup/custom.slice/pg1;1229654497;1607944449;498495754;22841358
1701763586.9749;/sys/fs/cgroup/custom.slice/pg2;5380234407;7884186130;1499044510;86649631
1701763586.9749;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763587.9750;#SYSTEM;6812350145;9728499251;3996832209;112497231
1701763587.9750;/sys/fs/cgroup/custom.slice/pg1;1358003478;1776270985;498457606;25231859
1701763587.9750;/sys/fs/cgroup/custom.slice/pg2;5380431792;7885940283;1499096765;86658723
1701763587.9750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763588.9749;#SYSTEM;6719114272;9604532089;3996507116;110747625
1701763588.9749;/sys/fs/cgroup/custom.slice/pg1;1262200647;1650849325;498459645;23458765
1701763588.9749;/sys/fs/cgroup/custom.slice/pg2;5380159472;7885839807;1499031804;86659587
1701763588.9749;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763589.9750;#SYSTEM;6724274830;9610111847;3996718178;110829020
1701763589.9750;/sys/fs/cgroup/custom.slice/pg1;1273218652;1664902439;498656979;23657063
1701763589.9750;/sys/fs/cgroup/custom.slice/pg2;5380501556;7886117495;1499114651;86657002
1701763589.9750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763590.5755;#SYSTEM;6798445677;9708043446;3994450604;112197830
1701763590.5755;/sys/fs/cgroup/custom.slice/pg1;1341185742;1753706493;501427791;24913862
1701763590.5755;/sys/fs/cgroup/custom.slice/pg2;5377905075;7880702449;1498397954;86610706
1701763590.5755;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763591.5750;#SYSTEM;6691073801;9568232680;3996914833;110212665
1701763591.5750;/sys/fs/cgroup/custom.slice/pg1;1235103223;1614833078;499227638;22940810
1701763591.5750;/sys/fs/cgroup/custom.slice/pg2;5377309185;7881614821;1498231252;86614966
1701763591.5750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763592.5774;#SYSTEM;6741761071;9635641872;3997808949;111167366
1701763592.5774;/sys/fs/cgroup/custom.slice/pg1;1276623239;1669305219;498417988;23716580
1701763592.5774;/sys/fs/cgroup/custom.slice/pg2;5377178867;7880841471;1498192459;86608131
1701763592.5774;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763593.5750;#SYSTEM;6729578648;9620203011;3997489434;110958523
1701763593.5750;/sys/fs/cgroup/custom.slice/pg1;1273991860;1666513079;498438607;23677917
1701763593.5750;/sys/fs/cgroup/custom.slice/pg2;5376948670;7879975054;1498126188;86603100
1701763593.5750;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763594.5755;#SYSTEM;6711331588;9593969023;3997721534;110582673
1701763594.5755;/sys/fs/cgroup/custom.slice/pg1;1240246881;1621905618;498310535;23043807
1701763594.5755;/sys/fs/cgroup/custom.slice/pg2;5377602746;7881599752;1498302807;86617088
1701763594.5755;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763595.1756;#SYSTEM;6821455280;9740039786;3996842175;112676345
1701763595.1756;/sys/fs/cgroup/custom.slice/pg1;1368473692;1790745834;498455264;25450209
1701763595.1756;/sys/fs/cgroup/custom.slice/pg2;5380434984;7885666173;1499098766;86672143
1701763595.1756;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763596.1755;#SYSTEM;6672745325;9543108375;3996742879;109876074
1701763596.1755;/sys/fs/cgroup/custom.slice/pg1;1222502694;1598694467;498498942;22710272
1701763596.1755;/sys/fs/cgroup/custom.slice/pg2;5380306571;7885244135;1499058503;86662620
1701763596.1755;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763597.5755;#SYSTEM;6773542672;9676962143;3996444056;111780228
1701763597.5755;/sys/fs/cgroup/custom.slice/pg1;1317433054;1722974555;498334062;24480425
1701763597.5755;/sys/fs/cgroup/custom.slice/pg2;5379910138;7885191216;1498948109;86657329
1701763597.5755;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763598.1749;#SYSTEM;6732736144;9621170717;3996651202;111018149
1701763598.1749;/sys/fs/cgroup/custom.slice/pg1;1283407775;1678653955;498169216;23853426
1701763598.1749;/sys/fs/cgroup/custom.slice/pg2;5379993602;7884642363;1498974742;86657345
1701763598.1749;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763598.997755;#SYSTEM;6672925790;9556175119;3997102336;110396359
1701763598.997755;/sys/fs/cgroup/custom.slice/pg1;1266699089;1657236910;499032077;23537472
1701763598.997755;/sys/fs/cgroup/custom.slice/pg2;5378784155;7883526169;1498630558;86638983
1701763598.997755;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
1701763600.1807;#SYSTEM;6784371591;9693944830;3994226489;112055167
1701763600.1807;/sys/fs/cgroup/custom.slice/pg1;1342357166;1754915570;501786758;24922891
1701763600.1807;/sys/fs/cgroup/custom.slice/pg2;5377025095;7880063690;1498150123;86604957
1701763600.1807;/sys/fs/cgroup/custom.slice/pg8;0;0;0;0
