TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684149717.517730;#SYSTEM;18396;2612811;16360482;169461738
1684149717.517730;/sys/fs/cgroup/anon.slice/anon_service.service;12050;1558377;0;5017720
1684149717.517730;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684149718.517881;#SYSTEM;17891;1246638;5344832;5999150591
1684149718.517881;/sys/fs/cgroup/anon.slice/anon_service.service;2658;220862;0;2285493
1684149718.517881;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684149719.540185;#SYSTEM;1958048;622785925;830313615;6130080138
1684149719.540185;/sys/fs/cgroup/anon.slice/anon_service.service;14921;532067;0;1556656
1684149719.540185;/sys/fs/cgroup/test.slice/test;1128361;382304452;0;133411802
1684149720.515993;#SYSTEM;3181642;1202279890;1429630396;5845885625
1684149720.515993;/sys/fs/cgroup/anon.slice/anon_service.service;6369;253055;0;1501209
1684149720.515993;/sys/fs/cgroup/test.slice/test;2929441;1179518272;0;406526632
1684149721.515939;#SYSTEM;36775;5018389;10386474;5997846257
1684149721.515939;/sys/fs/cgroup/anon.slice/anon_service.service;5857;249005;0;1913163
1684149721.515939;/sys/fs/cgroup/test.slice/test;1132;39257;0;1301889
1684149722.515314;#SYSTEM;35716;1400750;6914863;5995288588
1684149722.515314;/sys/fs/cgroup/anon.slice/anon_service.service;5518;196630;0;1755395
1684149722.515314;/sys/fs/cgroup/test.slice/test;11067;247753;0;1524496
1684149723.514851;#SYSTEM;18143;1008451;5073556;5996683821
1684149723.514851;/sys/fs/cgroup/anon.slice/anon_service.service;4706;193003;0;1798599
1684149723.514851;/sys/fs/cgroup/test.slice/test;997;42335;0;1259100
1684149724.513418;#SYSTEM;3114281;1979882617;2104755590;5983670031
1684149724.513418;/sys/fs/cgroup/anon.slice/anon_service.service;4841;214491;0;1064955
1684149724.513418;/sys/fs/cgroup/test.slice/test;2825462;1947647956;0;585386669
1684149725.513003;#SYSTEM;9953325;5037845877;7239345054;5984649817
1684149725.513003;/sys/fs/cgroup/anon.slice/anon_service.service;6328;189529;0;1193428
1684149725.513003;/sys/fs/cgroup/test.slice/test;9601462;5025412878;0;2138181395
1684149726.512017;#SYSTEM;35339175;12298363187;21273140045;5993641741
1684149726.512017;/sys/fs/cgroup/anon.slice/anon_service.service;6160;183873;0;955286
1684149726.512017;/sys/fs/cgroup/test.slice/test;35309248;12296757378;0;5990206292
1684149727.511313;#SYSTEM;38754567;11915139241;21349238610;5994828124
1684149727.511313;/sys/fs/cgroup/anon.slice/anon_service.service;5541;178278;0;915456
1684149727.511313;/sys/fs/cgroup/test.slice/test;38652356;11909630855;0;5983488343
1684149728.510699;#SYSTEM;38578718;11874282925;21779689311;5994222605
1684149728.510699;/sys/fs/cgroup/anon.slice/anon_service.service;5056;176271;0;923711
1684149728.510699;/sys/fs/cgroup/test.slice/test;38547756;11872565000;0;5987328779
1684149729.509953;#SYSTEM;54517849;10370669165;21996649070;5993577580
1684149729.509953;/sys/fs/cgroup/anon.slice/anon_service.service;5823;178779;0;867448
1684149729.509953;/sys/fs/cgroup/test.slice/test;54488239;10369271590;0;5986465286
1684149730.509053;#SYSTEM;43774627;13887977858;21966866409;5993343124
1684149730.509053;/sys/fs/cgroup/anon.slice/anon_service.service;4418;173867;0;792136
1684149730.509053;/sys/fs/cgroup/test.slice/test;43743630;13887463450;0;5987098367
1684149731.508494;#SYSTEM;38832073;14526855807;21825076326;5990375121
1684149731.508494;/sys/fs/cgroup/anon.slice/anon_service.service;5505;223683;0;898966
1684149731.508494;/sys/fs/cgroup/test.slice/test;38638860;14512541279;0;5945873069
1684149732.507709;#SYSTEM;37629859;13696520218;21951546320;5991683205
1684149732.507709;/sys/fs/cgroup/anon.slice/anon_service.service;6026;178082;0;836929
1684149732.507709;/sys/fs/cgroup/test.slice/test;37559250;13692493219;0;5977093707
1684149733.506961;#SYSTEM;37754699;12933291969;22007893469;5993530265
1684149733.506961;/sys/fs/cgroup/anon.slice/anon_service.service;5970;175762;0;821192
1684149733.506961;/sys/fs/cgroup/test.slice/test;37708472;12929385691;0;5981907964
1684149734.506340;#SYSTEM;40489273;12647159763;22015598122;5992748766
1684149734.506340;/sys/fs/cgroup/anon.slice/anon_service.service;5047;182886;0;799806
1684149734.506340;/sys/fs/cgroup/test.slice/test;40449567;12646169655;0;5984160626
1684149735.505337;#SYSTEM;45312357;12688296919;22050900716;5993299163
1684149735.505337;/sys/fs/cgroup/anon.slice/anon_service.service;5112;187370;0;909621
1684149735.505337;/sys/fs/cgroup/test.slice/test;45274973;12686207926;0;5986064559
1684149736.504716;#SYSTEM;39612821;13369398883;22032642607;5993033408
1684149736.504716;/sys/fs/cgroup/anon.slice/anon_service.service;5030;176596;0;797457
1684149736.504716;/sys/fs/cgroup/test.slice/test;39578898;13366930576;0;5983979792
1684149737.503925;#SYSTEM;43833943;12796642562;22011207042;5992582115
1684149737.503925;/sys/fs/cgroup/anon.slice/anon_service.service;5083;179199;0;825554
1684149737.503925;/sys/fs/cgroup/test.slice/test;43787787;12792884031;0;5981280958
1684149738.503540;#SYSTEM;42387160;13293969426;22011884093;5993154019
1684149738.503540;/sys/fs/cgroup/anon.slice/anon_service.service;5286;181855;0;861833
1684149738.503540;/sys/fs/cgroup/test.slice/test;42331609;13292179539;0;5982095023
1684149739.502687;#SYSTEM;39888007;12832015140;22094879299;5995273048
1684149739.502687;/sys/fs/cgroup/anon.slice/anon_service.service;4335;205217;0;1083420
1684149739.502687;/sys/fs/cgroup/test.slice/test;39874515;12831622623;0;5991418340
1684149740.501893;#SYSTEM;45262359;13387433121;21988642024;5991756176
1684149740.501893;/sys/fs/cgroup/anon.slice/anon_service.service;4525;176821;0;784131
1684149740.501893;/sys/fs/cgroup/test.slice/test;45212920;13381286029;0;5977666378
1684149741.501209;#SYSTEM;37841289;13949868162;22016211491;5992497836
1684149741.501209;/sys/fs/cgroup/anon.slice/anon_service.service;6352;175776;0;822546
1684149741.501209;/sys/fs/cgroup/test.slice/test;37785523;13947490352;0;5981786350
1684149742.500528;#SYSTEM;38298827;13170125323;22002354652;5992945620
1684149742.500528;/sys/fs/cgroup/anon.slice/anon_service.service;5300;176267;0;934695
1684149742.500528;/sys/fs/cgroup/test.slice/test;38226900;13163453582;0;5975958576
1684149743.499727;#SYSTEM;41402454;13667111854;21972383674;5991958699
1684149743.499727;/sys/fs/cgroup/anon.slice/anon_service.service;4890;177407;0;777136
1684149743.499727;/sys/fs/cgroup/test.slice/test;41337974;13663892713;0;5979309603
1684149744.499221;#SYSTEM;41434454;13209339771;22080417490;5994176129
1684149744.499221;/sys/fs/cgroup/anon.slice/anon_service.service;4675;188174;0;932526
1684149744.499221;/sys/fs/cgroup/test.slice/test;41407609;13209480030;0;5988950192
1684149745.498185;#SYSTEM;41731293;13429110918;22027846227;5992470864
1684149745.498185;/sys/fs/cgroup/anon.slice/anon_service.service;5411;184384;0;852311
1684149745.498185;/sys/fs/cgroup/test.slice/test;41688497;13425250873;0;5982487790
1684149746.497418;#SYSTEM;39944184;13462347357;22014909678;5991710272
1684149746.497418;/sys/fs/cgroup/anon.slice/anon_service.service;5244;170658;0;712239
1684149746.497418;/sys/fs/cgroup/test.slice/test;39895611;13458945700;0;5980361284
1684149747.496956;#SYSTEM;40532160;12558184689;22075874579;5994882521
1684149747.496956;/sys/fs/cgroup/anon.slice/anon_service.service;5991;181908;0;1115046
1684149747.496956;/sys/fs/cgroup/test.slice/test;40495014;12556764361;0;5987566715
1684149748.496051;#SYSTEM;45005994;12250239270;22046816129;5992956926
1684149748.496051;/sys/fs/cgroup/anon.slice/anon_service.service;6277;180861;0;924611
1684149748.496051;/sys/fs/cgroup/test.slice/test;44935932;12245477946;0;5981113254
1684149749.495236;#SYSTEM;44242640;13741287697;22036822846;5992247022
1684149749.495236;/sys/fs/cgroup/anon.slice/anon_service.service;4779;176621;0;742796
1684149749.495236;/sys/fs/cgroup/test.slice/test;44206059;13739816987;0;5983059616
1684149750.494422;#SYSTEM;44879604;13662885040;22049171651;5992959670
1684149750.494422;/sys/fs/cgroup/anon.slice/anon_service.service;4749;176048;0;728760
1684149750.494422;/sys/fs/cgroup/test.slice/test;44842098;13660883099;0;5985069548
1684149751.493657;#SYSTEM;38427762;13832792863;22028100396;5992639336
1684149751.493657;/sys/fs/cgroup/anon.slice/anon_service.service;5356;175349;0;723870
1684149751.493657;/sys/fs/cgroup/test.slice/test;38387050;13830258895;0;5982867246
1684149752.493183;#SYSTEM;40164594;13315217536;22030738227;5993564179
1684149752.493183;/sys/fs/cgroup/anon.slice/anon_service.service;5353;186987;0;964517
1684149752.493183;/sys/fs/cgroup/test.slice/test;40127307;13313002225;0;5984207444
1684149753.492110;#SYSTEM;44851426;13394901211;21982006944;5991425050
1684149753.492110;/sys/fs/cgroup/anon.slice/anon_service.service;7671;256297;0;795098
1684149753.492110;/sys/fs/cgroup/test.slice/test;44779450;13389420993;0;5979144808
1684149754.491602;#SYSTEM;43379922;11953163426;22120778611;5995254826
