TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_MISSES
1699908579.911760;#SYSTEM;16700716;14195152;1977133;34129
1699908579.911760;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1699908579.911760;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1699908579.911760;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908580.833484;#SYSTEM;83141979;51807991;10084531;243355
1699908580.833484;/sys/fs/cgroup/custom.slice/pg1;21775865;14438422;2758367;47604
1699908580.833484;/sys/fs/cgroup/custom.slice/pg2;20562741;13418658;2549622;44354
1699908580.833484;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908581.831746;#SYSTEM;14195701450;39070771635;8360948027;1148893
1699908581.831746;/sys/fs/cgroup/custom.slice/pg1;7069329220;12058965267;1644820018;91429
1699908581.831746;/sys/fs/cgroup/custom.slice/pg2;7081233590;26964843987;6707336517;882593
1699908581.831746;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908582.830888;#SYSTEM;14402708086;39673760391;8489052247;1161904
1699908582.830888;/sys/fs/cgroup/custom.slice/pg1;7177020138;12248428622;1670436886;78781
1699908582.830888;/sys/fs/cgroup/custom.slice/pg2;7176473556;27364515138;6806950167;884217
1699908582.830888;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908583.830042;#SYSTEM;14401414080;39673764902;8489131942;1155034
1699908583.830042;/sys/fs/cgroup/custom.slice/pg1;7176749986;12248681872;1670481892;78874
1699908583.830042;/sys/fs/cgroup/custom.slice/pg2;7176843821;27365915953;6807297542;884275
1699908583.830042;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908584.829262;#SYSTEM;14403475708;39673286939;8488839297;1152247
1699908584.829262;/sys/fs/cgroup/custom.slice/pg1;7177462952;12249436092;1670582164;78818
1699908584.829262;/sys/fs/cgroup/custom.slice/pg2;7177172083;27363621986;6806727303;884100
1699908584.829262;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908585.828210;#SYSTEM;14399572072;39639537058;8480835331;1156441
1699908585.828210;/sys/fs/cgroup/custom.slice/pg1;7175393125;12246351172;1670162485;78874
1699908585.828210;/sys/fs/cgroup/custom.slice/pg2;7175560727;27333292757;6799185025;882908
1699908585.828210;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908586.827368;#SYSTEM;14402265738;39538727733;8455356272;1149832
1699908586.827368;/sys/fs/cgroup/custom.slice/pg1;7177066696;12249538976;1670595307;78615
1699908586.827368;/sys/fs/cgroup/custom.slice/pg2;7176738696;27228976216;6773234121;878952
1699908586.827368;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908587.826507;#SYSTEM;14401597244;39658216411;8485161455;1147017
1699908587.826507;/sys/fs/cgroup/custom.slice/pg1;7176871815;12249039752;1670528313;78270
1699908587.826507;/sys/fs/cgroup/custom.slice/pg2;7176836861;27349290154;6803162354;883359
1699908587.826507;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908588.825655;#SYSTEM;14400837108;39648274790;8482673588;1139025
1699908588.825655;/sys/fs/cgroup/custom.slice/pg1;7176966510;12249297951;1670562822;78142
1699908588.825655;/sys/fs/cgroup/custom.slice/pg2;7176665819;27339594210;6800751095;883221
1699908588.825655;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908589.824750;#SYSTEM;14401040439;39636975016;8479960680;1141242
1699908589.824750;/sys/fs/cgroup/custom.slice/pg1;7176586691;12248427425;1670444200;78134
1699908589.824750;/sys/fs/cgroup/custom.slice/pg2;7176603150;27328932497;6798099318;882652
1699908589.824750;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908590.823873;#SYSTEM;14401479159;39659830471;8485452412;1140453
1699908590.823873;/sys/fs/cgroup/custom.slice/pg1;7176934331;12249411336;1670577134;78126
1699908590.823873;/sys/fs/cgroup/custom.slice/pg2;7176454150;27349373350;6803183184;883302
1699908590.823873;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908591.823051;#SYSTEM;14401486998;39662806637;8486300342;1141544
1699908591.823051;/sys/fs/cgroup/custom.slice/pg1;7177132246;12249526138;1670594169;78447
1699908591.823051;/sys/fs/cgroup/custom.slice/pg2;7177107756;27354399500;6804434622;883481
1699908591.823051;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908592.822209;#SYSTEM;14402393031;39660809848;8485961118;1143656
1699908592.822209;/sys/fs/cgroup/custom.slice/pg1;7177124486;12247161030;1670271163;79079
1699908592.822209;/sys/fs/cgroup/custom.slice/pg2;7176692463;27352684393;6804007192;883563
1699908592.822209;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908593.821355;#SYSTEM;14401842702;39665550482;8487087487;1141631
1699908593.821355;/sys/fs/cgroup/custom.slice/pg1;7176964946;12248131759;1670404826;78469
1699908593.821355;/sys/fs/cgroup/custom.slice/pg2;7176978832;27357600732;6805230080;883922
1699908593.821355;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908594.820457;#SYSTEM;14400501878;39692781321;8493800221;864344
1699908594.820457;/sys/fs/cgroup/custom.slice/pg1;7176726873;12248747107;1670486783;78009
1699908594.820457;/sys/fs/cgroup/custom.slice/pg2;7176329632;27384535736;6811930996;606658
1699908594.820457;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908595.819617;#SYSTEM;14401713415;39676794202;8489962557;1138872
1699908595.819617;/sys/fs/cgroup/custom.slice/pg1;7176804652;12247419006;1670308354;78194
1699908595.819617;/sys/fs/cgroup/custom.slice/pg2;7176915015;27369539435;6808200997;883714
1699908595.819617;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908596.818752;#SYSTEM;14402855569;39643697570;8481457175;1149996
1699908596.818752;/sys/fs/cgroup/custom.slice/pg1;7177033127;12249132673;1670541535;78409
1699908596.818752;/sys/fs/cgroup/custom.slice/pg2;7176594661;27333984481;6799326864;885056
1699908596.818752;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699908597.817909;#SYSTEM;14403366623;39649077114;8482749375;1159131
1699908597.817909;/sys/fs/cgroup/custom.slice/pg1;7177039895;12249605185;1670607387;78410
1699908597.817909;/sys/fs/cgroup/custom.slice/pg2;7177052640;27339139070;6800580310;885761
