timestamp,sensor,target,power,socket,formula,predict,ratio,scope
1684439089647,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439090148,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439091151,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439091652,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439092154,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439093157,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439093658,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439094159,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439094661,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439095663,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439096165,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439096666,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439097167,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439097669,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439098170,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439098672,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439099674,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439100176,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439100677,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439101178,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439101680,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439102181,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439102683,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439104187,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439105189,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439105691,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439106192,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439106694,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439107195,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439107696,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439108198,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439108699,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439109200,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439109702,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439110704,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439111206,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439111707,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439112209,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439112710,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439113211,sensor,/pg,0.0,0,24d2e941132bef47c42902b44565101b2693a120,0.0,0.0,cpu
1684439113713,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439114214,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439114716,sensor,/pg,0.0,0,24d2e941132bef47c42902b44565101b2693a120,0.0,0.0,cpu
1684439115217,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439115718,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439116220,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439116721,sensor,/pg,0.0,0,4321e8672d930e730104fbfdae7a70b8c9741a6f,0.0,0.0,cpu
1684439117222,sensor,/pg,0.0,0,24d2e941132bef47c42902b44565101b2693a120,0.0,0.0,cpu
1684439117724,sensor,/pg,0.0,0,24d2e941132bef47c42902b44565101b2693a120,0.0,0.0,cpu
