RAPL;ALL;PG1;PG2
0.026611328125;0;0;0
14.31695556640625;0;0;0
13.9288330078125;0;0;0
13.8758544921875;0;0;0
14.204345703125;0;0;0
52.54766845703125;0;0;0
54.10577392578125;0;0;0
54.13934326171875;0;0;0
54.2530517578125;0;0;0
54.206298828125;0;0;0
54.29718017578125;0;0;0
54.27685546875;0;0;0
54.31549072265625;0;0;0
54.27203369140625;0;0;0
54.35443115234375;0;0;0
54.3785400390625;54.082333308004486;13.493459530476855;40.478231279188186
54.37164306640625;54.08099665154633;13.49323950206303;40.47365365322458
54.32501220703125;54.08552945897755;13.4935544459234;40.479166441698666
54.45672607421875;54.19766330390031;13.493101455017278;40.47847711904924
54.42022705078125;54.07562429436934;13.49355052441231;40.46963117189517
54.3822021484375;54.08728996218781;13.492112971436919;40.48577719463822
54.45050048828125;54.08782700553851;13.494164622503494;40.48112267321808
54.46466064453125;54.09003578660219;13.494567653701413;40.48217403357809
54.472900390625;54.08610879141068;13.493599361944046;40.48018919361089
54.41650390625;54.075247142735236;13.49364988290211;40.470073509450536
54.55242919921875;54.090479366871115;13.492746703565553;40.487621719509775
54.46441650390625;54.08106070184659;13.4931042734935;40.47433788612386
54.51129150390625;54.08465431965214;13.493158723466195;40.47780128803455
54.599853515625;54.2000190876658;13.493039154966407;40.47745047128614
54.55596923828125;54.07644828889722;13.493595420588903;40.469602537024585
54.531005859375;54.09177206456764;13.493014434586444;40.488314956311584
54.5948486328125;54.085989726348245;13.493187339893206;40.478914415216
54.5751953125;54.083880881529936;13.493379326724463;40.478168409817535
54.5958251953125;54.08077060758879;13.49268944913862;40.47708167184074
54.640869140625;54.07565585004129;13.49113287464441;40.473155179856185
54.629150390625;54.08564732736787;13.49298020682168;40.47843053891775
54.66119384765625;54.08041858751257;13.493302965853177;40.474061743120494
52.63995361328125;50.42400504075304;9.846902941314108;40.464383334882086
47.2403564453125;40.94079831564318;0.0;40.71169290687887
39.3154296875;31.82739596373663;0.0;31.112269201919325
13.9913330078125;0;0;0
13.84710693359375;0;0;0
13.8564453125;0;0;0
13.780029296875;0;0;0
