TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_MISSES
1699893531.109003;#SYSTEM;6273092;8457096;1618676;21888
1699893531.109003;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1699893532.109102;#SYSTEM;28030846;24691531;4844056;127244
1699893532.109102;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1699893533.298777;#SYSTEM;31092442721;47751206916;11869215295;118759030
1699893533.298777;/sys/fs/cgroup/custom.slice/pg1;31026045776;47671582229;11853828313;118560525
1699893534.105952;#SYSTEM;32297207520;49707121739;12360612646;123500999
1699893534.105952;/sys/fs/cgroup/custom.slice/pg1;32255876642;49643359849;12348324690;123407853
1699893535.105006;#SYSTEM;32692466277;50353664164;12521608789;125169752
1699893535.105006;/sys/fs/cgroup/custom.slice/pg1;32652696679;50289398166;12509209035;125085149
1699893536.104057;#SYSTEM;32692566637;50352874268;12521348534;125166551
1699893536.104057;/sys/fs/cgroup/custom.slice/pg1;32653063245;50288066904;12508877557;125081505
1699893537.103117;#SYSTEM;32692763248;50353085354;12521448081;125165690
1699893537.103117;/sys/fs/cgroup/custom.slice/pg1;32653107738;50288594221;12509006382;125083116
1699893538.102174;#SYSTEM;32692403619;50354614328;12521770903;125164428
1699893538.102174;/sys/fs/cgroup/custom.slice/pg1;32653444352;50289611547;12509243963;125085643
1699893539.101228;#SYSTEM;32692315544;50350638846;12520807434;125159356
1699893539.101228;/sys/fs/cgroup/custom.slice/pg1;32652914806;50286089173;12508379733;125077406
1699893540.100286;#SYSTEM;32692304788;50356210399;12522144012;125172701
1699893540.100286;/sys/fs/cgroup/custom.slice/pg1;32652863932;50290638569;12509510041;125088940
1699893541.99339;#SYSTEM;32692694180;50354253778;12521725920;125163934
1699893541.99339;/sys/fs/cgroup/custom.slice/pg1;32653499883;50289735249;12509291972;125085182
1699893542.98394;#SYSTEM;32692536192;50354945298;12521900681;125163089
1699893542.98394;/sys/fs/cgroup/custom.slice/pg1;32654174094;50290320456;12509442394;125086460
1699893543.97451;#SYSTEM;32692513842;50354918690;12521903938;125162410
1699893543.97451;/sys/fs/cgroup/custom.slice/pg1;32653872913;50290674461;12509523370;125087913
1699893544.96508;#SYSTEM;32692283583;50355390376;12521967775;125165853
1699893544.96508;/sys/fs/cgroup/custom.slice/pg1;32653645948;50290486055;12509470952;125087611
1699893545.95563;#SYSTEM;32692624928;50353696340;12521572888;125159002
1699893545.95563;/sys/fs/cgroup/custom.slice/pg1;32653597107;50289023238;12509112232;125083736
1699893546.94618;#SYSTEM;32692707457;50354505645;12521765825;125160587
1699893546.94618;/sys/fs/cgroup/custom.slice/pg1;32654585470;50290005519;12509362291;125085365
1699893547.93674;#SYSTEM;32692883677;50357057015;12522435038;125164037
1699893547.93674;/sys/fs/cgroup/custom.slice/pg1;32654394208;50292738539;12510041334;125092540
1699893548.92730;#SYSTEM;32692714385;50355679817;12522091160;125113633
1699893548.92730;/sys/fs/cgroup/custom.slice/pg1;32654920120;50291646967;12509769865;125041164
1699893549.91787;#SYSTEM;32692298284;50354357255;12521736035;125123732
1699893549.91787;/sys/fs/cgroup/custom.slice/pg1;32653432614;50289861389;12509320258;125051201
1699893550.90847;#SYSTEM;32692736892;50354243146;12521642299;125157202
