TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699916696.271378;0.593445;0;0;1200035;1200013;1236838;1760444;1887464;1200040
1699916697.271303;14.3085;0;0;1200019;1200023;1200017;1201773;1215205;1200015
1699916698.269623;72.5322;0;0;1257612;3551009;3547294;3545966;3548384;1438117
1699916699.268735;133.044;0;0;1200234;3600000;3600000;3600000;3600000;1470426
1699916700.267913;193.074;0;0;1200232;3600000;3600000;3600000;3599999;1522222
1699916701.267073;252.976;0;0;1200261;3599999;3599999;3599999;3600000;1582895
1699916702.266227;312.96;0;0;1200228;3600000;3599999;3600000;3599999;1588005
1699916703.265383;372.878;0;0;1200200;3599999;3600000;3599999;3600000;1584500
1699916704.264513;432.845;0;0;1210378;3600000;3600000;3600000;3600000;1594029
1699916705.263704;492.824;0;0;1200231;3600000;3600000;3599999;3599999;1429123
1699916706.262853;552.757;0;0;1200240;3599999;3600000;3600000;3600000;1485502
1699916707.261999;612.655;0;0;1200217;3599999;3600000;3600000;3599999;1498054
1699916708.261152;672.648;0;0;1200206;3600000;3599999;3600000;3599999;1560554
1699916709.260270;732.553;0;0;1209444;3599999;3600000;3599999;3600000;1578410
1699916710.259455;792.46;0;0;1200201;3600000;3600000;3600000;3600000;1444134
1699916711.258600;852.427;0;0;1200236;3599999;3599999;3600000;3600000;1467130
1699916712.257754;912.348;0;0;1200241;3599999;3600000;3599999;3600000;1522971
1699916713.256886;972.276;0;0;1200208;3600000;3599999;3599999;3599999;1541515
1699916714.256035;1032.25;0;0;1207300;3600000;3600000;3600000;3600000;1567876
1699916715.255207;1092.21;0;0;1200216;3600000;3599999;3599999;3600000;1468269
1699916716.254361;1152.15;0;0;1200221;3599999;3599999;3600000;3599999;1516540
1699916717.253509;1212.06;0;0;1200234;3600000;3600000;3600000;3600000;1549008
1699916718.252640;1272.09;0;0;1200216;3599999;3600000;3600000;3600000;1555551
1699916719.251824;1332.03;0;0;1200203;3600000;3599999;3599999;3600000;1578646
1699916720.250965;1391.97;0;0;1200206;3599999;3599999;3600000;3600000;1436556
1699916721.250125;1451.96;0;0;1200212;3600000;3600000;3599999;3600000;1455977
1699916722.249215;1511.97;0;0;1200199;3600000;3600000;3600000;3599999;1499579
1699916723.248263;1571.96;0;0;1200189;3600000;3599999;3600000;3600000;1517231
1699916724.247444;1631.91;0;0;1219692;3600000;3600000;3599999;3600000;1518584
1699916725.246604;1691.91;0;0;1200231;3600000;3599999;3600000;3599999;1449593
1699916726.245755;1751.86;0;0;1200231;3600000;3600000;3599999;3600000;1508573
1699916727.244873;1811.8;0;0;1200240;3599999;3599999;3600000;3599999;1522397
1699916728.244021;1871.81;0;0;1200234;3600000;3600000;3599999;3600000;1554224
1699916729.243209;1931.76;0;0;1200230;3600000;3599999;3600000;3599999;1547653
1699916730.242363;1991.72;0;0;1200239;3599999;3600000;3599999;3600000;1437811
1699916731.241590;2046.52;0;0;1200179;3591960;3599979;3600000;3599871;1462343
1699916732.240702;2082.62;0;0;1200171;1200133;1437965;3599999;1203860;1526879
1699916733.367700;2118.67;0;0;1200182;1200321;1200337;1200372;1200432;1200135
1699916734.239151;2132.79;0;0;1200086;1200111;1200090;1200197;1200182;1504883
1699916735.238321;2146.43;0;0;1200046;1200028;1200097;1200137;1200223;1200005
1699916736.237767;2160.16;0;0;1200059;1200122;1200072;1200123;1200137;1528811
