FULL;PG1;PG2
14.405535;0;0
94.54137;0.3077;0
97.93389;97.37607600000001;0
98.06324;97.90299800000001;0
98.014936;98.17508900000003;0
98.05848;97.89825399999998;0
98.07;97.511419;0
98.05013;97.88990400000002;0
98.0002;97.84006500000002;0
98.084424;97.92402;0
98.10319;98.26219099999997;0
98.08504;97.52637100000001;0
98.03152;97.87133299999996;0
98.12363;97.963295;0
98.140824;97.98045199999997;0
98.07084;98.23042999999998;0
98.15173;97.91115199999999;0
98.16112;97.60201499999998;0
98.12293;98.04268899999998;0
98.04405;97.88384100000002;0
98.15801;98.317608;0
98.15555;97.99516300000002;0
98.16457;97.68687399999997;0
98.20263;95.316673;0
98.36613;96.92895100000001;0
98.19258;98.35158700000001;0
98.27026;97.63057300000001;0
98.26625;98.50728699999999;0
98.326664;97.52660699999998;0
98.48504;98.32410900000002;0
98.44481;98.686084;0
98.42675;98.26592000000002;0
98.52354;97.96237299999999;0
98.67281;98.753154;0
98.83908;98.597022;0
98.855;98.93582400000001;0
98.77462;98.45207999999998;0
98.930184;98.84928200000002;0
44.095216;0;0
14.296115;0;0
14.299854;0;0
14.123432;0;0
