TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699894260.426729;0.100342;0;0;2037701;2849575;2677268;2006184;2427092;1165111;1217649;4003630
1699894261.586877;2.30554;0;0;673804;1226590;3690205;4100000;3241965;4100000;4116141;4100000
1699894262.431246;24.0081;0;0;1017588;4081047;4100000;4100000;1907045;4100000;4099625;4100000
1699894263.424591;46.5334;0;0;554883;4100000;4100000;4100000;1309536;4100000;4100000;4100000
1699894264.423682;69.2614;0;0;553600;4100130;4100000;4100343;1216195;4100000;4100000;4099999
1699894265.422850;92.0023;0;0;538156;4099881;4099999;4099825;1311804;4100000;4100000;4100000
1699894266.421987;114.861;0;0;540001;4100000;4100000;4100000;1821297;4100000;4100000;4100000
1699894267.421169;137.81;0;0;1890827;4100091;4100000;4100169;1896057;4100000;4100000;4100000
1699894268.420250;160.738;0;0;1895295;4099910;4100000;4099459;1367734;4100000;4099999;4100000
1699894269.419318;183.693;0;0;1915761;4100000;4100000;4100000;1759023;4100000;4100000;4099999
1699894270.418344;206.657;0;0;1903696;4100000;4100058;4100475;1385995;4100000;4100000;4100000
1699894271.417636;229.683;0;0;1900897;4100000;4099734;4100000;1304363;4099999;4099999;4100000
1699894272.416794;252.677;0;0;1890847;4100000;4100284;4099566;1649599;4100000;4100000;4100000
1699894273.415902;275.673;0;0;1880783;4100000;4099788;4100000;1588200;4099999;4100000;4099999
1699894274.415032;298.72;0;0;1867311;4100000;4100185;4100000;1873619;4100000;4100000;4100000
1699894275.414133;321.74;0;0;1892318;4100000;4100000;4100000;1532822;4100000;4100000;4100000
1699894276.413384;344.787;0;0;1884617;4100000;4099725;4100528;1238515;4100084;4100000;4100000
1699894277.412526;367.878;0;0;1901655;4100000;4100000;4099844;2121711;4099909;4100000;4100000
1699894278.411583;390.984;0;0;1898788;4100000;4100000;4100000;1774094;4100000;4100000;4099999
1699894279.410723;414.08;0;0;1898307;4100000;4100261;4100000;1575060;4100000;4100000;4100000
1699894280.409919;437.185;0;0;1895849;4100000;4099782;4100000;1480230;4100000;4100000;4100000
1699894281.409044;460.295;0;0;1905043;4099999;4100000;4100173;1563129;4100000;4100000;4100000
1699894282.408154;483.366;0;0;1881949;4100000;4100000;4099491;2005894;4100000;4100000;4099999
1699894283.407310;506.483;0;0;1887760;4100000;4100000;4100000;1550807;4100000;4100000;4100000
1699894284.406459;529.646;0;0;1894274;4099999;4100000;4100000;1614123;4100000;4100000;4100000
1699894285.405421;552.805;0;0;1907272;4100000;4100000;4100000;1565380;4100000;4100000;4100000
1699894286.404778;575.994;0;0;1894871;4099999;4100000;4100000;1775617;4100000;4100000;4100000
1699894287.579062;588.221;0;0;768720;1110386;693127;543866;544513;869633;620185;540662
1699894288.404510;590.446;0;0;2315307;878919;842498;930856;903547;1062646;848870;769236
1699894289.403523;592.701;0;0;2148702;677475;805911;978717;875613;1090945;725222;1111128
1699894290.403027;594.942;0;0;2228709;896265;870044;956378;828094;1051233;918253;1150771
