TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699895039.171174;0.577698;0;0;1814113;1200033;1947165;1200046;1200060;1200008
1699895040.299553;14.9064;0;0;2669439;3600000;3600000;3600000;3600000;3600000
1699895041.169154;80.5756;0;0;3599999;3600000;3600000;3599999;3599999;3599999
1699895042.168215;149.3;0;0;3599999;3600000;3600000;3599999;3599999;3600000
1699895043.167279;218.223;0;0;3600000;3600000;3599999;3600000;3599999;3600000
1699895044.166335;287.063;0;0;3599999;3600000;3600000;3600000;3599999;3600000
1699895045.165399;355.913;0;0;3600000;3599999;3600000;3600000;3600000;3600000
1699895046.164460;424.76;0;0;3600000;3600000;3599999;3599999;3599999;3599999
1699895047.163513;493.648;0;0;3599999;3600000;3600000;3600000;3600000;3600000
1699895048.162574;562.486;0;0;3600000;3600000;3600000;3599999;3599999;3599999
1699895049.161633;631.32;0;0;3600000;3600000;3600000;3599999;3600000;3600000
1699895050.160695;700.16;0;0;3599999;3599999;3600000;3600000;3599999;3600000
1699895051.159724;769.031;0;0;3600000;3600000;3599999;3600000;3600000;3599999
1699895052.158784;837.953;0;0;3600000;3599999;3600000;3600000;3599999;3600000
1699895053.157850;906.781;0;0;3600000;3600000;3600000;3599999;3599999;3600000
1699895054.156905;975.638;0;0;3599999;3600000;3599999;3600000;3600000;3599999
1699895055.155963;1044.52;0;0;3600000;3599999;3600000;3600000;3600000;3600000
1699895056.155028;1113.46;0;0;3600000;3600000;3599999;3599999;3599999;3599999
1699895057.154082;1182.32;0;0;3600000;3600000;3600000;3600000;3600000;3600000
1699895058.153142;1251.2;0;0;3600000;3599999;3599999;3599999;3599999;3600000
1699895059.152201;1320.07;0;0;3599999;3600000;3600000;3599999;3600000;3600000
1699895060.151263;1389.01;0;0;3600000;3600000;3600000;3599999;3599999;3600000
1699895061.150322;1457.88;0;0;3599999;3599999;3599999;3600000;3600000;3600000
1699895062.149382;1526.76;0;0;3600000;3600000;3600000;3599999;3599999;3600000
1699895063.148449;1595.72;0;0;3600000;3600000;3599999;3600000;3600000;3600000
1699895064.147506;1664.61;0;0;3599999;3599999;3600000;3600000;3600000;3599999
1699895065.146562;1733.49;0;0;3600000;3600000;3600000;3600000;3600000;3600000
1699895066.145625;1802.38;0;0;3600000;3599999;3600000;3599999;3599999;3600000
1699895067.144680;1871.26;0;0;3600000;3600000;3599999;3599999;3600000;3599999
1699895068.143722;1940.22;0;0;3599999;3600000;3600000;3600000;3599999;3599999
1699895069.142779;2009.1;0;0;3600000;3599999;3599999;3600000;3600000;3600000
1699895070.141838;2077.98;0;0;3599999;3599999;3600000;3600000;3599999;3600000
1699895071.140901;2146.88;0;0;3599999;3600000;3600000;3599999;3600000;3600000
1699895072.140261;2207.01;0;0;3596523;3599999;3599999;3590391;3586523;3600000
1699895073.271712;2249.69;0;0;1200230;1200363;1200544;1200228;1200418;1200586
1699895074.139025;2263.6;0;0;1463436;1200127;1200150;1200189;1200129;1200082
1699895075.138362;2277.64;0;0;1515233;1200125;1200069;1200095;1200130;1200119
1699895076.137536;2291.49;0;0;1505086;1200126;1200108;1200125;1200123;1200117
