TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5
1699889571.699192;0.573914;0;0;1200012;1200066;1200006;1816846;1200028;1861135
1699889572.831665;14.7123;0;0;2528469;1200110;1200107;1200253;1200182;1200039
1699889573.697496;49.1147;0;0;3599999;1200158;1200032;1200290;1200169;1200101
1699889574.696640;85.2089;0;0;3599999;1200148;1200018;1487001;1200172;1200125
1699889575.695813;121.329;0;0;3600000;1200205;1200010;1532384;1200228;1200061
1699889576.694958;157.411;0;0;3600000;1200188;1200017;1571205;1200228;1200074
1699889577.694107;193.52;0;0;3600000;1200223;1200005;1589018;1200188;1200058
1699889578.693260;229.612;0;0;3599999;1200136;1200041;1579427;1200199;1200051
1699889579.692397;265.69;0;0;3600000;1200208;1200007;1566909;1200213;1200094
1699889580.691594;301.835;0;0;3600000;1200150;1200025;1535274;1200214;1200079
1699889581.690720;338;0;0;3600000;1200162;1200036;1448329;1200179;1200158
1699889582.689879;374.122;0;0;3600000;1200162;1200039;1474426;1200181;1200087
1699889583.689024;410.199;0;0;3600000;1200182;1200029;1547498;1200202;1200068
1699889584.688148;446.312;0;0;3599999;1200166;1200033;1553277;1200182;1200067
1699889585.687322;482.389;0;0;3600000;1200146;1200005;1563990;1200254;1200092
1699889586.686476;518.454;0;0;3600000;1200203;1200032;1423392;1200318;1200073
1699889587.685627;554.558;0;0;3599999;1200164;1200012;1475609;1200177;1200094
1699889588.684787;590.618;0;0;3600000;1200191;1200031;1517882;1200182;1200092
1699889589.683951;626.683;0;0;3599999;1200160;1200005;1542660;1200215;1200058
1699889590.683092;662.8;0;0;3600000;1200139;1200025;1571421;1200207;1200164
1699889591.682243;698.89;0;0;3600000;1200172;1200034;1437713;1200179;1200130
1699889592.681333;734.974;0;0;3600000;1200176;1200025;1462920;1200182;1200138
1699889593.680446;771.086;0;0;3599999;1200173;1200017;1533925;1200185;1200148
1699889594.679639;807.164;0;0;3600000;1200157;1200021;1564987;1200194;1200179
1699889595.678784;843.283;0;0;3599999;1200141;1200024;1550964;1200181;1200177
1699889596.677871;879.35;0;0;3600000;1200180;1200017;1426057;1200170;1200160
1699889597.677019;915.396;0;0;3599999;1200198;1200003;1475648;1200199;1200095
1699889598.676171;951.442;0;0;3600000;1200216;1200024;1503222;1200263;1200147
1699889599.675329;987.531;0;0;3600000;1200188;1200013;1535053;1200181;1200077
1699889600.674486;1023.58;0;0;3600000;1233765;1200037;1550783;1200230;1200112
1699889601.673628;1059.67;0;0;3599999;1200182;1200009;1563383;1200131;1200079
1699889602.672752;1095.72;0;0;3600000;1200223;1200025;1549244;1200189;1200115
1699889603.671915;1131.77;0;0;3600000;1200225;1200020;1536856;1200227;1200078
1699889604.795721;1152.56;0;0;1200763;1200295;1200079;1200284;1200308;1200542
1699889605.670443;1166.37;0;0;1200095;1200109;1200028;1548749;1200176;1200064
1699889606.669922;1180.05;0;0;1200074;1200150;1200018;1465562;1200158;1200103
1699889607.669094;1193.76;0;0;1200124;1200141;1200011;1541987;1200108;1200087
