TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7
1699881016.18980;0.0582886;0;0;1087214;1748211;1081789;1075354;3292235;2994001;4019197;3189937
1699881017.90898;2.90393;0;0;2055872;2800000;1554672;2800000;3292235;2994001;4019197;3189937
1699881018.26902;11.0945;0;0;811298;2800000;1282052;2800000;3292235;2994001;4019197;3189937
1699881019.10902;19.1075;0;0;1223683;2799999;2485922;2800000;3292235;2994001;4019197;3189937
1699881020.6904;27.2119;0;0;780301;2800000;2388575;2799999;3292235;2994001;4019197;3189937
1699881021.6901;35.3347;0;0;697531;2800000;2439938;2800000;3292235;2994001;4019197;3189937
1699881022.6896;43.4537;0;0;687319;2800000;2460174;2800000;3292235;2994001;4019197;3189937
1699881023.6897;51.5889;0;0;734390;2800000;2507406;2800000;3292235;2994001;4019197;3189937
1699881024.2876;59.7455;0;0;752166;2800000;2488654;2800000;3292235;2994001;4019197;3189937
1699881025.2883;67.9031;0;0;737079;2800000;2426869;2799999;3292235;2994001;4019197;3189937
1699881026.2891;76.033;0;0;749241;2799999;2514379;2800000;3292235;2994001;4019197;3189937
1699881027.2893;84.2014;0;0;725881;2800000;2468127;2800000;3292235;2994001;4019197;3189937
1699881028.2896;92.393;0;0;785762;2800000;2448308;2800000;3292235;2994001;4019197;3189937
1699881028.998893;100.543;0;0;846342;2800000;2465989;2800000;3292235;2994001;4019197;3189937
1699881029.998885;108.711;0;0;842209;2800000;2465842;2799999;3292235;2994001;4019197;3189937
1699881030.998886;116.9;0;0;796965;2800000;2464244;2800000;3292235;2994001;4019197;3189937
1699881031.998882;125.06;0;0;782891;2800000;2493822;2800000;3292235;2994001;4019197;3189937
1699881032.998885;133.224;0;0;788431;2799999;2465215;2800000;3292235;2994001;4019197;3189937
1699881033.994894;141.404;0;0;758597;2800000;2499089;2800000;3292235;2994001;4019197;3189937
1699881034.994887;149.618;0;0;777100;2800000;2430983;2800000;3292235;2994001;4019197;3189937
1699881035.994908;157.812;0;0;782822;2800000;2472660;2800000;3292235;2994001;4019197;3189937
1699881036.994886;165.984;0;0;782956;2800000;2453818;2800000;3292235;2994001;4019197;3189937
1699881037.990888;174.177;0;0;768193;2799999;2478957;2800000;3292235;2994001;4019197;3189937
1699881038.990880;182.38;0;0;735789;2800000;2450203;2799999;3292235;2994001;4019197;3189937
1699881039.990879;190.613;0;0;781456;2800000;2468196;2800000;3292235;2994001;4019197;3189937
1699881040.990904;198.838;0;0;769451;2799999;2446238;2800000;3292235;2994001;4019197;3189937
1699881041.990897;207.012;0;0;777658;2800000;2489739;2799999;3292235;2994001;4019197;3189937
1699881042.986889;215.214;0;0;779683;2800000;2472152;2800000;3292235;2994001;4019197;3189937
1699881043.986894;223.384;0;0;760045;2800000;2453042;2800000;3292235;2994001;4019197;3189937
1699881044.986892;231.566;0;0;776381;2800000;2447327;2800000;3292235;2994001;4019197;3189937
1699881045.986885;239.768;0;0;784762;2800000;2444089;2800000;3292235;2994001;4019197;3189937
1699881046.986884;247.953;0;0;748664;2800000;2433461;2800000;3292235;2994001;4019197;3189937
1699881047.982887;256.118;0;0;806712;2800000;2451030;2800000;3292235;2994001;4019197;3189937
1699881048.982885;264.274;0;0;790368;2799999;2364970;2800000;3292235;2994001;4019197;3189937
1699881049.982885;272.446;0;0;902416;2800000;2490827;2800000;3292235;2994001;4019197;3189937
1699881050.982893;280.635;0;0;809748;2800000;2521245;2799999;3292235;2994001;4019197;3189937
1699881051.978893;288.803;0;0;766670;2800000;2525304;2800000;3292235;2994001;4019197;3189937
1699881052.978888;296.957;0;0;754942;2799999;2452631;2800000;3292235;2994001;4019197;3189937
1699881053.978885;305.116;0;0;778742;2800000;2487640;2799999;3292235;2994001;4019197;3189937
1699881054.978891;313.313;0;0;764374;2800000;2471689;2800000;3292235;2994001;4019197;3189937
1699881055.978894;321.504;0;0;768395;2799999;2519792;2800000;3292235;2994001;4019197;3189937
1699881056.974880;329.702;0;0;771114;2800000;2405932;2799999;3292235;2994001;4019197;3189937
1699881057.974890;337.879;0;0;754355;2800000;2434767;2800000;3292235;2994001;4019197;3189937
1699881058.974879;346.012;0;0;741957;2800000;2473300;2800000;3292235;2994001;4019197;3189937
1699881060.70970;349.964;0;0;747182;645909;512488;558348;3292235;2994001;4019197;3189937
1699881060.974970;352.781;0;0;920692;924916;1719983;881902;3292235;2994001;4019197;3189937
1699881061.974981;355.633;0;0;878959;985331;1818298;781853;3292235;2994001;4019197;3189937
1699881062.970974;358.498;0;0;906404;1015381;1794806;830332;3292235;2994001;4019197;3189937
