TIMESTAMP;CGROUP;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_INSTRUCTIONS;PERF_COUNT_HW_BRANCH_MISSES
1699905579.11253;#SYSTEM;16920718;14015508;1939111;33357
1699905579.11253;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1699905579.11253;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1699905579.11253;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905580.10551;#SYSTEM;31406035;16188810;3153051;110611
1699905580.10551;/sys/fs/cgroup/custom.slice/pg1;0;0;0;0
1699905580.10551;/sys/fs/cgroup/custom.slice/pg2;0;0;0;0
1699905580.10551;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905581.143657;#SYSTEM;14326070767;28881263426;3173047204;20676840
1699905581.143657;/sys/fs/cgroup/custom.slice/pg1;7118792226;14703639619;1639105737;1976967
1699905581.143657;/sys/fs/cgroup/custom.slice/pg2;7151176915;14119737178;1522578886;18476896
1699905581.143657;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905582.8567;#SYSTEM;14190498818;28713345961;3151666382;20151625
1699905582.8567;/sys/fs/cgroup/custom.slice/pg1;7070875613;14655400350;1632280053;1672505
1699905582.8567;/sys/fs/cgroup/custom.slice/pg2;7070886151;13998744066;1508026248;18276427
1699905582.8567;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905583.7739;#SYSTEM;14402492405;29149675245;3199590529;20315163
1699905583.7739;/sys/fs/cgroup/custom.slice/pg1;7176707759;14880156530;1657307675;1565771
1699905583.7739;/sys/fs/cgroup/custom.slice/pg2;7176918844;14209228728;1530700377;18551872
1699905583.7739;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905584.6875;#SYSTEM;14402022077;29149839428;3199549649;20275697
1699905584.6875;/sys/fs/cgroup/custom.slice/pg1;7176691236;14881292583;1657456049;1535432
1699905584.6875;/sys/fs/cgroup/custom.slice/pg2;7176574320;14208363026;1530606721;18548673
1699905584.6875;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905585.6022;#SYSTEM;14402073023;29151616076;3199781273;20307666
1699905585.6022;/sys/fs/cgroup/custom.slice/pg1;7176713363;14882862816;1657604951;1562378
1699905585.6022;/sys/fs/cgroup/custom.slice/pg2;7176757063;14208755198;1530671427;18551892
1699905585.6022;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905586.5111;#SYSTEM;14401741790;29152762229;3199949471;20256931
1699905586.5111;/sys/fs/cgroup/custom.slice/pg1;7176531042;14884366031;1657789442;1520255
1699905586.5111;/sys/fs/cgroup/custom.slice/pg2;7176365748;14208216877;1530622757;18543384
1699905586.5111;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905587.4197;#SYSTEM;14400483485;29150842339;3199629085;20253903
1699905587.4197;/sys/fs/cgroup/custom.slice/pg1;7176270998;14882311301;1657549217;1519954
1699905587.4197;/sys/fs/cgroup/custom.slice/pg2;7176373610;14208779075;1530641680;18547983
1699905587.4197;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905588.3345;#SYSTEM;14400957792;29151254430;3199711392;20229281
1699905588.3345;/sys/fs/cgroup/custom.slice/pg1;7176896308;14882891838;1657624640;1497989
1699905588.3345;/sys/fs/cgroup/custom.slice/pg2;7176765844;14208685595;1530653637;18549999
1699905588.3345;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905589.2494;#SYSTEM;14400385775;29154769349;3200058878;20142458
1699905589.2494;/sys/fs/cgroup/custom.slice/pg1;7176719194;14886494023;1658018570;1409573
1699905589.2494;/sys/fs/cgroup/custom.slice/pg2;7176817757;14208781534;1530655992;18560058
1699905589.2494;/sys/fs/cgroup/custom.slice/test;0;0;0;0
1699905590.1646;#SYSTEM;14401414557;29160445032;3200744803;20031399
1699905590.1646;/sys/fs/cgroup/custom.slice/pg1;7177003263;14891603498;1658594968;1292137
